t,Cuff Pressure,Baseline Pressure
1.666 , 155.96 , 137.22
1.668 , 155.96 , 137.22
1.67 , 155.92 , 137.22
1.671 , 155.96 , 137.19
1.673 , 155.92 , 137.22
1.675 , 155.96 , 137.19
1.677 , 155.89 , 137.1
1.679 , 155.92 , 137.19
1.681 , 155.89 , 137.1
1.69 , 155.92 , 137.19
1.692 , 155.89 , 137.1
1.694 , 155.92 , 137.1
1.696 , 155.89 , 137.03
1.698 , 155.87 , 137.13
1.699 , 155.89 , 137.1
1.701 , 155.89 , 137.1
1.703 , 155.89 , 137.03
1.705 , 155.87 , 137.13
1.707 , 155.8 , 137.03
1.709 , 155.89 , 137.1
1.711 , 155.83 , 137.06
1.713 , 155.89 , 136.99
1.714 , 155.87 , 137.06
1.716 , 155.83 , 137.06
1.718 , 155.83 , 137.03
1.72 , 155.83 , 137.03
1.722 , 155.83 , 136.99
1.724 , 155.8 , 137.06
1.725 , 155.8 , 137.03
1.727 , 155.87 , 137.03
1.729 , 155.8 , 137.06
1.731 , 155.76 , 136.99
1.733 , 155.83 , 137.03
1.735 , 155.76 , 137.06
1.737 , 155.8 , 136.99
1.739 , 155.8 , 136.99
1.74 , 155.76 , 136.96
1.742 , 155.76 , 136.99
1.744 , 155.73 , 136.96
1.746 , 155.76 , 136.96
1.748 , 155.73 , 136.96
1.75 , 155.71 , 136.9
1.752 , 155.73 , 136.9
1.754 , 155.66 , 136.96
1.756 , 155.73 , 136.87
1.757 , 155.76 , 136.9
1.759 , 155.66 , 136.9
1.761 , 155.73 , 136.9
1.763 , 155.66 , 136.9
1.765 , 155.66 , 136.94
1.767 , 155.66 , 136.9
1.769 , 155.66 , 136.87
1.771 , 155.66 , 136.9
1.773 , 155.66 , 136.87
1.774 , 155.66 , 136.83
1.776 , 155.64 , 136.87
1.778 , 155.66 , 136.83
1.78 , 155.64 , 136.83
1.782 , 155.66 , 136.8
1.784 , 155.6 , 136.83
1.785 , 155.6 , 136.83
1.787 , 155.64 , 136.83
1.789 , 155.6 , 136.8
1.791 , 155.6 , 136.87
1.793 , 155.6 , 136.87
1.795 , 155.64 , 136.74
1.797 , 155.6 , 136.8
1.798 , 155.57 , 136.8
1.8 , 155.57 , 136.76
1.802 , 155.57 , 136.8
1.804 , 155.57 , 136.8
1.806 , 155.53 , 136.8
1.808 , 155.53 , 136.8
1.81 , 155.57 , 136.76
1.812 , 155.53 , 136.74
1.813 , 155.53 , 136.8
1.815 , 155.53 , 136.76
1.817 , 155.53 , 136.71
1.819 , 155.48 , 136.74
1.821 , 155.48 , 136.71
1.823 , 155.53 , 136.76
1.825 , 155.5 , 136.71
1.827 , 155.5 , 136.71
1.828 , 155.48 , 136.74
1.83 , 155.48 , 136.71
1.832 , 155.53 , 136.71
1.834 , 155.48 , 136.71
1.836 , 155.44 , 136.71
1.838 , 155.48 , 136.71
1.839 , 155.48 , 136.67
1.841 , 155.5 , 136.67
1.843 , 155.48 , 136.64
1.845 , 155.48 , 136.64
1.847 , 155.44 , 136.64
1.849 , 155.41 , 136.67
1.851 , 155.44 , 136.64
1.853 , 155.41 , 136.67
1.854 , 155.48 , 136.67
1.856 , 155.44 , 136.64
1.858 , 155.41 , 136.6
1.86 , 155.44 , 136.64
1.862 , 155.41 , 136.6
1.864 , 155.41 , 136.6
1.866 , 155.37 , 136.6
1.867 , 155.34 , 136.64
1.869 , 155.34 , 136.64
1.871 , 155.41 , 136.55
1.873 , 155.41 , 136.55
1.875 , 155.34 , 136.6
1.877 , 155.34 , 136.58
1.879 , 155.37 , 136.58
1.881 , 155.32 , 136.6
1.882 , 155.34 , 136.55
1.884 , 155.32 , 136.58
1.886 , 155.34 , 136.55
1.888 , 155.32 , 136.51
1.89 , 155.28 , 136.51
1.892 , 155.32 , 136.51
1.894 , 155.25 , 136.51
1.895 , 155.28 , 136.51
1.897 , 155.28 , 136.48
1.899 , 155.28 , 136.48
1.901 , 155.28 , 136.51
1.903 , 155.28 , 136.44
1.905 , 155.32 , 136.51
1.907 , 155.25 , 136.51
1.909 , 155.25 , 136.44
1.91 , 155.25 , 136.48
1.912 , 155.21 , 136.48
1.914 , 155.25 , 136.48
1.916 , 155.32 , 136.44
1.918 , 155.21 , 136.44
1.92 , 155.21 , 136.44
1.921 , 155.21 , 136.44
1.923 , 155.18 , 136.44
1.925 , 155.21 , 136.42
1.927 , 155.18 , 136.44
1.929 , 155.18 , 136.37
1.931 , 155.18 , 136.42
1.933 , 155.21 , 136.37
1.935 , 155.18 , 136.37
1.936 , 155.16 , 136.37
1.938 , 155.18 , 136.37
1.94 , 155.16 , 136.42
1.942 , 155.16 , 136.42
1.944 , 155.18 , 136.37
1.946 , 155.16 , 136.37
1.948 , 155.09 , 136.35
1.95 , 155.18 , 136.37
1.952 , 155.16 , 136.35
1.953 , 155.09 , 136.35
1.955 , 155.12 , 136.35
1.957 , 155.12 , 136.35
1.959 , 155.12 , 136.32
1.961 , 155.12 , 136.35
1.963 , 155.12 , 136.32
1.964 , 155.09 , 136.32
1.966 , 155.05 , 136.32
1.968 , 155.09 , 136.28
1.97 , 155.12 , 136.28
1.972 , 155.02 , 136.26
1.974 , 155.05 , 136.28
1.976 , 155.05 , 136.26
1.978 , 155.05 , 136.32
1.979 , 155.05 , 136.28
1.981 , 155.02 , 136.21
1.983 , 155.02 , 136.26
1.985 , 154.98 , 136.28
1.987 , 155.02 , 136.26
1.989 , 154.98 , 136.28
1.991 , 154.96 , 136.21
1.992 , 154.98 , 136.19
1.994 , 154.98 , 136.21
1.996 , 154.98 , 136.28
1.998 , 154.96 , 136.21
2.0 , 154.98 , 136.26
2.002 , 154.96 , 136.21
2.004 , 154.98 , 136.14
2.006 , 154.96 , 136.21
2.007 , 154.93 , 136.14
2.009 , 154.96 , 136.14
2.011 , 154.89 , 136.14
2.013 , 154.89 , 136.14
2.015 , 154.93 , 136.21
2.017 , 154.93 , 136.14
2.019 , 154.93 , 136.1
2.02 , 154.89 , 136.12
2.022 , 154.93 , 136.1
2.024 , 154.93 , 136.12
2.026 , 154.86 , 136.12
2.028 , 154.86 , 136.12
2.03 , 154.89 , 136.12
2.032 , 154.89 , 136.1
2.034 , 154.86 , 136.14
2.035 , 154.86 , 136.14
2.037 , 154.86 , 136.1
2.039 , 154.82 , 136.05
2.041 , 154.82 , 136.1
2.043 , 154.82 , 136.1
2.045 , 154.86 , 136.03
2.046 , 154.82 , 136.05
2.048 , 154.82 , 136.05
2.057 , 154.77 , 136.05
2.059 , 154.77 , 136.05
2.061 , 154.8 , 136.1
2.063 , 154.7 , 136.05
2.064 , 154.73 , 136.05
2.066 , 154.73 , 135.98
2.068 , 154.7 , 135.98
2.07 , 154.7 , 135.96
2.072 , 154.7 , 136.03
2.074 , 154.66 , 135.96
2.076 , 154.66 , 135.96
2.078 , 154.66 , 135.89
2.08 , 154.7 , 135.96
2.082 , 154.63 , 135.91
2.083 , 154.7 , 135.96
2.085 , 154.59 , 136.03
2.087 , 154.66 , 135.89
2.089 , 154.7 , 135.96
2.091 , 154.66 , 135.96
2.093 , 154.59 , 135.89
2.095 , 154.57 , 135.89
2.097 , 154.63 , 135.87
2.098 , 154.63 , 135.89
2.1 , 154.59 , 135.87
2.102 , 154.59 , 135.87
2.104 , 154.59 , 135.89
2.106 , 154.57 , 135.87
2.108 , 154.59 , 135.8
2.11 , 154.54 , 135.87
2.112 , 154.54 , 135.87
2.114 , 154.57 , 135.87
2.115 , 154.54 , 135.8
2.117 , 154.57 , 135.82
2.119 , 154.5 , 135.82
2.121 , 154.5 , 135.82
2.123 , 154.5 , 135.87
2.124 , 154.47 , 135.8
2.126 , 154.57 , 135.75
2.128 , 154.54 , 135.8
2.13 , 154.47 , 135.75
2.132 , 154.47 , 135.82
2.134 , 154.5 , 135.75
2.136 , 154.47 , 135.73
2.137 , 154.47 , 135.8
2.139 , 154.43 , 135.73
2.141 , 154.5 , 135.71
2.143 , 154.5 , 135.75
2.145 , 154.43 , 135.73
2.147 , 154.43 , 135.71
2.148 , 154.43 , 135.71
2.15 , 154.43 , 135.73
2.152 , 154.41 , 135.71
2.154 , 154.41 , 135.71
2.156 , 154.41 , 135.73
2.158 , 154.43 , 135.71
2.159 , 154.41 , 135.71
2.161 , 154.41 , 135.73
2.163 , 154.38 , 135.66
2.165 , 154.47 , 135.71
2.167 , 154.38 , 135.66
2.169 , 154.41 , 135.64
2.17 , 154.38 , 135.66
2.172 , 154.38 , 135.64
2.174 , 154.41 , 135.64
2.176 , 154.41 , 135.66
2.178 , 154.38 , 135.59
2.18 , 154.38 , 135.64
2.181 , 154.38 , 135.64
2.183 , 154.38 , 135.59
2.185 , 154.34 , 135.64
2.187 , 154.34 , 135.59
2.189 , 154.34 , 135.59
2.191 , 154.34 , 135.59
2.193 , 154.38 , 135.59
2.195 , 154.34 , 135.59
2.196 , 154.31 , 135.59
2.199 , 154.27 , 135.5
2.2 , 154.27 , 135.57
2.202 , 154.27 , 135.57
2.204 , 154.31 , 135.59
2.206 , 154.27 , 135.57
2.208 , 154.31 , 135.57
2.21 , 154.31 , 135.5
2.211 , 154.27 , 135.5
2.213 , 154.25 , 135.57
2.215 , 154.25 , 135.57
2.217 , 154.25 , 135.5
2.219 , 154.25 , 135.5
2.22 , 154.25 , 135.5
2.222 , 154.22 , 135.48
2.224 , 154.22 , 135.45
2.226 , 154.22 , 135.48
2.228 , 154.25 , 135.48
2.23 , 154.22 , 135.48
2.231 , 154.22 , 135.45
2.233 , 154.18 , 135.48
2.235 , 154.18 , 135.45
2.237 , 154.18 , 135.41
2.239 , 154.22 , 135.45
2.241 , 154.15 , 135.45
2.243 , 154.18 , 135.41
2.244 , 154.15 , 135.45
2.246 , 154.15 , 135.39
2.248 , 154.15 , 135.45
2.25 , 154.11 , 135.39
2.252 , 154.11 , 135.39
2.254 , 154.11 , 135.39
2.256 , 154.15 , 135.39
2.257 , 154.15 , 135.39
2.259 , 154.09 , 135.41
2.261 , 154.09 , 135.39
2.263 , 154.11 , 135.41
2.265 , 154.09 , 135.39
2.267 , 154.11 , 135.39
2.269 , 154.11 , 135.34
2.271 , 154.09 , 135.34
2.273 , 154.04 , 135.34
2.274 , 154.09 , 135.34
2.276 , 154.09 , 135.34
2.278 , 154.02 , 135.34
2.28 , 154.04 , 135.32
2.282 , 154.04 , 135.32
2.284 , 153.99 , 135.32
2.286 , 154.02 , 135.34
2.287 , 154.02 , 135.32
2.289 , 154.02 , 135.32
2.291 , 154.02 , 135.34
2.293 , 154.02 , 135.25
2.295 , 153.99 , 135.27
2.297 , 154.02 , 135.25
2.298 , 153.99 , 135.25
2.3 , 153.99 , 135.25
2.302 , 153.99 , 135.25
2.304 , 153.95 , 135.27
2.306 , 153.95 , 135.27
2.308 , 153.99 , 135.27
2.309 , 153.95 , 135.27
2.311 , 153.95 , 135.25
2.313 , 153.95 , 135.25
2.315 , 153.93 , 135.23
2.317 , 153.88 , 135.25
2.319 , 153.95 , 135.23
2.32 , 153.95 , 135.23
2.322 , 153.88 , 135.23
2.324 , 153.88 , 135.23
2.326 , 153.86 , 135.25
2.328 , 153.93 , 135.23
2.33 , 153.88 , 135.25
2.332 , 153.88 , 135.18
2.334 , 153.88 , 135.16
2.335 , 153.86 , 135.23
2.337 , 153.86 , 135.18
2.339 , 153.83 , 135.16
2.341 , 153.83 , 135.16
2.343 , 153.83 , 135.18
2.345 , 153.86 , 135.16
2.346 , 153.83 , 135.11
2.348 , 153.83 , 135.16
2.35 , 153.79 , 135.11
2.352 , 153.79 , 135.11
2.354 , 153.79 , 135.09
2.356 , 153.83 , 135.11
2.357 , 153.79 , 135.11
2.359 , 153.77 , 135.04
2.361 , 153.79 , 135.16
2.363 , 153.79 , 135.11
2.365 , 153.77 , 135.02
2.367 , 153.77 , 135.11
2.368 , 153.77 , 135.09
2.37 , 153.77 , 135.09
2.372 , 153.77 , 135.09
2.374 , 153.72 , 135.04
2.376 , 153.79 , 135.09
2.378 , 153.7 , 135.02
2.38 , 153.72 , 135.04
2.381 , 153.77 , 135.04
2.383 , 153.7 , 135.04
2.385 , 153.67 , 135.04
2.387 , 153.7 , 135.0
2.389 , 153.7 , 135.0
2.391 , 153.7 , 135.0
2.393 , 153.7 , 135.0
2.395 , 153.7 , 135.02
2.397 , 153.63 , 135.0
2.398 , 153.67 , 134.95
2.4 , 153.63 , 135.0
2.402 , 153.67 , 135.02
2.404 , 153.63 , 135.0
2.406 , 153.67 , 134.93
2.408 , 153.67 , 134.95
2.41 , 153.63 , 134.95
2.411 , 153.63 , 134.93
2.42 , 153.6 , 134.93
2.422 , 153.56 , 134.93
2.424 , 153.54 , 134.88
2.426 , 153.54 , 134.95
2.428 , 153.56 , 134.95
2.43 , 153.56 , 134.93
2.432 , 153.56 , 134.86
2.434 , 153.6 , 134.93
2.435 , 153.54 , 134.93
2.437 , 153.54 , 134.84
2.439 , 153.56 , 134.88
2.441 , 153.49 , 134.88
2.443 , 153.49 , 134.88
2.445 , 153.54 , 134.86
2.447 , 153.49 , 134.88
2.448 , 153.47 , 134.86
2.45 , 153.54 , 134.79
2.452 , 153.49 , 134.88
2.454 , 153.47 , 134.84
2.456 , 153.49 , 134.79
2.458 , 153.44 , 134.79
2.46 , 153.47 , 134.79
2.462 , 153.47 , 134.77
2.463 , 153.47 , 134.79
2.465 , 153.4 , 134.79
2.467 , 153.44 , 134.72
2.469 , 153.44 , 134.79
2.471 , 153.47 , 134.79
2.473 , 153.47 , 134.72
2.475 , 153.38 , 134.79
2.476 , 153.4 , 134.77
2.478 , 153.33 , 134.77
2.48 , 153.33 , 134.72
2.482 , 153.38 , 134.7
2.484 , 153.38 , 134.72
2.486 , 153.33 , 134.72
2.487 , 153.33 , 134.7
2.489 , 153.33 , 134.7
2.491 , 153.33 , 134.77
2.493 , 153.33 , 134.7
2.495 , 153.33 , 134.7
2.497 , 153.31 , 134.7
2.499 , 153.31 , 134.65
2.5 , 153.31 , 134.72
2.502 , 153.31 , 134.65
2.504 , 153.31 , 134.63
2.506 , 153.28 , 134.65
2.508 , 153.24 , 134.65
2.51 , 153.28 , 134.63
2.512 , 153.28 , 134.63
2.513 , 153.28 , 134.61
2.515 , 153.31 , 134.63
2.517 , 153.28 , 134.65
2.519 , 153.24 , 134.63
2.521 , 153.28 , 134.61
2.523 , 153.24 , 134.65
2.525 , 153.24 , 134.61
2.526 , 153.24 , 134.61
2.528 , 153.24 , 134.56
2.53 , 153.24 , 134.54
2.532 , 153.17 , 134.61
2.534 , 153.17 , 134.61
2.535 , 153.22 , 134.56
2.537 , 153.22 , 134.56
2.539 , 153.22 , 134.61
2.541 , 153.17 , 134.61
2.543 , 153.22 , 134.54
2.545 , 153.17 , 134.56
2.547 , 153.17 , 134.54
2.549 , 153.17 , 134.49
2.55 , 153.15 , 134.49
2.552 , 153.17 , 134.49
2.554 , 153.17 , 134.54
2.556 , 153.17 , 134.54
2.558 , 153.15 , 134.54
2.56 , 153.17 , 134.49
2.562 , 153.17 , 134.56
2.564 , 153.15 , 134.49
2.565 , 153.15 , 134.42
2.567 , 153.08 , 134.49
2.569 , 153.1 , 134.42
2.571 , 153.15 , 134.42
2.573 , 153.08 , 134.47
2.575 , 153.08 , 134.42
2.576 , 153.1 , 134.42
2.578 , 153.08 , 134.42
2.58 , 153.06 , 134.42
2.582 , 153.08 , 134.42
2.584 , 153.08 , 134.42
2.586 , 153.08 , 134.42
2.588 , 153.08 , 134.4
2.59 , 153.06 , 134.4
2.592 , 153.06 , 134.38
2.593 , 153.06 , 134.38
2.595 , 153.06 , 134.4
2.597 , 153.06 , 134.4
2.599 , 153.01 , 134.38
2.601 , 152.94 , 134.4
2.603 , 153.01 , 134.38
2.605 , 153.06 , 134.38
2.606 , 153.01 , 134.33
2.608 , 153.01 , 134.38
2.61 , 153.01 , 134.33
2.612 , 153.01 , 134.33
2.614 , 152.99 , 134.33
2.616 , 152.99 , 134.33
2.617 , 153.01 , 134.33
2.619 , 152.94 , 134.33
2.621 , 152.99 , 134.31
2.623 , 152.99 , 134.33
2.625 , 152.94 , 134.33
2.626 , 153.01 , 134.31
2.628 , 152.94 , 134.31
2.63 , 152.99 , 134.31
2.632 , 152.94 , 134.26
2.634 , 152.92 , 134.31
2.636 , 152.94 , 134.26
2.638 , 152.92 , 134.31
2.64 , 152.92 , 134.31
2.641 , 152.99 , 134.31
2.643 , 152.92 , 134.24
2.645 , 152.94 , 134.31
2.647 , 152.92 , 134.24
2.649 , 152.92 , 134.26
2.651 , 152.9 , 134.24
2.653 , 152.92 , 134.24
2.655 , 152.85 , 134.17
2.657 , 152.92 , 134.2
2.658 , 152.85 , 134.17
2.66 , 152.85 , 134.17
2.662 , 152.85 , 134.17
2.664 , 152.85 , 134.17
2.666 , 152.85 , 134.17
2.668 , 152.85 , 134.2
2.67 , 152.85 , 134.1
2.671 , 152.85 , 134.15
2.673 , 152.83 , 134.17
2.675 , 152.85 , 134.15
2.677 , 152.83 , 134.1
2.679 , 152.78 , 134.15
2.681 , 152.78 , 134.08
2.682 , 152.83 , 134.08
2.684 , 152.83 , 134.1
2.686 , 152.83 , 134.04
2.688 , 152.83 , 134.08
2.69 , 152.76 , 134.08
2.692 , 152.76 , 134.08
2.694 , 152.76 , 134.08
2.695 , 152.78 , 134.04
2.697 , 152.78 , 134.08
2.699 , 152.78 , 134.08
2.701 , 152.76 , 134.08
2.703 , 152.76 , 134.08
2.705 , 152.78 , 134.08
2.707 , 152.83 , 134.04
2.708 , 152.78 , 134.04
2.71 , 152.76 , 134.04
2.712 , 152.78 , 134.08
2.714 , 152.69 , 134.04
2.716 , 152.76 , 134.04
2.718 , 152.74 , 133.99
2.72 , 152.74 , 134.04
2.722 , 152.74 , 134.04
2.724 , 152.74 , 134.01
2.725 , 152.69 , 133.99
2.727 , 152.67 , 133.94
2.729 , 152.69 , 133.99
2.731 , 152.74 , 133.94
2.733 , 152.69 , 133.99
2.735 , 152.67 , 133.99
2.737 , 152.76 , 133.94
2.738 , 152.69 , 133.94
2.74 , 152.69 , 133.94
2.742 , 152.74 , 133.94
2.744 , 152.62 , 133.94
2.746 , 152.62 , 133.94
2.748 , 152.69 , 133.94
2.749 , 152.67 , 133.94
2.751 , 152.62 , 133.94
2.753 , 152.67 , 133.92
2.755 , 152.62 , 133.92
2.757 , 152.62 , 133.92
2.759 , 152.6 , 133.92
2.761 , 152.62 , 133.92
2.763 , 152.62 , 133.94
2.764 , 152.6 , 133.88
2.766 , 152.62 , 133.92
2.768 , 152.53 , 133.88
2.77 , 152.6 , 133.88
2.772 , 152.6 , 133.85
2.774 , 152.6 , 133.81
2.776 , 152.53 , 133.88
2.777 , 152.53 , 133.78
2.787 , 152.53 , 133.85
2.789 , 152.44 , 133.81
2.79 , 152.51 , 133.78
2.792 , 152.51 , 133.78
2.794 , 152.46 , 133.78
2.796 , 152.46 , 133.81
2.798 , 152.46 , 133.81
2.8 , 152.46 , 133.71
2.802 , 152.46 , 133.78
2.804 , 152.44 , 133.71
2.805 , 152.39 , 133.71
2.807 , 152.39 , 133.69
2.809 , 152.44 , 133.71
2.811 , 152.44 , 133.71
2.813 , 152.39 , 133.71
2.815 , 152.37 , 133.65
2.816 , 152.39 , 133.71
2.818 , 152.37 , 133.65
2.82 , 152.44 , 133.69
2.822 , 152.39 , 133.69
2.824 , 152.37 , 133.69
2.826 , 152.35 , 133.69
2.828 , 152.39 , 133.71
2.829 , 152.37 , 133.69
2.831 , 152.37 , 133.62
2.833 , 152.37 , 133.65
2.835 , 152.35 , 133.65
2.837 , 152.37 , 133.62
2.839 , 152.35 , 133.62
2.841 , 152.35 , 133.62
2.843 , 152.3 , 133.62
2.845 , 152.35 , 133.58
2.846 , 152.3 , 133.65
2.848 , 152.28 , 133.58
2.85 , 152.28 , 133.55
2.852 , 152.28 , 133.58
2.854 , 152.28 , 133.58
2.856 , 152.28 , 133.62
2.858 , 152.3 , 133.58
2.859 , 152.28 , 133.58
2.861 , 152.28 , 133.58
2.863 , 152.3 , 133.58
2.865 , 152.28 , 133.58
2.867 , 152.23 , 133.55
2.869 , 152.23 , 133.53
2.871 , 152.21 , 133.55
2.872 , 152.28 , 133.55
2.874 , 152.23 , 133.55
2.876 , 152.23 , 133.53
2.878 , 152.28 , 133.53
2.88 , 152.21 , 133.49
2.882 , 152.23 , 133.53
2.884 , 152.23 , 133.53
2.885 , 152.21 , 133.53
2.887 , 152.19 , 133.49
2.889 , 152.21 , 133.42
2.891 , 152.19 , 133.46
2.893 , 152.19 , 133.46
2.895 , 152.19 , 133.53
2.896 , 152.14 , 133.53
2.898 , 152.19 , 133.53
2.9 , 152.14 , 133.49
2.902 , 152.14 , 133.42
2.904 , 152.19 , 133.49
2.906 , 152.19 , 133.53
2.908 , 152.12 , 133.42
2.91 , 152.12 , 133.46
2.912 , 152.12 , 133.39
2.914 , 152.19 , 133.46
2.915 , 152.12 , 133.46
2.917 , 152.14 , 133.42
2.919 , 152.07 , 133.39
2.921 , 152.12 , 133.39
2.923 , 152.12 , 133.39
2.925 , 152.12 , 133.35
2.927 , 152.07 , 133.39
2.928 , 152.07 , 133.42
2.93 , 152.07 , 133.35
2.932 , 152.07 , 133.39
2.934 , 152.07 , 133.39
2.936 , 152.07 , 133.35
2.938 , 152.05 , 133.35
2.939 , 152.05 , 133.35
2.941 , 152.05 , 133.33
2.943 , 152.07 , 133.35
2.945 , 152.07 , 133.33
2.947 , 152.07 , 133.33
2.948 , 152.0 , 133.33
2.95 , 152.0 , 133.33
2.952 , 152.0 , 133.33
2.954 , 152.05 , 133.3
2.956 , 151.98 , 133.3
2.958 , 152.0 , 133.3
2.959 , 151.98 , 133.33
2.961 , 151.98 , 133.26
2.963 , 152.0 , 133.26
2.965 , 151.96 , 133.3
2.967 , 151.96 , 133.26
2.969 , 151.96 , 133.26
2.971 , 151.98 , 133.3
2.973 , 151.96 , 133.26
2.974 , 152.0 , 133.26
2.976 , 151.96 , 133.23
2.978 , 151.96 , 133.23
2.98 , 151.96 , 133.23
2.982 , 151.91 , 133.23
2.984 , 151.91 , 133.23
2.986 , 151.91 , 133.26
2.987 , 151.96 , 133.23
2.989 , 151.96 , 133.19
2.991 , 151.96 , 133.19
2.993 , 151.96 , 133.23
2.995 , 151.91 , 133.17
2.997 , 151.96 , 133.17
2.999 , 151.91 , 133.19
3.0 , 151.89 , 133.17
3.002 , 151.84 , 133.14
3.004 , 151.96 , 133.14
3.006 , 151.89 , 133.14
3.008 , 151.89 , 133.14
3.01 , 151.89 , 133.14
3.012 , 151.84 , 133.14
3.013 , 151.89 , 133.14
3.015 , 151.84 , 133.1
3.017 , 151.89 , 133.14
3.019 , 151.84 , 133.1
3.021 , 151.84 , 133.1
3.023 , 151.84 , 133.17
3.025 , 151.84 , 133.07
3.026 , 151.84 , 133.07
3.028 , 151.82 , 133.1
3.03 , 151.8 , 133.07
3.032 , 151.82 , 133.1
3.034 , 151.84 , 133.07
3.036 , 151.82 , 133.07
3.037 , 151.8 , 133.07
3.039 , 151.82 , 133.03
3.041 , 151.8 , 133.03
3.043 , 151.82 , 133.01
3.045 , 151.82 , 133.03
3.047 , 151.75 , 133.03
3.048 , 151.75 , 133.01
3.05 , 151.8 , 133.07
3.052 , 151.75 , 133.01
3.054 , 151.8 , 133.01
3.056 , 151.73 , 133.01
3.058 , 151.75 , 133.01
3.059 , 151.75 , 133.03
3.061 , 151.75 , 132.96
3.063 , 151.73 , 132.96
3.065 , 151.73 , 132.94
3.067 , 151.73 , 132.96
3.069 , 151.68 , 132.94
3.07 , 151.68 , 132.96
3.072 , 151.68 , 132.94
3.074 , 151.68 , 132.87
3.076 , 151.66 , 132.91
3.078 , 151.68 , 132.91
3.08 , 151.73 , 132.94
3.082 , 151.73 , 132.96
3.083 , 151.66 , 132.94
3.085 , 151.61 , 132.94
3.087 , 151.61 , 132.85
3.089 , 151.66 , 132.85
3.091 , 151.68 , 132.91
3.093 , 151.61 , 132.8
3.095 , 151.61 , 132.8
3.096 , 151.59 , 132.85
3.098 , 151.59 , 132.85
3.1 , 151.61 , 132.85
3.102 , 151.59 , 132.85
3.104 , 151.61 , 132.85
3.106 , 151.61 , 132.85
3.107 , 151.59 , 132.78
3.109 , 151.59 , 132.8
3.111 , 151.59 , 132.85
3.113 , 151.5 , 132.8
3.115 , 151.59 , 132.78
3.117 , 151.59 , 132.85
3.119 , 151.5 , 132.78
3.12 , 151.57 , 132.8
3.122 , 151.52 , 132.73
3.124 , 151.57 , 132.71
3.126 , 151.5 , 132.78
3.128 , 151.5 , 132.8
3.13 , 151.52 , 132.8
3.131 , 151.5 , 132.78
3.133 , 151.52 , 132.73
3.135 , 151.5 , 132.78
3.137 , 151.5 , 132.73
3.139 , 151.5 , 132.68
3.141 , 151.5 , 132.68
3.142 , 151.43 , 132.68
3.152 , 151.43 , 132.68
3.153 , 151.45 , 132.64
3.155 , 151.43 , 132.68
3.157 , 151.36 , 132.64
3.159 , 151.43 , 132.64
3.161 , 151.43 , 132.64
3.163 , 151.43 , 132.68
3.165 , 151.34 , 132.64
3.167 , 151.36 , 132.68
3.169 , 151.41 , 132.62
3.171 , 151.36 , 132.62
3.172 , 151.36 , 132.64
3.174 , 151.41 , 132.57
3.176 , 151.36 , 132.57
3.178 , 151.34 , 132.62
3.18 , 151.34 , 132.57
3.182 , 151.36 , 132.57
3.183 , 151.34 , 132.64
3.185 , 151.29 , 132.68
3.187 , 151.34 , 132.62
3.189 , 151.34 , 132.57
3.191 , 151.29 , 132.62
3.193 , 151.34 , 132.64
3.195 , 151.29 , 132.57
3.197 , 151.25 , 132.57
3.198 , 151.25 , 132.57
3.2 , 151.25 , 132.57
3.202 , 151.25 , 132.55
3.204 , 151.27 , 132.55
3.206 , 151.25 , 132.57
3.207 , 151.2 , 132.55
3.209 , 151.25 , 132.55
3.211 , 151.2 , 132.5
3.213 , 151.18 , 132.5
3.215 , 151.2 , 132.55
3.217 , 151.25 , 132.55
3.218 , 151.2 , 132.5
3.22 , 151.18 , 132.48
3.222 , 151.18 , 132.55
3.224 , 151.18 , 132.5
3.226 , 151.18 , 132.48
3.228 , 151.18 , 132.48
3.23 , 151.11 , 132.46
3.232 , 151.13 , 132.46
3.233 , 151.18 , 132.46
3.235 , 151.13 , 132.46
3.237 , 151.11 , 132.48
3.239 , 151.11 , 132.46
3.241 , 151.11 , 132.46
3.242 , 151.11 , 132.41
3.244 , 151.13 , 132.46
3.246 , 151.13 , 132.41
3.248 , 151.13 , 132.39
3.25 , 151.06 , 132.39
3.251 , 151.06 , 132.41
3.253 , 151.13 , 132.41
3.255 , 151.06 , 132.39
3.257 , 151.06 , 132.41
3.259 , 151.06 , 132.41
3.261 , 151.06 , 132.34
3.263 , 151.11 , 132.34
3.264 , 151.04 , 132.39
3.266 , 151.02 , 132.34
3.268 , 151.04 , 132.32
3.27 , 151.02 , 132.39
3.272 , 151.02 , 132.34
3.274 , 151.04 , 132.32
3.275 , 151.04 , 132.32
3.277 , 151.04 , 132.34
3.279 , 151.04 , 132.32
3.281 , 151.04 , 132.32
3.283 , 151.02 , 132.32
3.285 , 151.02 , 132.32
3.287 , 150.97 , 132.39
3.289 , 150.95 , 132.27
3.29 , 151.02 , 132.27
3.292 , 150.97 , 132.27
3.294 , 151.02 , 132.23
3.296 , 150.97 , 132.27
3.298 , 150.9 , 132.23
3.3 , 150.97 , 132.25
3.301 , 150.95 , 132.32
3.303 , 151.02 , 132.23
3.305 , 150.97 , 132.23
3.307 , 150.95 , 132.25
3.309 , 150.95 , 132.18
3.311 , 150.95 , 132.18
3.312 , 150.97 , 132.18
3.314 , 150.9 , 132.25
3.316 , 150.9 , 132.23
3.318 , 150.9 , 132.18
3.32 , 150.88 , 132.16
3.322 , 150.9 , 132.18
