t,pwm
4.098 , 40311.73
4.1 , 40311.37
4.102 , 40713.02
4.104 , 40111.68
4.106 , 40110.32
4.108 , 40008.43
4.11 , 39905.87
4.112 , 39903.69
4.114 , 40303.15
4.116 , 40202.35
4.118 , 40201.48
4.12 , 40803.6
4.122 , 40805.74
4.124 , 40707.36
4.126 , 40106.02
4.128 , 40607.19
4.131 , 40005.27
4.133 , 40706.91
4.135 , 40407.05
4.137 , 40507.64
4.139 , 40307.31
4.141 , 40407.47
4.143 , 39704.11
4.145 , 40102.76
4.147 , 40704.38
4.149 , 40706.01
4.151 , 39903.7
4.153 , 40604.84
4.155 , 40706.43
4.157 , 40607.54
4.159 , 40608.68
4.161 , 40509.29
4.163 , 40509.93
4.165 , 40410.13
4.167 , 40309.55
4.169 , 40510.24
4.171 , 40209.31
4.173 , 40912.13
4.175 , 40311.61
4.177 , 40210.8
4.179 , 40209.94
4.181 , 40611.01
4.183 , 40511.62
4.185 , 40009.8
4.188 , 39907.5
4.19 , 40407.59
4.192 , 40307.2
4.194 , 40909.81
4.196 , 40410.0
4.198 , 40309.61
4.2 , 40811.7
4.202 , 40713.39
4.204 , 40112.05
4.206 , 40110.7
4.208 , 40511.26
4.21 , 40009.45
4.212 , 40610.63
4.214 , 40511.25
4.216 , 40310.84
4.218 , 40411.0
4.22 , 40210.09
4.222 , 40108.53
4.224 , 40207.76
4.226 , 40608.83
4.228 , 40107.51
4.23 , 40508.08
4.232 , 40006.26
4.234 , 40607.45
4.236 , 40508.07
4.238 , 39805.2
4.24 , 40405.31
4.243 , 40405.45
4.245 , 40104.02
4.247 , 40404.22
4.249 , 40203.39
4.25 , 40302.97
4.252 , 40101.64
4.254 , 40703.25
4.256 , 40604.37
4.259 , 40806.47
4.261 , 40004.66
4.263 , 40002.8
4.265 , 40402.94
4.267 , 39800.03
4.269 , 40299.7
4.271 , 40399.85
4.273 , 40199.02
4.275 , 40097.63
4.277 , 39995.75
4.279 , 40697.38
4.281 , 40598.31
4.283 , 39795.5
4.285 , 39993.61
4.287 , 39891.22
4.29 , 40290.86
4.292 , 40491.46
4.294 , 40793.66
4.296 , 39690.29
4.298 , 40691.91
4.3 , 40191.02
4.302 , 40190.15
4.304 , 40088.77
4.306 , 40790.89
4.308 , 40391.1
4.31 , 39888.7
4.312 , 39886.34
4.314 , 40185.46
4.316 , 40184.59
4.318 , 40384.77
4.32 , 39982.89
4.322 , 40282.33
4.324 , 40382.49
4.326 , 40282.1
4.328 , 40080.7
4.33 , 39978.89
4.332 , 40680.52
4.334 , 39878.13
4.337 , 40478.74
4.339 , 39976.92
4.341 , 39874.53
4.343 , 40374.62
4.345 , 39570.81
4.347 , 39466.42
4.349 , 39663.1
4.351 , 39358.17
4.353 , 39353.3
4.355 , 39247.99
4.357 , 39343.15
4.359 , 39237.58
4.361 , 39232.21
4.363 , 38925.28
4.365 , 38918.41
4.368 , 39012.14
4.37 , 39407.71
4.372 , 38900.89
4.374 , 39295.96
4.376 , 39492.13
4.378 , 39387.82
4.38 , 39081.89
4.382 , 39679.08
4.384 , 39575.69
4.386 , 39170.31
4.388 , 39466.43
4.39 , 39362.13
4.392 , 39860.21
4.394 , 39255.37
4.396 , 39250.5
4.398 , 39145.11
4.4 , 39039.3
4.402 , 39033.25
4.404 , 39429.32
4.407 , 39324.93
4.409 , 39320.56
4.411 , 39718.2
4.413 , 39213.3
4.415 , 39107.99
4.417 , 39705.6
4.419 , 39502.27
4.421 , 39398.38
4.423 , 40098.01
4.425 , 39494.59
4.427 , 39189.81
4.429 , 39385.91
4.431 , 39281.52
4.433 , 39076.18
4.435 , 39171.26
4.437 , 39769.45
4.439 , 39566.61
4.449 , 39463.04
4.451 , 39759.87
4.453 , 39356.0
4.455 , 39251.61
4.457 , 40051.26
4.459 , 39548.36
4.461 , 39445.04
4.463 , 39642.46
4.465 , 39338.6
4.467 , 39234.21
4.47 , 39430.81
4.472 , 40130.94
4.474 , 39528.17
4.476 , 39525.3
4.478 , 40125.41
4.48 , 39823.98
4.482 , 39320.16
4.484 , 39718.3
4.486 , 39917.47
4.488 , 39615.04
4.49 , 39009.7
4.492 , 39707.82
4.494 , 39605.43
4.496 , 40005.07
4.498 , 39904.07
4.5 , 39802.69
4.502 , 39298.79
4.504 , 40701.91
4.506 , 39901.02
4.508 , 39900.15
4.51 , 39798.84
4.513 , 40400.45
4.515 , 40603.04
4.517 , 40304.19
4.519 , 40506.28
4.521 , 39503.51
4.523 , 40304.58
4.525 , 40104.74
4.527 , 40004.35
4.529 , 40405.99
4.531 , 40106.06
4.533 , 40005.75
4.535 , 40206.42
4.537 , 40106.53
4.539 , 40609.11
4.541 , 40511.22
4.543 , 40412.91
4.545 , 41118.04
4.547 , 40319.14
4.549 , 40521.32
4.551 , 40925.38
4.553 , 40828.99
4.555 , 40329.98
4.557 , 40230.67
4.559 , 40130.77
4.561 , 40633.36
4.564 , 40033.02
4.565 , 40535.1
4.568 , 40637.82
4.57 , 39836.44
4.572 , 40337.52
4.574 , 40439.17
4.576 , 40440.8
4.578 , 40743.92
4.58 , 40948.09
4.582 , 40650.73
4.584 , 40854.33
4.586 , 40556.47
4.588 , 40759.57
4.59 , 40360.69
4.592 , 40864.27
4.594 , 40566.49
4.596 , 40668.88
4.598 , 40671.51
4.6 , 40573.62
4.603 , 40475.3
4.605 , 40275.96
4.606 , 40377.04
4.609 , 40378.17
4.611 , 40982.27
4.613 , 40684.91
4.615 , 40185.01
4.617 , 40587.23
4.619 , 40086.83
4.621 , 40689.43
4.623 , 40390.57
4.625 , 40391.7
4.627 , 40493.35
4.629 , 40294.02
4.631 , 40395.09
4.633 , 40094.73
4.635 , 40094.36
4.637 , 40897.93
4.639 , 39997.09
4.641 , 39895.78
4.643 , 40396.68
4.645 , 39995.79
4.647 , 39894.4
4.649 , 40496.08
4.651 , 40196.22
4.653 , 40397.32
4.656 , 40096.96
4.658 , 39996.06
4.66 , 40196.16
4.662 , 39894.8
4.664 , 40094.47
4.666 , 39792.61
4.668 , 40192.75
4.67 , 39891.31
4.672 , 40090.98
4.674 , 39990.09
4.676 , 40391.04
4.678 , 39889.71
4.68 , 40290.27
4.683 , 40190.38
4.685 , 40391.55
4.687 , 39588.73
4.689 , 40088.32
4.691 , 40188.47
4.693 , 39887.03
4.695 , 40086.7
4.697 , 39985.81
4.699 , 40386.95
4.701 , 39885.62
4.703 , 39783.73
4.705 , 40183.86
4.707 , 39681.46
4.709 , 40081.1
4.711 , 39980.28
4.713 , 39878.88
4.715 , 39776.8
4.717 , 39372.92
4.719 , 39670.54
4.721 , 40371.66
4.724 , 40272.34
4.726 , 39770.44
4.728 , 39768.57
4.73 , 40369.67
4.732 , 40370.8
4.734 , 40271.48
4.736 , 40171.59
4.738 , 40171.71
4.74 , 40272.28
4.742 , 40071.94
4.744 , 40172.02
4.746 , 40071.7
4.748 , 40071.32
4.75 , 40472.96
4.752 , 39871.35
4.754 , 40372.5
4.756 , 39770.58
4.758 , 40271.23
4.76 , 40171.41
4.762 , 40071.02
4.764 , 40271.61
4.767 , 40171.71
4.769 , 40171.84
4.771 , 40071.52
4.773 , 39970.63
4.775 , 39969.76
4.777 , 40270.37
4.779 , 40270.99
4.781 , 39769.09
4.783 , 40068.78
4.785 , 40068.41
4.787 , 39967.32
4.789 , 39865.93
4.791 , 40166.04
4.793 , 40065.72
4.795 , 39964.82
4.798 , 40365.96
4.8 , 40266.57
4.802 , 40267.19
4.804 , 39765.29
4.806 , 40064.97
4.808 , 40366.09
4.81 , 40266.69
4.812 , 40468.36
4.814 , 40369.46
4.816 , 39767.61
4.818 , 40268.27
4.82 , 39967.33
4.822 , 39966.45
4.824 , 39865.06
