t,pwm
2.559 , 29899.91
2.561 , 29328.02
2.564 , 29252.68
2.567 , 29224.41
2.569 , 29252.2
2.572 , 30017.39
2.574 , 29345.29
2.577 , 29270.37
2.58 , 29242.01
2.583 , 29213.55
2.585 , 29961.57
2.588 , 29286.73
2.59 , 29314.78
2.593 , 29239.39
2.596 , 29211.07
2.599 , 29782.93
2.601 , 29310.93
2.604 , 29235.54
2.606 , 29263.54
2.609 , 29188.14
2.612 , 29879.92
2.614 , 29307.79
2.617 , 29232.72
2.62 , 29204.24
2.622 , 29231.78
2.625 , 29997.07
2.628 , 29268.77
2.63 , 29296.76
2.633 , 29221.32
2.636 , 29192.95
2.638 , 30061.11
2.641 , 29286.19
2.643 , 29314.07
2.646 , 29239.04
2.649 , 29931.04
2.652 , 29302.98
2.654 , 29330.94
2.657 , 29255.98
2.659 , 29283.92
2.662 , 30049.09
2.665 , 29321.16
2.668 , 29293.04
2.67 , 29321.13
2.673 , 29245.8
2.675 , 29874.3
2.678 , 29299.33
2.681 , 29271.13
2.684 , 29242.63
2.686 , 29270.68
2.689 , 29915.78
2.692 , 29287.67
2.694 , 29315.56
2.697 , 29240.55
2.7 , 29212.11
2.702 , 29960.16
2.705 , 29285.35
2.707 , 29313.42
2.71 , 29238.25
2.713 , 29209.63
2.715 , 29837.99
2.718 , 29262.89
2.721 , 29234.55
2.723 , 29262.24
2.726 , 29187.02
2.728 , 29935.16
2.731 , 29259.92
2.734 , 29231.73
2.737 , 29203.27
2.739 , 29231.03
2.742 , 29995.82
2.744 , 29324.18
2.747 , 29249.07
2.75 , 29220.68
2.752 , 29248.33
2.755 , 29893.7
2.758 , 29265.37
2.76 , 29293.2
2.763 , 29218.12
2.766 , 29189.62
2.768 , 29937.78
2.771 , 29262.57
2.774 , 29234.4
2.776 , 29262.3
2.779 , 29186.95
2.781 , 30054.93
2.784 , 29280.19
2.787 , 29251.94
2.79 , 29223.58
2.792 , 29971.71
2.795 , 29296.97
2.798 , 29268.8
2.8 , 29296.65
2.803 , 29221.6
2.806 , 29913.75
2.808 , 29341.84
2.811 , 29266.63
2.814 , 29238.49
2.816 , 29266.41
2.819 , 29911.53
2.822 , 29283.26
2.824 , 29311.51
2.827 , 29236.37
2.829 , 29264.1
2.832 , 29909.37
2.835 , 29281.27
2.837 , 29309.37
2.84 , 29234.03
2.843 , 29205.77
2.845 , 30074.02
2.848 , 29299.21
2.851 , 29270.88
2.853 , 29299.08
2.856 , 29223.89
2.859 , 29795.88
2.861 , 29323.82
2.864 , 29248.88
2.867 , 29220.53
2.869 , 29248.2
2.872 , 29893.42
2.875 , 29265.27
2.877 , 29293.3
2.88 , 29217.91
2.882 , 29245.92
2.885 , 29891.16
2.888 , 29262.85
2.89 , 29290.7
2.893 , 29215.64
2.896 , 29187.16
2.898 , 29935.16
2.901 , 29260.31
2.904 , 29232.01
2.906 , 29259.92
2.909 , 29184.41
2.912 , 29876.42
2.914 , 29304.54
2.917 , 29229.21
2.919 , 29257.26
2.922 , 29181.93
2.925 , 29873.78
2.927 , 29301.71
2.93 , 29226.71
2.933 , 29198.29
2.935 , 29226.07
2.938 , 29870.89
2.941 , 29242.82
2.943 , 29270.79
2.946 , 29195.52
2.948 , 29223.12
2.951 , 29988.46
2.954 , 29260.23
2.956 , 29288.08
2.959 , 29213.04
2.962 , 29905.03
2.964 , 29333.09
2.967 , 29258.23
2.97 , 29229.94
2.972 , 29257.87
2.975 , 29902.82
2.978 , 29274.89
2.98 , 29303.0
2.983 , 29227.87
2.986 , 29199.28
2.988 , 30067.89
2.991 , 29292.94
2.994 , 29264.8
2.997 , 29236.55
2.999 , 29264.32
3.002 , 29909.64
3.004 , 29337.91
3.007 , 29262.74
3.01 , 29234.63
3.013 , 29206.26
