t,o,f
3.262 , 4.69 , 4.75
3.263 , 4.69 , 4.73
3.264 , 4.67 , 4.71
3.265 , 4.65 , 4.69
3.265 , 4.65 , 4.67
3.266 , 4.6 , 4.64
3.267 , 4.53 , 4.6
3.268 , 4.53 , 4.57
3.269 , 4.46 , 4.53
3.269 , 4.46 , 4.5
3.27 , 4.42 , 4.47
3.271 , 4.37 , 4.43
3.272 , 4.37 , 4.41
3.273 , 4.28 , 4.36
3.273 , 4.21 , 4.3
3.274 , 4.21 , 4.26
3.275 , 4.14 , 4.21
3.276 , 4.12 , 4.17
3.276 , 4.05 , 4.12
3.277 , 3.98 , 4.06
3.278 , 3.96 , 4.02
3.279 , 3.91 , 3.98
3.279 , 3.85 , 3.93
3.28 , 3.75 , 3.86
3.281 , 3.73 , 3.81
3.282 , 3.66 , 3.75
3.283 , 3.59 , 3.69
3.284 , 3.5 , 3.61
3.284 , 3.5 , 3.57
3.285 , 3.39 , 3.5
3.286 , 3.32 , 3.43
3.287 , 3.27 , 3.37
3.288 , 3.2 , 3.3
3.288 , 3.16 , 3.24
3.289 , 3.09 , 3.18
3.29 , 3.02 , 3.12
3.291 , 2.98 , 3.06
3.292 , 2.93 , 3.01
3.292 , 2.79 , 2.92
3.293 , 2.77 , 2.86
3.294 , 2.7 , 2.8
3.295 , 2.63 , 2.73
3.296 , 2.54 , 2.65
3.296 , 2.52 , 2.6
3.297 , 2.4 , 2.52
3.298 , 2.33 , 2.44
3.299 , 2.24 , 2.36
3.3 , 2.22 , 2.3
3.301 , 2.08 , 2.21
3.301 , 1.99 , 2.12
3.302 , 1.92 , 2.04
3.303 , 1.85 , 1.96
3.304 , 1.76 , 1.88
3.305 , 1.65 , 1.79
3.305 , 1.49 , 1.67
3.306 , 1.42 , 1.57
3.307 , 1.33 , 1.47
3.308 , 1.24 , 1.38
3.308 , 1.12 , 1.28
3.309 , 0.9599999 , 1.15
3.31 , 0.8 , 1.01
3.311 , 0.71 , 0.89
3.312 , 0.57 , 0.76
3.313 , 0.34 , 0.59
3.313 , 0.21 , 0.44
3.314 , -0.05 , 0.24
3.315 , -0.21 , 0.06
3.316 , -0.5 , -0.16
3.317 , -0.69 , -0.37
3.318 , -0.92 , -0.59
3.319 , -1.28 , -0.87
3.32 , -0.37 , -0.67
3.32 , -0.14 , -0.46
3.321 , -0.07 , -0.3
3.322 , -0.09 , -0.22
3.323 , -0.09 , -0.17
3.324 , -0.14 , -0.16
3.325 , -0.14 , -0.15
3.326 , -0.16 , -0.15
3.327 , -0.14 , -0.15
3.327 , -0.14 , -0.15
3.328 , -0.14 , -0.15
3.329 , -0.14 , -0.15
3.33 , -0.14 , -0.15
3.331 , -0.14 , -0.15
3.332 , -0.09 , -0.13
3.332 , -0.14 , -0.13
3.333 , -0.09 , -0.11
3.334 , -0.09 , -0.1
3.335 , -0.14 , -0.12
3.336 , -0.14 , -0.13
3.337 , -0.09 , -0.11
3.338 , -0.09 , -0.1
3.339 , -0.14 , -0.12
3.34 , -0.14 , -0.13
3.341 , -0.14 , -0.13
3.341 , -0.14 , -0.13
3.342 , -0.14 , -0.13
3.343 , -0.14 , -0.13
3.344 , -0.14 , -0.13
3.345 , -0.14 , -0.13
3.346 , -0.09 , -0.11
3.347 , -0.14 , -0.12
3.348 , -0.09 , -0.11
3.349 , -0.14 , -0.12
3.349 , -0.09 , -0.11
3.35 , -0.09 , -0.1
3.351 , -0.09 , -0.1
3.352 , -0.14 , -0.12
3.353 , -0.14 , -0.13
3.354 , -0.07 , -0.11
3.355 , -0.09 , -0.1
3.356 , -0.14 , -0.12
3.357 , -0.14 , -0.13
3.358 , -0.14 , -0.13
3.358 , -0.14 , -0.13
3.359 , -0.14 , -0.13
3.36 , -0.14 , -0.13
3.361 , -0.09 , -0.11
3.362 , -0.09 , -0.1
3.363 , -0.14 , -0.12
3.364 , -0.16 , -0.14
3.365 , -0.14 , -0.14
3.366 , -0.14 , -0.14
3.367 , -0.14 , -0.14
3.367 , -0.14 , -0.14
3.368 , -0.14 , -0.14
3.369 , -0.14 , -0.14
3.37 , -0.14 , -0.14
3.371 , -0.14 , -0.14
3.372 , -0.09 , -0.12
3.373 , -0.14 , -0.13
3.374 , -0.14 , -0.13
3.375 , -0.14 , -0.13
3.376 , -0.14 , -0.13
3.376 , -0.14 , -0.13
3.377 , -0.14 , -0.13
3.378 , -0.09 , -0.11
3.379 , -0.14 , -0.12
3.38 , -0.14 , -0.13
3.381 , -0.09 , -0.11
3.382 , -0.14 , -0.12
3.383 , -0.14 , -0.13
3.384 , -0.14 , -0.13
3.385 , -0.07 , -0.11
3.385 , -0.09 , -0.1
3.386 , -0.09 , -0.1
3.387 , -0.14 , -0.12
3.388 , -0.14 , -0.13
3.389 , -0.16 , -0.14
3.39 , -0.09 , -0.12
3.391 , -0.09 , -0.11
3.392 , -0.09 , -0.1
3.393 , -0.14 , -0.12
3.394 , -0.09 , -0.11
3.395 , -0.09 , -0.1
3.396 , -0.14 , -0.12
3.396 , -0.14 , -0.13
3.397 , -0.14 , -0.13
3.398 , -0.14 , -0.13
3.399 , -0.14 , -0.13
3.4 , -0.14 , -0.13
3.401 , -0.09 , -0.11
3.402 , -0.09 , -0.1
3.403 , -0.14 , -0.12
3.404 , -0.14 , -0.13
3.404 , -0.14 , -0.13
3.405 , -0.09 , -0.11
3.406 , -0.09 , -0.1
3.407 , -0.14 , -0.12
3.408 , -0.14 , -0.13
3.409 , -0.14 , -0.13
3.41 , -0.14 , -0.13
3.411 , -0.09 , -0.11
3.411 , -0.09 , -0.1
3.412 , -0.14 , -0.12
3.413 , -0.16 , -0.14
3.414 , -0.09 , -0.12
3.415 , -0.14 , -0.13
3.416 , -0.14 , -0.13
3.417 , -0.14 , -0.13
3.418 , -0.09 , -0.11
3.419 , -0.14 , -0.12
3.42 , -0.09 , -0.11
3.42 , -0.09 , -0.1
3.421 , -0.09 , -0.1
3.422 , -0.09 , -0.1
3.423 , -0.14 , -0.12
3.424 , -0.14 , -0.13
3.425 , -0.09 , -0.11
3.426 , -0.14 , -0.12
3.427 , -0.09 , -0.11
3.428 , -0.07 , -0.09
3.429 , -0.07 , -0.08
3.43 , -0.09 , -0.08
3.431 , -0.07 , -0.08
3.432 , -0.09 , -0.08
3.433 , -0.07 , -0.08
3.434 , -0.07 , -0.08
3.435 , -0.09 , -0.08
3.436 , -0.09 , -0.08
3.437 , -0.07 , -0.08
3.439 , -0.07 , -0.08
3.44 , -0.07 , -0.08
3.441 , -0.07 , -0.08
3.442 , -0.09 , -0.08
3.443 , -0.09 , -0.08
3.444 , -0.09 , -0.08
3.445 , -0.09 , -0.08
3.446 , -0.14 , -0.1
3.447 , -0.09 , -0.1
3.448 , -0.09 , -0.1
3.449 , -0.09 , -0.1
3.45 , -0.09 , -0.1
3.451 , -0.09 , -0.1
3.452 , -0.09 , -0.1
3.453 , -0.09 , -0.1
3.453 , -0.07 , -0.09
3.454 , -0.09 , -0.09
3.455 , -0.09 , -0.09
3.456 , -0.14 , -0.11
3.457 , -0.09 , -0.1
3.458 , -0.09 , -0.1
3.459 , -0.09 , -0.1
3.46 , -0.09 , -0.1
3.461 , -0.14 , -0.12
3.462 , -0.09 , -0.11
3.463 , -0.14 , -0.12
3.464 , -0.09 , -0.11
3.465 , -0.09 , -0.1
3.465 , -0.07 , -0.09
3.466 , -0.09 , -0.09
3.467 , -0.07 , -0.08
3.469 , -0.09 , -0.08
3.47 , -0.09 , -0.08
3.471 , -0.09 , -0.08
3.472 , -0.09 , -0.08
3.473 , -0.09 , -0.08
3.474 , -0.14 , -0.1
3.475 , -0.07 , -0.09
3.476 , -0.09 , -0.09
3.477 , -0.09 , -0.09
3.478 , -0.09 , -0.09
3.479 , -0.09 , -0.09
3.48 , -0.14 , -0.11
3.481 , -0.09 , -0.1
3.482 , -0.07 , -0.09
3.483 , -0.09 , -0.09
3.484 , -0.14 , -0.11
3.485 , -0.09 , -0.1
3.486 , -0.09 , -0.1
3.486 , -0.09 , -0.1
3.487 , -0.09 , -0.1
3.488 , -0.09 , -0.1
3.489 , -0.07 , -0.09
3.49 , -0.09 , -0.09
3.491 , -0.07 , -0.08
3.492 , -0.09 , -0.08
3.493 , -0.09 , -0.08
3.495 , -0.14 , -0.1
3.495 , -0.07 , -0.09
3.496 , -0.09 , -0.09
3.497 , -0.09 , -0.09
3.498 , -0.09 , -0.09
3.499 , -0.09 , -0.09
3.5 , -0.09 , -0.09
3.501 , -0.09 , -0.09
3.502 , -0.07 , -0.08
3.503 , -0.07 , -0.08
3.505 , -0.07 , -0.08
3.506 , -0.07 , -0.08
3.507 , -0.09 , -0.08
3.508 , -0.07 , -0.08
3.509 , -0.09 , -0.08
3.51 , -0.07 , -0.08
3.511 , -0.07 , -0.08
3.512 , -0.07 , -0.08
3.513 , -0.09 , -0.08
3.514 , -0.09 , -0.08
3.516 , -0.09 , -0.08
3.517 , -0.09 , -0.08
3.518 , -0.07 , -0.08
3.519 , -0.07 , -0.08
3.52 , -0.09 , -0.08
3.521 , -0.09 , -0.08
3.522 , -0.07 , -0.08
3.523 , -0.09 , -0.08
3.524 , -0.09 , -0.08
3.526 , -0.09 , -0.08
3.527 , -0.09 , -0.08
3.528 , -0.09 , -0.08
3.529 , -0.07 , -0.08
3.53 , -0.09 , -0.08
3.531 , -0.07 , -0.08
3.532 , -0.07 , -0.08
3.533 , -0.07 , -0.08
3.534 , -0.07 , -0.08
3.536 , 0.0 , -0.05
3.536 , 0.05 , -0.01
3.537 , 0.18 , 0.07
3.538 , 0.32 , 0.17
3.539 , 0.5 , 0.3
3.54 , 0.78 , 0.49
3.541 , 1.1 , 0.73
3.542 , 1.24 , 0.93
3.542 , 1.42 , 1.13
3.543 , 1.56 , 1.3
3.544 , 1.69 , 1.46
3.545 , 1.88 , 1.63
3.545 , 1.99 , 1.77
3.554 , 2.98 , 2.25
3.555 , 3.0 , 2.55
3.556 , 3.07 , 2.76
3.557 , 3.09 , 2.89
3.558 , 3.2 , 3.01
3.558 , 3.16 , 3.07
3.559 , 3.27 , 3.15
3.56 , 3.3 , 3.21
3.561 , 3.36 , 3.27
3.562 , 3.43 , 3.33
3.562 , 3.43 , 3.37
3.563 , 3.5 , 3.42
3.564 , 3.52 , 3.46
3.565 , 3.59 , 3.51
3.566 , 3.59 , 3.54
3.567 , 3.66 , 3.59
3.567 , 3.73 , 3.65
3.568 , 3.78 , 3.7
3.569 , 3.78 , 3.73
3.57 , 3.89 , 3.79
3.571 , 3.89 , 3.83
3.571 , 3.91 , 3.86
3.572 , 3.96 , 3.9
3.573 , 3.98 , 3.93
3.574 , 4.01 , 3.96
3.575 , 4.01 , 3.98
3.575 , 4.07 , 4.02
3.576 , 4.07 , 4.04
3.577 , 4.07 , 4.05
3.578 , 4.14 , 4.09
3.578 , 4.14 , 4.11
3.579 , 4.19 , 4.14
3.58 , 4.21 , 4.17
3.581 , 4.23 , 4.19
3.582 , 4.23 , 4.21
3.582 , 4.23 , 4.22
3.583 , 4.3 , 4.25
3.584 , 4.35 , 4.29
3.585 , 4.35 , 4.31
3.585 , 4.37 , 4.33
3.586 , 4.42 , 4.37
3.587 , 4.44 , 4.4
3.588 , 4.46 , 4.42
3.589 , 4.46 , 4.44
3.59 , 4.46 , 4.45
3.59 , 4.51 , 4.47
3.591 , 4.51 , 4.49
3.592 , 4.53 , 4.51
3.593 , 4.58 , 4.54
3.594 , 4.53 , 4.54
3.594 , 4.58 , 4.56
3.595 , 4.65 , 4.6
3.596 , 4.67 , 4.63
3.597 , 4.67 , 4.65
3.598 , 4.67 , 4.66
3.598 , 4.67 , 4.66
3.599 , 4.69 , 4.67
3.6 , 4.69 , 4.68
3.601 , 4.74 , 4.7
3.602 , 4.74 , 4.72
3.603 , 4.81 , 4.76
3.604 , 4.76 , 4.76
3.604 , 4.76 , 4.76
3.605 , 4.81 , 4.78
3.606 , 4.81 , 4.79
3.607 , 4.76 , 4.78
3.607 , 4.81 , 4.79
3.608 , 4.83 , 4.81
3.609 , 4.81 , 4.81
3.61 , 4.83 , 4.82
3.611 , 4.83 , 4.82
3.612 , 4.83 , 4.82
3.613 , 4.88 , 4.84
3.613 , 4.83 , 4.84
3.614 , 4.88 , 4.86
3.615 , 4.83 , 4.85
3.616 , 4.83 , 4.84
3.617 , 4.9 , 4.86
3.617 , 4.88 , 4.87
3.618 , 4.83 , 4.85
3.619 , 4.9 , 4.87
3.62 , 4.88 , 4.87
3.621 , 4.88 , 4.87
3.621 , 4.88 , 4.87
3.622 , 4.88 , 4.87
3.623 , 4.9 , 4.88
3.624 , 4.9 , 4.89
3.625 , 4.88 , 4.89
3.626 , 4.88 , 4.89
3.626 , 4.88 , 4.89
3.627 , 4.88 , 4.89
3.628 , 4.88 , 4.89
3.629 , 4.92 , 4.9
3.63 , 4.88 , 4.89
3.63 , 4.88 , 4.89
3.631 , 4.88 , 4.89
3.632 , 4.9 , 4.89
3.633 , 4.9 , 4.89
3.634 , 4.88 , 4.89
3.635 , 4.9 , 4.89
3.635 , 4.88 , 4.89
3.636 , 4.83 , 4.87
3.637 , 4.88 , 4.87
3.638 , 4.88 , 4.87
3.639 , 4.88 , 4.87
3.64 , 4.9 , 4.88
3.64 , 4.92 , 4.9
3.641 , 4.9 , 4.9
3.642 , 4.9 , 4.9
3.643 , 4.92 , 4.91
3.643 , 4.92 , 4.91
3.644 , 4.9 , 4.91
3.645 , 4.92 , 4.91
3.646 , 4.92 , 4.91
3.647 , 4.92 , 4.91
3.647 , 4.92 , 4.91
3.648 , 4.9 , 4.91
3.649 , 4.97 , 4.93
3.65 , 4.92 , 4.93
3.651 , 4.9 , 4.92
3.651 , 4.92 , 4.92
3.652 , 4.9 , 4.91
3.653 , 4.88 , 4.9
3.654 , 4.9 , 4.9
3.654 , 4.88 , 4.89
3.655 , 4.88 , 4.89
3.656 , 4.88 , 4.89
3.657 , 4.88 , 4.89
3.658 , 4.88 , 4.89
3.659 , 4.88 , 4.89
3.66 , 4.83 , 4.87
3.66 , 4.83 , 4.85
3.661 , 4.83 , 4.84
3.662 , 4.83 , 4.84
3.663 , 4.81 , 4.83
3.664 , 4.88 , 4.85
3.665 , 4.83 , 4.84
3.665 , 4.76 , 4.81
3.666 , 4.81 , 4.81
3.667 , 4.83 , 4.82
3.668 , 4.76 , 4.8
3.669 , 4.76 , 4.78
3.67 , 4.76 , 4.77
3.67 , 4.76 , 4.77
3.671 , 4.81 , 4.79
3.672 , 4.76 , 4.78
3.673 , 4.74 , 4.76
3.674 , 4.76 , 4.76
3.674 , 4.74 , 4.75
3.675 , 4.74 , 4.75
3.676 , 4.69 , 4.73
3.677 , 4.74 , 4.73
3.678 , 4.69 , 4.71
3.678 , 4.69 , 4.7
3.679 , 4.67 , 4.69
3.68 , 4.67 , 4.68
3.681 , 4.67 , 4.68
3.682 , 4.65 , 4.67
3.682 , 4.65 , 4.66
3.683 , 4.6 , 4.64
3.684 , 4.65 , 4.64
3.685 , 4.6 , 4.62
3.686 , 4.58 , 4.6
3.687 , 4.58 , 4.59
3.688 , 4.53 , 4.57
3.688 , 4.58 , 4.57
3.689 , 4.51 , 4.55
3.69 , 4.53 , 4.54
3.691 , 4.51 , 4.53
3.692 , 4.51 , 4.52
3.692 , 4.46 , 4.5
3.693 , 4.44 , 4.48
3.694 , 4.42 , 4.46
3.695 , 4.37 , 4.42
3.695 , 4.37 , 4.4
3.696 , 4.42 , 4.41
3.697 , 4.35 , 4.39
3.698 , 4.37 , 4.38
3.699 , 4.35 , 4.37
3.7 , 4.3 , 4.34
3.7 , 4.28 , 4.32
3.701 , 4.3 , 4.31
3.702 , 4.19 , 4.26
3.703 , 4.21 , 4.24
3.704 , 4.19 , 4.22
3.704 , 4.19 , 4.21
3.705 , 4.12 , 4.17
3.706 , 4.12 , 4.15
3.707 , 4.05 , 4.11
3.707 , 4.05 , 4.09
3.708 , 4.01 , 4.06
3.709 , 3.98 , 4.03
3.71 , 3.96 , 4.0
3.71 , 3.91 , 3.96
3.711 , 3.91 , 3.94
3.712 , 3.89 , 3.92
3.713 , 3.82 , 3.88
3.713 , 3.75 , 3.83
3.714 , 3.75 , 3.8
3.715 , 3.73 , 3.77
3.716 , 3.66 , 3.73
3.717 , 3.66 , 3.7
3.717 , 3.59 , 3.66
3.718 , 3.52 , 3.6
3.719 , 3.46 , 3.54
3.72 , 3.43 , 3.5
3.721 , 3.39 , 3.46
3.721 , 3.32 , 3.4
3.722 , 3.27 , 3.35
3.723 , 3.2 , 3.29
3.724 , 3.14 , 3.23
3.725 , 3.02 , 3.15
3.725 , 3.0 , 3.09
3.726 , 2.93 , 3.03
3.727 , 2.84 , 2.95
3.728 , 2.79 , 2.89
3.729 , 2.75 , 2.83
3.73 , 2.63 , 2.75
3.73 , 2.56 , 2.67
3.731 , 2.54 , 2.62
3.732 , 2.4 , 2.53
3.733 , 2.33 , 2.45
3.733 , 2.29 , 2.39
3.734 , 2.22 , 2.32
3.735 , 2.08 , 2.22
3.736 , 2.01 , 2.14
3.737 , 1.99 , 2.08
3.737 , 1.85 , 1.99
3.738 , 1.83 , 1.93
3.739 , 1.65 , 1.82
3.74 , 1.53 , 1.7
3.741 , 1.49 , 1.62
3.742 , 1.42 , 1.54
3.742 , 1.3 , 1.44
3.743 , 1.24 , 1.36
3.744 , 1.19 , 1.29
3.745 , 0.9599999 , 1.16
3.746 , 0.87 , 1.04
3.746 , 0.73 , 0.92
3.747 , 0.64 , 0.81
3.748 , 0.48 , 0.68
3.749 , 0.34 , 0.54
3.75 , 0.21 , 0.41
3.751 , -0.07 , 0.22
3.751 , -0.21 , 0.05
3.752 , -0.6 , -0.21
3.753 , -0.85 , -0.47
3.754 , -0.57 , -0.51
3.755 , -0.16 , -0.37
3.756 , -0.23 , -0.31
3.757 , -0.21 , -0.27
3.757 , -0.16 , -0.23
3.758 , -0.21 , -0.22
3.759 , -0.16 , -0.2
3.76 , -0.16 , -0.18
3.761 , -0.21 , -0.19
3.762 , -0.14 , -0.17
3.763 , -0.16 , -0.17
3.763 , -0.16 , -0.17
3.764 , -0.16 , -0.17
3.765 , -0.14 , -0.16
3.766 , -0.14 , -0.15
3.767 , -0.16 , -0.15
3.768 , -0.16 , -0.15
3.768 , -0.14 , -0.15
3.769 , -0.21 , -0.17
3.77 , -0.21 , -0.19
3.771 , -0.09 , -0.15
3.772 , -0.14 , -0.15
3.773 , -0.16 , -0.15
3.773 , -0.16 , -0.15
3.774 , -0.14 , -0.15
3.775 , -0.16 , -0.15
3.776 , -0.14 , -0.15
3.777 , -0.21 , -0.17
3.778 , -0.16 , -0.17
3.778 , -0.16 , -0.17
3.779 , -0.16 , -0.17
3.78 , -0.16 , -0.17
3.781 , -0.14 , -0.16
3.782 , -0.21 , -0.18
3.783 , -0.14 , -0.16
3.784 , -0.16 , -0.16
3.784 , -0.21 , -0.18
3.785 , -0.16 , -0.17
3.786 , -0.16 , -0.17
3.787 , -0.07 , -0.13
3.788 , -0.21 , -0.16
3.789 , -0.14 , -0.15
3.79 , -0.16 , -0.15
3.79 , -0.16 , -0.15
3.791 , -0.14 , -0.15
3.792 , -0.16 , -0.15
3.793 , -0.16 , -0.15
3.794 , -0.14 , -0.15
3.795 , -0.16 , -0.15
3.795 , -0.16 , -0.15
3.796 , -0.16 , -0.15
3.797 , -0.14 , -0.15
3.798 , -0.16 , -0.15
3.799 , -0.16 , -0.15
3.8 , -0.14 , -0.15
3.8 , -0.16 , -0.15
3.801 , -0.14 , -0.15
3.802 , -0.16 , -0.15
3.803 , -0.16 , -0.15
3.804 , -0.21 , -0.17
3.805 , -0.21 , -0.19
3.805 , -0.16 , -0.18
3.806 , -0.16 , -0.17
3.807 , -0.14 , -0.16
3.808 , -0.16 , -0.16
3.809 , -0.16 , -0.16
3.81 , -0.16 , -0.16
3.811 , -0.16 , -0.16
3.811 , -0.21 , -0.18
3.812 , -0.16 , -0.17
3.813 , -0.16 , -0.17
3.814 , -0.21 , -0.19
3.815 , -0.16 , -0.18
3.815 , -0.14 , -0.16
3.816 , -0.16 , -0.16
3.817 , -0.16 , -0.16
3.818 , -0.14 , -0.15
3.819 , -0.14 , -0.15
3.82 , -0.16 , -0.15
3.821 , -0.14 , -0.15
3.821 , -0.14 , -0.15
3.822 , -0.14 , -0.15
3.823 , -0.16 , -0.15
3.824 , -0.16 , -0.15
3.825 , -0.16 , -0.15
3.825 , -0.16 , -0.15
3.826 , -0.14 , -0.15
3.827 , -0.16 , -0.15
3.828 , -0.14 , -0.15
3.829 , -0.14 , -0.15
3.83 , -0.16 , -0.15
3.83 , -0.14 , -0.15
3.831 , -0.16 , -0.15
3.832 , -0.16 , -0.15
3.833 , -0.16 , -0.15
3.834 , -0.16 , -0.15
3.834 , -0.14 , -0.15
3.835 , -0.14 , -0.15
3.836 , -0.16 , -0.15
3.837 , -0.14 , -0.15
3.838 , -0.14 , -0.15
3.839 , -0.16 , -0.15
3.839 , -0.16 , -0.15
3.84 , -0.14 , -0.15
3.841 , -0.16 , -0.15
3.842 , -0.16 , -0.15
3.843 , -0.07 , -0.12
3.844 , -0.09 , -0.11
3.845 , -0.07 , -0.09
3.846 , -0.14 , -0.11
3.846 , -0.14 , -0.12
3.847 , -0.07 , -0.1
3.848 , -0.07 , -0.09
3.849 , -0.07 , -0.08
3.85 , -0.07 , -0.08
3.852 , -0.07 , -0.08
3.853 , -0.07 , -0.08
3.854 , -0.07 , -0.08
3.855 , -0.07 , -0.08
3.856 , -0.07 , -0.08
3.857 , -0.07 , -0.08
3.858 , -0.07 , -0.08
3.859 , -0.09 , -0.08
3.86 , -0.14 , -0.1
3.861 , -0.09 , -0.1
3.862 , -0.09 , -0.1
3.863 , -0.07 , -0.09
3.864 , -0.09 , -0.09
3.865 , -0.09 , -0.09
3.866 , -0.14 , -0.11
3.867 , -0.09 , -0.1
3.868 , -0.07 , -0.09
3.869 , -0.07 , -0.08
3.87 , -0.07 , -0.08
3.871 , -0.09 , -0.08
3.872 , -0.07 , -0.08
3.873 , -0.09 , -0.08
3.875 , -0.09 , -0.08
3.876 , -0.09 , -0.08
3.877 , -0.09 , -0.08
3.878 , -0.14 , -0.1
3.879 , -0.07 , -0.09
3.88 , -0.09 , -0.09
3.881 , -0.09 , -0.09
3.882 , -0.09 , -0.09
3.883 , -0.09 , -0.09
3.884 , -0.09 , -0.09
3.885 , -0.14 , -0.11
3.886 , -0.09 , -0.1
3.887 , -0.09 , -0.1
3.888 , -0.09 , -0.1
3.888 , -0.14 , -0.12
3.889 , -0.09 , -0.11
3.89 , -0.07 , -0.09
3.891 , -0.07 , -0.08
3.892 , -0.09 , -0.08
3.893 , -0.09 , -0.08
3.895 , -0.07 , -0.08
3.896 , -0.09 , -0.08
3.897 , -0.09 , -0.08
3.898 , -0.09 , -0.08
3.899 , -0.07 , -0.08
3.9 , -0.07 , -0.08
3.901 , -0.14 , -0.1
3.902 , -0.09 , -0.1
3.903 , -0.09 , -0.1
3.904 , -0.09 , -0.1
3.905 , -0.09 , -0.1
3.906 , -0.09 , -0.1
3.907 , -0.09 , -0.1
3.908 , -0.09 , -0.1
3.909 , -0.09 , -0.1
3.91 , -0.07 , -0.09
3.91 , -0.09 , -0.09
3.911 , -0.09 , -0.09
3.912 , -0.07 , -0.08
3.914 , -0.07 , -0.08
3.915 , -0.09 , -0.08
3.916 , -0.09 , -0.08
3.917 , -0.09 , -0.08
3.918 , -0.09 , -0.08
3.919 , -0.09 , -0.08
3.92 , -0.07 , -0.08
3.921 , -0.07 , -0.08
3.922 , -0.07 , -0.08
3.923 , -0.07 , -0.08
3.925 , -0.07 , -0.08
3.926 , -0.09 , -0.08
3.927 , -0.07 , -0.08
3.928 , -0.09 , -0.08
3.929 , -0.09 , -0.08
3.93 , -0.07 , -0.08
3.931 , -0.07 , -0.08
3.932 , -0.07 , -0.08
3.933 , -0.07 , -0.08
3.935 , -0.07 , -0.08
3.936 , -0.09 , -0.08
3.937 , -0.07 , -0.08
3.938 , -0.07 , -0.08
3.939 , -0.09 , -0.08
3.94 , -0.07 , -0.08
3.941 , -0.09 , -0.08
3.942 , -0.07 , -0.08
3.943 , -0.05 , -0.07
3.944 , -0.07 , -0.07
3.945 , 0.0 , -0.04
3.946 , -0.07 , -0.05
3.947 , 0.05 , -0.01
3.948 , 0.11 , 0.04
3.949 , 0.25 , 0.12
3.95 , 0.34 , 0.21
3.951 , 0.57 , 0.35
3.952 , 0.71 , 0.49
3.953 , 0.87 , 0.64
3.954 , 1.08 , 0.82
3.955 , 1.19 , 0.9700001
3.955 , 1.3 , 1.1
3.956 , 1.35 , 1.2
3.957 , 1.4 , 1.28
3.958 , 1.53 , 1.38
3.959 , 1.63 , 1.48
3.959 , 1.69 , 1.56
3.96 , 1.79 , 1.65
3.961 , 1.83 , 1.72
3.962 , 1.85 , 1.77
3.963 , 1.95 , 1.84
3.963 , 2.01 , 1.91
3.964 , 2.08 , 1.98
3.965 , 2.22 , 2.08
3.966 , 2.29 , 2.16
3.967 , 2.33 , 2.23
3.967 , 2.4 , 2.3
3.968 , 2.45 , 2.36
3.969 , 2.52 , 2.42
3.97 , 2.56 , 2.48
3.971 , 2.61 , 2.53
3.972 , 2.75 , 2.62
3.972 , 2.77 , 2.68
3.973 , 2.79 , 2.72
3.974 , 2.86 , 2.78
3.975 , 2.91 , 2.83
3.976 , 3.0 , 2.9
3.977 , 3.0 , 2.94
3.977 , 3.09 , 3.0
3.978 , 3.09 , 3.04
3.979 , 3.16 , 3.09
3.98 , 3.2 , 3.13
3.98 , 3.23 , 3.17
3.981 , 3.23 , 3.19
3.982 , 3.3 , 3.23
3.983 , 3.3 , 3.26
3.984 , 3.32 , 3.28
3.984 , 3.36 , 3.31
3.985 , 3.36 , 3.33
3.986 , 3.43 , 3.37
3.987 , 3.46 , 3.41
3.988 , 3.5 , 3.45
3.989 , 3.46 , 3.45
3.989 , 3.5 , 3.47
3.99 , 3.52 , 3.49
3.991 , 3.55 , 3.51
3.992 , 3.62 , 3.55
3.993 , 3.62 , 3.58
3.993 , 3.62 , 3.6
3.994 , 3.66 , 3.62
3.995 , 3.73 , 3.66
3.996 , 3.69 , 3.67
3.997 , 3.73 , 3.69
3.998 , 3.73 , 3.71
3.998 , 3.78 , 3.74
3.999 , 3.82 , 3.77
4.0 , 3.78 , 3.77
4.001 , 3.89 , 3.82
4.002 , 3.82 , 3.82
4.003 , 3.89 , 3.85
4.003 , 3.91 , 3.87
4.004 , 3.96 , 3.91
4.005 , 3.96 , 3.93
4.006 , 3.98 , 3.95
4.006 , 4.01 , 3.97
4.007 , 4.01 , 3.99
4.008 , 4.01 , 4.0
4.009 , 4.05 , 4.02
4.009 , 4.12 , 4.06
4.01 , 4.07 , 4.06
4.011 , 4.12 , 4.08
4.012 , 4.12 , 4.1
4.013 , 4.19 , 4.14
4.014 , 4.19 , 4.16
4.014 , 4.21 , 4.18
4.015 , 4.23 , 4.2
4.016 , 4.28 , 4.23
4.017 , 4.3 , 4.26
4.018 , 4.3 , 4.28
4.018 , 4.35 , 4.31
4.019 , 4.37 , 4.33
4.02 , 4.37 , 4.35
4.021 , 4.42 , 4.38
4.022 , 4.42 , 4.4
4.022 , 4.44 , 4.42
4.023 , 4.46 , 4.44
4.024 , 4.51 , 4.47
4.025 , 4.46 , 4.47
4.025 , 4.46 , 4.47
4.026 , 4.51 , 4.49
4.027 , 4.53 , 4.51
4.028 , 4.51 , 4.51
4.028 , 4.53 , 4.52
4.029 , 4.53 , 4.52
4.03 , 4.53 , 4.52
4.031 , 4.53 , 4.52
4.032 , 4.58 , 4.54
4.033 , 4.6 , 4.56
4.033 , 4.6 , 4.58
4.034 , 4.6 , 4.59
4.035 , 4.65 , 4.61
4.036 , 4.65 , 4.63
