t,o,f
5.557 , -0.07 , -0.11
5.557 , -0.14 , -0.12
5.558 , -0.07 , -0.1
5.559 , -0.09 , -0.1
5.56 , -0.14 , -0.12
5.561 , -0.14 , -0.13
5.562 , -0.14 , -0.13
5.563 , -0.14 , -0.13
5.564 , -0.09 , -0.11
5.565 , -0.14 , -0.12
5.566 , -0.14 , -0.13
5.566 , -0.14 , -0.13
5.567 , -0.09 , -0.11
5.568 , -0.09 , -0.1
5.569 , -0.09 , -0.1
5.57 , -0.14 , -0.12
5.571 , -0.09 , -0.11
5.572 , -0.09 , -0.1
5.573 , -0.16 , -0.12
5.574 , -0.09 , -0.11
5.575 , -0.14 , -0.12
5.576 , -0.09 , -0.11
5.577 , -0.07 , -0.09
5.578 , -0.09 , -0.09
5.579 , -0.07 , -0.08
5.58 , -0.09 , -0.08
5.581 , -0.07 , -0.08
5.582 , -0.14 , -0.1
5.583 , -0.05 , -0.08
5.584 , 0.05 , -0.03
5.585 , 0.18 , 0.05
5.586 , 0.32 , 0.16
5.587 , 0.71 , 0.38
5.588 , 0.9599999 , 0.61
5.589 , 1.24 , 0.86
5.589 , 1.42 , 1.08
5.59 , 1.6 , 1.29
5.591 , 1.76 , 1.48
5.592 , 1.85 , 1.63
5.593 , 2.01 , 1.78
5.593 , 2.11 , 1.91
5.594 , 2.24 , 2.04
5.595 , 2.38 , 2.18
5.596 , 2.4 , 2.27
5.597 , 2.52 , 2.37
5.598 , 2.54 , 2.44
5.598 , 2.63 , 2.52
5.599 , 2.77 , 2.62
5.6 , 2.7 , 2.65
5.601 , 2.84 , 2.73
5.602 , 2.93 , 2.81
5.602 , 2.93 , 2.86
5.603 , 3.02 , 2.92
5.604 , 3.07 , 2.98
5.605 , 3.09 , 3.02
5.606 , 3.14 , 3.07
5.606 , 3.27 , 3.15
5.607 , 3.3 , 3.21
5.608 , 3.32 , 3.25
5.609 , 3.32 , 3.28
5.61 , 3.32 , 3.3
5.611 , 3.39 , 3.34
5.611 , 3.46 , 3.39
5.612 , 3.43 , 3.41
5.613 , 3.46 , 3.43
5.614 , 3.5 , 3.46
5.614 , 3.46 , 3.46
5.615 , 3.55 , 3.5
5.616 , 3.46 , 3.48
5.617 , 3.52 , 3.5
5.618 , 3.59 , 3.54
5.618 , 3.59 , 3.56
5.619 , 3.59 , 3.57
5.62 , 3.69 , 3.62
5.621 , 3.59 , 3.61
5.622 , 3.59 , 3.6
5.623 , 3.62 , 3.61
5.624 , 3.55 , 3.59
5.624 , 3.55 , 3.57
5.625 , 3.59 , 3.58
5.626 , 3.52 , 3.56
5.627 , 3.55 , 3.56
5.628 , 3.55 , 3.56
5.629 , 3.55 , 3.56
5.63 , 3.55 , 3.56
5.631 , 3.55 , 3.56
5.631 , 3.55 , 3.56
5.632 , 3.55 , 3.56
5.633 , 3.62 , 3.58
5.634 , 3.62 , 3.6
5.635 , 3.62 , 3.61
5.636 , 3.62 , 3.61
5.637 , 3.69 , 3.64
5.637 , 3.69 , 3.66
5.638 , 3.66 , 3.66
5.639 , 3.69 , 3.67
5.64 , 3.75 , 3.7
5.64 , 3.73 , 3.71
5.641 , 3.78 , 3.74
5.642 , 3.82 , 3.77
5.643 , 3.82 , 3.79
5.644 , 3.89 , 3.83
5.644 , 3.89 , 3.85
5.645 , 3.91 , 3.87
5.646 , 3.89 , 3.88
5.647 , 3.96 , 3.91
5.648 , 3.96 , 3.93
5.649 , 3.98 , 3.95
5.649 , 4.01 , 3.97
5.65 , 4.01 , 3.99
5.651 , 4.07 , 4.02
5.652 , 4.07 , 4.04
5.652 , 4.07 , 4.05
5.653 , 4.12 , 4.08
5.654 , 4.21 , 4.13
5.655 , 4.21 , 4.16
5.656 , 4.21 , 4.18
5.656 , 4.28 , 4.22
5.657 , 4.3 , 4.25
5.658 , 4.3 , 4.27
5.659 , 4.35 , 4.3
5.66 , 4.35 , 4.32
5.66 , 4.42 , 4.36
5.661 , 4.42 , 4.38
5.662 , 4.46 , 4.41
5.663 , 4.46 , 4.43
5.664 , 4.51 , 4.46
5.664 , 4.51 , 4.48
5.665 , 4.51 , 4.49
5.666 , 4.58 , 4.53
5.667 , 4.53 , 4.53
5.667 , 4.53 , 4.53
5.668 , 4.58 , 4.55
5.669 , 4.6 , 4.57
5.67 , 4.6 , 4.58
5.671 , 4.6 , 4.59
5.672 , 4.6 , 4.59
5.672 , 4.6 , 4.59
5.673 , 4.6 , 4.59
5.674 , 4.65 , 4.61
5.675 , 4.58 , 4.6
5.676 , 4.58 , 4.59
5.677 , 4.58 , 4.59
5.677 , 4.53 , 4.57
5.678 , 4.53 , 4.55
5.679 , 4.58 , 4.56
5.68 , 4.53 , 4.55
5.681 , 4.46 , 4.51
5.681 , 4.44 , 4.48
5.682 , 4.44 , 4.46
5.683 , 4.42 , 4.44
5.683 , 4.42 , 4.43
5.684 , 4.37 , 4.41
5.685 , 4.35 , 4.39
5.686 , 4.28 , 4.35
5.687 , 4.21 , 4.29
5.688 , 4.19 , 4.25
5.688 , 4.14 , 4.21
5.689 , 4.12 , 4.17
5.69 , 4.07 , 4.13
5.691 , 4.05 , 4.1
5.692 , 4.01 , 4.06
5.692 , 3.96 , 4.02
5.693 , 3.89 , 3.97
5.694 , 3.85 , 3.92
5.695 , 3.82 , 3.88
5.696 , 3.75 , 3.83
5.697 , 3.73 , 3.79
5.697 , 3.69 , 3.75
5.698 , 3.66 , 3.71
5.699 , 3.62 , 3.67
5.7 , 3.59 , 3.64
5.701 , 3.55 , 3.6
5.701 , 3.46 , 3.54
5.702 , 3.46 , 3.51
5.703 , 3.39 , 3.46
5.704 , 3.39 , 3.43
5.704 , 3.36 , 3.4
5.705 , 3.3 , 3.36
5.706 , 3.3 , 3.34
5.707 , 3.23 , 3.3
5.708 , 3.16 , 3.24
5.709 , 3.09 , 3.18
5.709 , 3.07 , 3.14
5.71 , 3.0 , 3.08
5.711 , 2.93 , 3.02
5.712 , 2.91 , 2.98
5.713 , 2.84 , 2.92
5.713 , 2.79 , 2.87
5.714 , 2.7 , 2.8
5.715 , 2.63 , 2.73
5.716 , 2.63 , 2.69
5.717 , 2.61 , 2.66
5.717 , 2.47 , 2.58
5.718 , 2.47 , 2.54
5.719 , 2.45 , 2.5
5.72 , 2.33 , 2.43
5.721 , 2.33 , 2.39
5.721 , 2.29 , 2.35
5.722 , 2.24 , 2.31
5.723 , 2.22 , 2.27
5.724 , 2.17 , 2.23
5.725 , 2.06 , 2.16
5.725 , 2.06 , 2.12
5.726 , 1.95 , 2.05
5.727 , 1.95 , 2.01
5.728 , 1.88 , 1.96
5.729 , 1.83 , 1.91
5.729 , 1.79 , 1.86
5.73 , 1.65 , 1.78
5.731 , 1.65 , 1.73
5.732 , 1.56 , 1.66
5.733 , 1.46 , 1.58
5.733 , 1.35 , 1.49
5.734 , 1.26 , 1.4
5.735 , 1.12 , 1.29
5.736 , 1.08 , 1.21
5.737 , 1.01 , 1.13
5.737 , 0.89 , 1.03
5.738 , 0.8 , 0.94
5.739 , 0.73 , 0.86
5.74 , 0.64 , 0.77
5.741 , 0.57 , 0.69
5.742 , 0.48 , 0.61
5.743 , 0.41 , 0.53
5.743 , 0.34 , 0.45
5.744 , 0.25 , 0.37
5.745 , 0.11 , 0.27
5.746 , 0.05 , 0.18
5.747 , -0.14 , 0.05
5.748 , -0.3 , -0.09
5.748 , -0.39 , -0.21
5.749 , -0.53 , -0.34
5.75 , -0.62 , -0.45
5.751 , -0.85 , -0.61
5.752 , -0.98 , -0.76
5.753 , -1.14 , -0.91
5.753 , -1.35 , -1.09
5.754 , -1.6 , -1.29
5.755 , -1.81 , -1.5
5.756 , -2.17 , -1.77
5.757 , -0.39 , -1.22
5.757 , -0.23 , -0.82
5.758 , -0.14 , -0.55
5.759 , -0.16 , -0.39
5.76 , -0.16 , -0.3
5.761 , -0.21 , -0.26
5.762 , -0.21 , -0.24
5.763 , -0.14 , -0.2
5.763 , -0.16 , -0.18
5.764 , -0.14 , -0.16
5.765 , -0.14 , -0.15
5.766 , -0.14 , -0.15
5.767 , -0.16 , -0.15
5.768 , -0.14 , -0.15
5.768 , -0.14 , -0.15
5.769 , -0.16 , -0.15
5.77 , -0.16 , -0.15
5.771 , -0.16 , -0.15
5.772 , -0.16 , -0.15
5.773 , -0.16 , -0.15
5.774 , -0.16 , -0.15
5.774 , -0.14 , -0.15
5.775 , -0.14 , -0.15
5.776 , -0.16 , -0.15
5.777 , -0.14 , -0.15
5.778 , -0.14 , -0.15
5.778 , -0.16 , -0.15
5.779 , -0.16 , -0.15
5.78 , -0.14 , -0.15
5.781 , -0.14 , -0.15
5.782 , -0.16 , -0.15
5.782 , -0.14 , -0.15
5.783 , -0.16 , -0.15
5.784 , -0.16 , -0.15
5.785 , -0.16 , -0.15
5.786 , -0.16 , -0.15
5.787 , -0.16 , -0.15
5.788 , -0.16 , -0.15
5.788 , -0.09 , -0.13
5.789 , -0.14 , -0.13
5.79 , -0.16 , -0.14
5.791 , -0.14 , -0.14
5.792 , -0.14 , -0.14
5.793 , -0.16 , -0.15
5.794 , -0.16 , -0.15
5.795 , -0.16 , -0.15
5.795 , -0.16 , -0.15
5.796 , -0.14 , -0.15
5.797 , -0.16 , -0.15
5.798 , -0.14 , -0.15
5.799 , -0.14 , -0.15
5.8 , -0.16 , -0.15
5.8 , -0.14 , -0.15
5.801 , -0.16 , -0.15
5.802 , -0.16 , -0.15
5.803 , -0.16 , -0.15
5.804 , -0.16 , -0.15
5.804 , -0.09 , -0.13
5.805 , -0.09 , -0.11
5.806 , -0.14 , -0.12
5.807 , -0.16 , -0.14
5.808 , -0.14 , -0.14
5.809 , -0.14 , -0.14
5.81 , -0.14 , -0.14
5.811 , -0.16 , -0.15
5.812 , -0.16 , -0.15
5.812 , -0.16 , -0.15
5.813 , -0.16 , -0.15
5.814 , -0.14 , -0.15
5.815 , -0.16 , -0.15
5.816 , -0.16 , -0.15
5.816 , -0.14 , -0.15
5.817 , -0.14 , -0.15
5.818 , -0.14 , -0.15
5.819 , -0.14 , -0.15
5.82 , -0.16 , -0.15
5.821 , -0.14 , -0.15
5.821 , -0.14 , -0.15
5.822 , -0.14 , -0.15
5.823 , -0.14 , -0.15
5.824 , -0.14 , -0.15
5.825 , -0.16 , -0.15
5.826 , -0.14 , -0.15
5.826 , -0.14 , -0.15
5.827 , -0.14 , -0.15
5.828 , -0.14 , -0.15
5.829 , -0.14 , -0.15
5.83 , -0.16 , -0.15
5.83 , -0.14 , -0.15
5.831 , -0.14 , -0.15
5.832 , -0.09 , -0.13
5.833 , -0.14 , -0.13
5.834 , -0.14 , -0.13
5.835 , -0.16 , -0.14
5.836 , -0.14 , -0.14
5.837 , -0.16 , -0.15
5.838 , -0.16 , -0.15
5.838 , -0.16 , -0.15
5.839 , -0.16 , -0.15
5.84 , -0.14 , -0.15
5.841 , -0.21 , -0.17
5.842 , -0.16 , -0.17
5.842 , -0.16 , -0.17
5.843 , -0.16 , -0.17
5.844 , -0.16 , -0.17
5.845 , -0.16 , -0.17
5.846 , -0.14 , -0.16
5.847 , -0.16 , -0.16
5.848 , -0.14 , -0.15
5.848 , -0.16 , -0.15
5.849 , -0.16 , -0.15
5.85 , -0.14 , -0.15
5.851 , -0.16 , -0.15
5.852 , -0.14 , -0.15
5.852 , -0.16 , -0.15
5.853 , -0.16 , -0.15
5.854 , -0.16 , -0.15
5.855 , -0.14 , -0.15
5.856 , -0.16 , -0.15
5.857 , -0.16 , -0.15
5.857 , -0.16 , -0.15
5.858 , -0.16 , -0.15
5.859 , -0.16 , -0.15
5.86 , -0.14 , -0.15
5.861 , -0.16 , -0.15
5.861 , -0.09 , -0.13
5.862 , -0.21 , -0.16
5.863 , -0.16 , -0.16
5.864 , -0.16 , -0.16
5.865 , -0.14 , -0.15
5.866 , -0.21 , -0.17
5.867 , -0.16 , -0.17
5.868 , -0.14 , -0.16
5.869 , -0.16 , -0.16
5.87 , -0.14 , -0.15
5.87 , -0.16 , -0.15
5.871 , -0.16 , -0.15
5.872 , -0.16 , -0.15
5.873 , -0.16 , -0.15
5.874 , -0.16 , -0.15
5.875 , -0.16 , -0.15
5.875 , -0.21 , -0.17
5.876 , -0.16 , -0.17
5.877 , -0.14 , -0.16
5.878 , -0.16 , -0.16
5.879 , -0.16 , -0.16
5.88 , -0.05 , -0.12
5.881 , -0.16 , -0.14
5.882 , -0.14 , -0.14
5.883 , -0.21 , -0.17
5.883 , -0.21 , -0.19
5.884 , -0.14 , -0.17
5.885 , -0.16 , -0.17
5.886 , -0.14 , -0.16
5.887 , -0.16 , -0.16
5.888 , -0.14 , -0.15
5.889 , -0.14 , -0.15
5.889 , -0.09 , -0.13
5.89 , -0.16 , -0.14
5.891 , -0.14 , -0.14
5.892 , -0.21 , -0.17
5.893 , -0.16 , -0.17
5.894 , -0.16 , -0.17
5.895 , -0.16 , -0.17
5.895 , -0.16 , -0.17
5.896 , -0.21 , -0.19
5.897 , -0.14 , -0.17
5.898 , -0.16 , -0.17
5.899 , -0.14 , -0.16
5.9 , -0.21 , -0.18
5.901 , -0.14 , -0.16
5.901 , -0.14 , -0.15
5.902 , -0.16 , -0.15
5.903 , -0.16 , -0.15
5.904 , -0.16 , -0.15
5.905 , -0.14 , -0.15
5.906 , -0.16 , -0.15
5.906 , -0.14 , -0.15
5.907 , -0.14 , -0.15
5.908 , -0.16 , -0.15
5.909 , -0.14 , -0.15
5.91 , -0.16 , -0.15
5.911 , -0.14 , -0.15
5.911 , -0.16 , -0.15
5.912 , -0.14 , -0.15
5.913 , -0.16 , -0.15
5.914 , -0.14 , -0.15
5.915 , -0.16 , -0.15
5.915 , -0.21 , -0.17
5.916 , -0.16 , -0.17
5.917 , -0.21 , -0.19
5.918 , -0.16 , -0.18
5.919 , -0.14 , -0.16
5.92 , -0.16 , -0.16
5.92 , -0.16 , -0.16
5.921 , -0.21 , -0.18
5.922 , -0.14 , -0.16
5.923 , -0.14 , -0.15
5.924 , -0.16 , -0.15
5.925 , -0.16 , -0.15
5.926 , -0.07 , -0.12
5.927 , -0.16 , -0.14
5.927 , -0.14 , -0.14
5.928 , -0.16 , -0.15
5.929 , -0.21 , -0.17
5.93 , -0.21 , -0.19
5.931 , -0.16 , -0.18
5.932 , -0.16 , -0.17
5.932 , -0.14 , -0.16
5.933 , -0.16 , -0.16
5.934 , -0.16 , -0.16
5.935 , 0.09 , -0.06
5.936 , -0.21 , -0.12
5.937 , -0.21 , -0.16
5.938 , -0.14 , -0.15
5.939 , -0.07 , -0.12
5.94 , -0.21 , -0.16
5.941 , -0.14 , -0.15
5.942 , -0.21 , -0.17
5.942 , -0.21 , -0.19
5.943 , -0.14 , -0.17
5.944 , -0.21 , -0.19
5.945 , -0.14 , -0.17
5.946 , -0.14 , -0.16
5.947 , -0.14 , -0.15
5.947 , -0.16 , -0.15
5.948 , -0.21 , -0.17
5.949 , -0.16 , -0.17
5.95 , -0.14 , -0.16
5.951 , -0.16 , -0.16
5.952 , -0.21 , -0.18
5.953 , -0.16 , -0.17
5.953 , -0.21 , -0.19
5.954 , -0.16 , -0.18
5.955 , -0.14 , -0.16
5.956 , -0.07 , -0.12
5.957 , -0.21 , -0.16
5.958 , -0.09 , -0.13
5.959 , -0.14 , -0.13
5.96 , -0.14 , -0.13
5.961 , -0.14 , -0.13
5.962 , -0.16 , -0.14
5.963 , -0.16 , -0.15
5.963 , -0.14 , -0.15
5.964 , -0.14 , -0.15
5.965 , -0.14 , -0.15
5.966 , -0.14 , -0.15
5.967 , -0.16 , -0.15
5.967 , -0.16 , -0.15
5.968 , -0.14 , -0.15
5.969 , -0.14 , -0.15
5.97 , -0.14 , -0.15
5.971 , -0.16 , -0.15
5.972 , -0.16 , -0.15
5.972 , -0.14 , -0.15
5.973 , -0.16 , -0.15
5.974 , -0.14 , -0.15
5.975 , -0.16 , -0.15
5.976 , -0.14 , -0.15
5.977 , -0.16 , -0.15
5.977 , -0.16 , -0.15
5.978 , -0.14 , -0.15
5.979 , -0.16 , -0.15
5.98 , -0.14 , -0.15
5.981 , -0.16 , -0.15
5.981 , -0.14 , -0.15
5.982 , -0.14 , -0.15
5.983 , -0.14 , -0.15
5.984 , -0.16 , -0.15
5.985 , -0.14 , -0.15
5.986 , -0.16 , -0.15
5.986 , -0.14 , -0.15
5.987 , -0.16 , -0.15
5.988 , -0.14 , -0.15
5.989 , -0.16 , -0.15
5.99 , -0.16 , -0.15
5.991 , -0.16 , -0.15
5.991 , -0.14 , -0.15
5.992 , -0.16 , -0.15
5.993 , -0.16 , -0.15
5.994 , -0.16 , -0.15
5.995 , -0.14 , -0.15
5.996 , -0.09 , -0.13
5.997 , -0.16 , -0.14
5.998 , -0.14 , -0.14
5.998 , -0.14 , -0.14
5.999 , -0.14 , -0.14
6.0 , -0.14 , -0.14
6.001 , -0.16 , -0.15
6.002 , -0.14 , -0.15
6.003 , -0.14 , -0.15
6.004 , -0.16 , -0.15
6.004 , -0.16 , -0.15
6.005 , -0.16 , -0.15
6.006 , -0.14 , -0.15
6.007 , -0.14 , -0.15
6.008 , -0.16 , -0.15
6.008 , -0.16 , -0.15
6.009 , -0.14 , -0.15
6.01 , -0.14 , -0.15
6.011 , -0.14 , -0.15
6.012 , -0.16 , -0.15
6.012 , -0.16 , -0.15
6.013 , -0.14 , -0.15
6.014 , -0.14 , -0.15
6.015 , -0.21 , -0.17
6.016 , -0.14 , -0.16
6.017 , -0.14 , -0.15
6.017 , -0.16 , -0.15
6.018 , -0.16 , -0.15
6.019 , -0.14 , -0.15
6.02 , -0.14 , -0.15
6.021 , -0.14 , -0.15
6.021 , -0.09 , -0.13
6.022 , -0.09 , -0.11
6.023 , -0.09 , -0.1
6.024 , -0.09 , -0.1
6.025 , -0.09 , -0.1
6.026 , -0.09 , -0.1
6.027 , -0.14 , -0.12
6.028 , -0.14 , -0.13
6.029 , -0.14 , -0.13
6.03 , -0.09 , -0.11
6.03 , -0.14 , -0.12
6.031 , -0.09 , -0.11
6.032 , -0.14 , -0.12
6.033 , -0.09 , -0.11
6.034 , -0.09 , -0.1
6.035 , -0.07 , -0.09
6.036 , -0.09 , -0.09
6.037 , -0.14 , -0.11
6.038 , -0.14 , -0.12
6.039 , -0.14 , -0.13
6.04 , -0.14 , -0.13
6.041 , -0.14 , -0.13
6.041 , -0.14 , -0.13
6.042 , -0.14 , -0.13
6.043 , -0.09 , -0.11
6.044 , -0.09 , -0.1
6.045 , -0.09 , -0.1
6.046 , -0.09 , -0.1
6.047 , -0.09 , -0.1
6.048 , -0.09 , -0.1
6.049 , -0.14 , -0.12
6.049 , -0.09 , -0.11
6.05 , -0.14 , -0.12
6.051 , -0.16 , -0.14
6.052 , -0.09 , -0.12
6.053 , -0.14 , -0.13
6.054 , -0.14 , -0.13
6.055 , -0.09 , -0.11
6.056 , -0.14 , -0.12
6.057 , -0.14 , -0.13
6.058 , -0.14 , -0.13
6.059 , -0.14 , -0.13
6.059 , -0.14 , -0.13
6.06 , -0.14 , -0.13
6.061 , -0.09 , -0.11
6.062 , -0.14 , -0.12
6.063 , -0.14 , -0.13
6.064 , -0.14 , -0.13
6.065 , -0.14 , -0.13
6.066 , -0.09 , -0.11
6.066 , -0.14 , -0.12
6.067 , -0.09 , -0.11
6.068 , -0.14 , -0.12
6.069 , -0.14 , -0.13
6.07 , -0.14 , -0.13
6.071 , -0.09 , -0.11
6.072 , -0.09 , -0.1
6.073 , -0.14 , -0.12
6.074 , -0.09 , -0.11
6.075 , -0.09 , -0.1
6.076 , -0.09 , -0.1
6.077 , -0.09 , -0.1
6.077 , -0.14 , -0.12
6.078 , -0.09 , -0.11
6.079 , -0.14 , -0.12
6.08 , -0.09 , -0.11
6.081 , -0.09 , -0.1
6.082 , -0.09 , -0.1
6.083 , -0.16 , -0.12
6.084 , -0.14 , -0.13
6.085 , -0.14 , -0.13
6.086 , -0.16 , -0.14
6.086 , -0.16 , -0.15
6.087 , -0.14 , -0.15
6.088 , -0.14 , -0.15
6.089 , -0.09 , -0.13
6.09 , -0.09 , -0.11
6.091 , -0.14 , -0.12
6.092 , -0.09 , -0.11
6.093 , -0.09 , -0.1
6.094 , -0.14 , -0.12
6.094 , -0.09 , -0.11
6.095 , -0.09 , -0.1
6.096 , -0.14 , -0.12
6.097 , -0.14 , -0.13
6.098 , -0.14 , -0.13
6.099 , -0.14 , -0.13
6.1 , -0.09 , -0.11
6.101 , -0.14 , -0.12
6.102 , -0.14 , -0.13
6.103 , -0.14 , -0.13
6.104 , -0.14 , -0.13
6.104 , -0.09 , -0.11
6.105 , -0.09 , -0.1
6.106 , -0.14 , -0.12
6.107 , -0.14 , -0.13
6.108 , -0.14 , -0.13
6.109 , -0.14 , -0.13
6.11 , -0.14 , -0.13
6.111 , -0.14 , -0.13
6.111 , -0.14 , -0.13
6.112 , -0.14 , -0.13
6.113 , -0.14 , -0.13
6.114 , -0.14 , -0.13
6.115 , -0.09 , -0.11
6.116 , -0.09 , -0.1
6.125 , -0.09 , -0.1
6.126 , -0.09 , -0.1
6.127 , -0.09 , -0.1
6.127 , -0.09 , -0.1
6.128 , -0.07 , -0.09
6.129 , -0.07 , -0.08
6.131 , -0.07 , -0.08
6.132 , -0.09 , -0.08
6.133 , -0.07 , -0.08
6.134 , -0.07 , -0.08
6.135 , -0.09 , -0.08
6.136 , -0.09 , -0.08
6.137 , -0.09 , -0.08
6.138 , -0.09 , -0.08
6.139 , -0.09 , -0.08
6.14 , -0.09 , -0.08
6.142 , -0.09 , -0.08
6.143 , -0.07 , -0.08
6.144 , -0.09 , -0.08
6.145 , -0.14 , -0.1
6.146 , -0.07 , -0.09
6.147 , -0.09 , -0.09
6.148 , -0.09 , -0.09
6.149 , -0.07 , -0.08
6.15 , -0.09 , -0.08
6.151 , -0.09 , -0.08
6.152 , -0.09 , -0.08
6.153 , -0.09 , -0.08
6.154 , -0.09 , -0.08
6.155 , -0.07 , -0.08
6.157 , -0.07 , -0.08
6.158 , -0.09 , -0.08
6.159 , -0.07 , -0.08
6.16 , -0.09 , -0.08
6.161 , -0.07 , -0.08
6.162 , -0.07 , -0.08
6.163 , -0.07 , -0.08
6.164 , -0.09 , -0.08
6.165 , -0.09 , -0.08
6.166 , -0.09 , -0.08
6.168 , -0.09 , -0.08
6.169 , -0.09 , -0.08
6.17 , -0.07 , -0.08
6.171 , -0.09 , -0.08
6.172 , -0.07 , -0.08
6.173 , -0.09 , -0.08
6.174 , -0.07 , -0.08
6.175 , -0.09 , -0.08
6.176 , -0.07 , -0.08
6.178 , -0.09 , -0.08
6.179 , -0.09 , -0.08
6.18 , -0.07 , -0.08
6.181 , -0.09 , -0.08
6.182 , -0.09 , -0.08
6.183 , -0.07 , -0.08
6.184 , -0.09 , -0.08
6.185 , -0.09 , -0.08
6.186 , -0.07 , -0.08
6.188 , -0.05 , -0.07
6.188 , -0.09 , -0.08
6.19 , -0.07 , -0.08
6.191 , -0.07 , -0.08
6.192 , -0.09 , -0.08
6.193 , -0.07 , -0.08
6.194 , -0.09 , -0.08
6.195 , -0.07 , -0.08
6.196 , -0.07 , -0.08
6.197 , -0.09 , -0.08
6.198 , -0.07 , -0.08
6.2 , -0.09 , -0.08
6.201 , -0.09 , -0.08
6.202 , -0.07 , -0.08
6.203 , -0.07 , -0.08
6.204 , -0.07 , -0.08
6.205 , -0.09 , -0.08
6.206 , -0.09 , -0.08
6.207 , -0.09 , -0.08
6.208 , -0.09 , -0.08
6.21 , -0.09 , -0.08
6.211 , -0.09 , -0.08
6.212 , -0.09 , -0.08
6.213 , -0.07 , -0.08
6.214 , -0.09 , -0.08
6.215 , -0.09 , -0.08
6.216 , -0.09 , -0.08
6.217 , -0.09 , -0.08
6.218 , -0.09 , -0.08
6.219 , -0.07 , -0.08
6.221 , -0.09 , -0.08
6.222 , -0.09 , -0.08
6.223 , -0.09 , -0.08
6.224 , -0.09 , -0.08
6.225 , -0.07 , -0.08
6.226 , -0.09 , -0.08
6.227 , -0.09 , -0.08
6.228 , -0.09 , -0.08
6.229 , -0.14 , -0.1
6.23 , -0.09 , -0.1
6.231 , -0.09 , -0.1
6.232 , -0.14 , -0.12
6.233 , -0.09 , -0.11
6.234 , -0.07 , -0.09
6.235 , -0.14 , -0.11
6.236 , -0.14 , -0.12
6.236 , -0.14 , -0.13
6.237 , -0.14 , -0.13
6.238 , -0.09 , -0.11
6.239 , -0.09 , -0.1
6.24 , -0.14 , -0.12
6.241 , -0.14 , -0.13
6.242 , -0.14 , -0.13
6.243 , -0.14 , -0.13
6.244 , -0.14 , -0.13
6.244 , -0.16 , -0.14
6.245 , -0.09 , -0.12
6.246 , -0.14 , -0.13
6.247 , -0.14 , -0.13
6.248 , -0.09 , -0.11
6.249 , -0.14 , -0.12
6.25 , -0.09 , -0.11
6.251 , -0.09 , -0.1
6.252 , -0.14 , -0.12
6.253 , -0.09 , -0.11
6.254 , -0.09 , -0.1
6.254 , -0.09 , -0.1
6.255 , -0.09 , -0.1
6.256 , -0.14 , -0.12
6.257 , -0.14 , -0.13
6.258 , -0.14 , -0.13
6.259 , -0.09 , -0.11
6.26 , -0.09 , -0.1
6.261 , -0.14 , -0.12
6.262 , -0.09 , -0.11
6.263 , -0.14 , -0.12
6.263 , -0.14 , -0.13
6.264 , -0.09 , -0.11
6.265 , -0.14 , -0.12
6.266 , -0.14 , -0.13
6.267 , -0.14 , -0.13
6.268 , -0.14 , -0.13
6.269 , -0.14 , -0.13
6.27 , -0.14 , -0.13
6.271 , -0.14 , -0.13
6.272 , -0.09 , -0.11
6.273 , -0.14 , -0.12
6.273 , -0.09 , -0.11
6.274 , -0.14 , -0.12
6.275 , -0.09 , -0.11
6.276 , -0.14 , -0.12
6.277 , -0.09 , -0.11
6.278 , -0.09 , -0.1
6.279 , -0.14 , -0.12
6.28 , -0.09 , -0.11
6.281 , -0.14 , -0.12
6.282 , -0.14 , -0.13
6.282 , -0.14 , -0.13
6.283 , -0.14 , -0.13
6.284 , -0.16 , -0.14
6.285 , -0.14 , -0.14
6.286 , -0.09 , -0.12
6.287 , -0.14 , -0.13
6.288 , -0.14 , -0.13
6.289 , -0.14 , -0.13
6.29 , -0.14 , -0.13
6.291 , -0.14 , -0.13
6.292 , -0.14 , -0.13
6.293 , -0.14 , -0.13
6.293 , -0.14 , -0.13
6.294 , -0.14 , -0.13
6.295 , -0.14 , -0.13
6.296 , -0.16 , -0.14
6.297 , -0.14 , -0.14
6.298 , -0.09 , -0.12
6.299 , -0.09 , -0.11
6.3 , -0.09 , -0.1
6.301 , -0.14 , -0.12
6.302 , -0.14 , -0.13
6.302 , -0.09 , -0.11
6.303 , -0.09 , -0.1
6.304 , -0.14 , -0.12
6.305 , -0.14 , -0.13
6.306 , -0.14 , -0.13
6.307 , -0.14 , -0.13
6.308 , -0.14 , -0.13
6.309 , -0.14 , -0.13
6.309 , -0.14 , -0.13
6.31 , -0.14 , -0.13
6.311 , -0.14 , -0.13
6.312 , -0.09 , -0.11
6.313 , -0.14 , -0.12
6.314 , -0.14 , -0.13
6.315 , -0.14 , -0.13
6.316 , -0.14 , -0.13
6.317 , -0.14 , -0.13
6.317 , -0.14 , -0.13
6.318 , -0.14 , -0.13
6.319 , -0.09 , -0.11
6.32 , -0.16 , -0.13
6.321 , -0.14 , -0.13
6.322 , -0.14 , -0.13
6.323 , -0.14 , -0.13
6.324 , -0.16 , -0.14
6.325 , -0.14 , -0.14
6.326 , -0.16 , -0.15
6.326 , -0.14 , -0.15
6.327 , -0.14 , -0.15
6.328 , -0.09 , -0.13
6.329 , -0.14 , -0.13
6.33 , -0.14 , -0.13
6.331 , -0.16 , -0.14
6.332 , -0.16 , -0.15
6.333 , -0.16 , -0.15
6.333 , -0.16 , -0.15
6.334 , -0.16 , -0.15
