t,pwm
0.936 , 23321.6
0.937 , 23394.29
0.939 , 23346.91
0.94 , 23329.51
0.942 , 23281.98
0.943 , 23264.48
0.9440001 , 23246.98
0.946 , 23109.1
0.947 , 23181.5
0.949 , 23193.98
0.95 , 23116.32
0.951 , 23068.49
0.953 , 23110.85
0.954 , 23003.0
0.9559999 , 22894.81
0.957 , 22966.9
0.959 , 22918.92
0.9599999 , 22810.63
0.962 , 22852.49
0.963 , 22744.1
0.9639999 , 22785.91
0.966 , 22767.71
0.967 , 22809.68
0.969 , 22761.55
0.9700001 , 22743.45
0.972 , 22695.26
0.973 , 22677.06
0.975 , 22628.78
0.976 , 22550.31
0.977 , 22531.81
0.979 , 22483.19
0.98 , 22524.75
0.982 , 22476.27
0.983 , 22578.19
0.985 , 22409.58
0.986 , 22390.98
0.988 , 22342.26
0.989 , 22323.56
0.99 , 22304.86
0.992 , 22256.07
0.9929999 , 22237.27
0.995 , 22308.82
0.996 , 22290.32
0.998 , 22331.98
0.999 , 22313.68
1.0 , 22205.09
1.002 , 22156.4
1.003 , 22228.0
1.005 , 22179.47
1.006 , 22070.67
1.007 , 22112.09
1.009 , 22093.49
1.01 , 22074.89
1.012 , 22026.2
1.013 , 22127.88
1.015 , 22079.45
1.016 , 21940.67
1.017 , 22012.17
1.019 , 21873.29
1.02 , 21974.77
1.022 , 22016.48
1.023 , 21907.89
1.024 , 21738.78
1.026 , 21719.68
1.027 , 21790.88
1.029 , 21772.07
1.03 , 21632.89
1.031 , 21794.29
1.033 , 21685.39
1.034 , 21636.36
1.036 , 21707.66
1.037 , 21658.88
1.038 , 21640.07
1.04 , 21500.89
1.041 , 21571.99
1.043 , 21462.79
1.044 , 21413.46
1.045 , 21484.46
1.047 , 21435.38
1.048 , 21536.7
1.05 , 21487.87
1.051 , 21469.07
1.053 , 21450.27
1.054 , 21401.39
1.055 , 21382.49
1.057 , 21333.5
1.058 , 21465.01
1.06 , 21326.09
1.061 , 21397.48
1.063 , 21378.88
1.064 , 21330.2
1.065 , 21431.88
1.067 , 21263.12
1.068 , 21244.31
1.07 , 21195.38
1.071 , 21176.48
1.072 , 21157.58
1.074 , 21228.98
1.075 , 21090.0
1.076 , 21071.0
1.078 , 21142.3
1.079 , 21123.6
1.081 , 21074.77
1.082 , 21055.97
1.084 , 20886.7
1.085 , 20987.78
1.086 , 20968.88
1.088 , 20919.85
1.089 , 20900.85
1.091 , 20851.77
1.092 , 20922.96
1.094 , 20874.08
1.095 , 20855.18
1.096 , 20836.28
1.098 , 20787.25
1.099 , 20888.68
1.101 , 20839.99
1.102 , 20821.29
1.104 , 20772.51
1.105 , 20844.01
1.106 , 20614.79
1.108 , 20685.88
1.109 , 20666.98
1.111 , 20497.57
1.112 , 20598.6
1.113 , 20549.51
1.115 , 20620.71
1.116 , 20571.78
1.118 , 20673.26
1.119 , 20444.08
1.12 , 20485.1
1.122 , 20466.1
1.123 , 20417.01
1.125 , 20397.91
1.126 , 20469.06
1.127 , 20329.88
1.129 , 20310.69
1.13 , 20261.4
1.132 , 20422.7
1.133 , 20373.87
1.135 , 20294.85
1.136 , 20305.98
1.137 , 20226.87
1.139 , 20267.98
1.14 , 20219.0
1.142 , 20139.78
1.143 , 20150.67
1.144 , 20131.57
1.146 , 20172.68
1.147 , 20003.27
1.149 , 20134.38
1.15 , 20085.39
1.151 , 20066.39
1.153 , 20017.27
1.154 , 19998.17
1.156 , 19948.98
1.157 , 19929.78
1.158 , 19910.58
1.16 , 19861.3
1.161 , 19842.0
1.163 , 19792.57
1.164 , 19893.55
1.166 , 19844.47
1.167 , 19704.99
1.168 , 19685.49
