t,Cuff Pressure,Baseline Pressure,Difference Pressure, Oscillometric Waveform
36.148 , 51.38 , 57.93 , 6.23 , 47.37
36.151 , 51.38 , 57.95 , 6.23 , 47.38
36.154 , 51.38 , 57.93 , 6.24 , 47.37
36.156 , 51.34 , 57.93 , 6.24 , 47.38
36.159 , 51.34 , 57.93 , 6.23 , 47.4
36.161 , 51.34 , 57.91 , 6.21 , 47.43
36.164 , 51.34 , 57.93 , 6.21 , 47.43
36.166 , 51.41 , 57.93 , 6.22 , 47.43
36.169 , 51.38 , 57.93 , 6.24 , 47.42
36.172 , 51.38 , 57.93 , 6.1 , 47.57
36.174 , 51.54 , 57.95 , 5.94 , 47.73
36.177 , 51.71 , 57.93 , 5.67 , 48.01
36.179 , 52.03 , 57.91 , 5.49 , 48.2
36.182 , 52.12 , 57.91 , 5.53 , 48.17
36.185 , 52.05 , 57.93 , 5.6 , 48.11
36.187 , 51.96 , 57.93 , 5.75 , 47.96
36.19 , 51.87 , 57.95 , 5.83 , 47.89
36.193 , 51.77 , 57.93 , 5.8 , 47.93
36.195 , 51.82 , 57.93 , 5.7 , 48.04
36.198 , 51.96 , 57.95 , 5.6 , 48.15
36.201 , 52.05 , 57.91 , 5.55 , 48.21
36.203 , 52.05 , 57.95 , 5.54 , 48.22
36.206 , 52.03 , 57.95 , 5.68 , 48.09
36.208 , 51.82 , 58.0 , 5.91 , 47.87
36.211 , 51.59 , 57.95 , 6.05 , 47.74
36.214 , 51.5 , 58.02 , 6.1 , 47.69
36.216 , 51.5 , 58.0 , 6.08 , 47.72
36.219 , 51.54 , 58.0 , 6.01 , 47.8
36.221 , 51.59 , 57.93 , 5.94 , 47.88
36.224 , 51.66 , 57.95 , 5.9 , 47.92
36.227 , 51.71 , 57.95 , 5.91 , 47.92
36.229 , 51.66 , 58.0 , 5.94 , 47.9
36.232 , 51.59 , 58.0 , 5.99 , 47.86
36.234 , 51.59 , 57.93 , 6.0 , 47.85
36.237 , 51.57 , 57.93 , 6.02 , 47.84
36.24 , 51.54 , 57.95 , 6.02 , 47.85
36.242 , 51.57 , 57.95 , 6.03 , 47.85
36.245 , 51.57 , 58.0 , 6.04 , 47.85
36.247 , 51.57 , 58.02 , 6.04 , 47.85
36.25 , 51.5 , 57.95 , 6.05 , 47.85
36.253 , 51.5 , 58.0 , 6.07 , 47.84
36.255 , 51.54 , 58.0 , 6.07 , 47.85
36.258 , 51.5 , 57.95 , 6.08 , 47.85
36.26 , 51.5 , 57.93 , 6.1 , 47.83
36.263 , 51.48 , 57.95 , 6.11 , 47.83
36.266 , 51.5 , 58.0 , 6.12 , 47.83
36.268 , 51.48 , 57.95 , 6.12 , 47.84
36.271 , 51.48 , 58.0 , 6.13 , 47.84
36.273 , 51.43 , 57.95 , 6.14 , 47.83
36.276 , 51.48 , 58.0 , 6.18 , 47.8
36.286 , 51.48 , 57.95 , 6.19 , 47.82
36.289 , 51.38 , 58.02 , 6.21 , 47.81
36.292 , 51.41 , 58.02 , 6.21 , 47.82
36.294 , 51.41 , 58.02 , 6.22 , 47.81
36.297 , 51.38 , 58.0 , 6.23 , 47.81
36.299 , 51.38 , 57.95 , 6.24 , 47.81
36.302 , 51.38 , 57.95 , 6.25 , 47.81
36.305 , 51.38 , 57.93 , 6.26 , 47.81
36.307 , 51.34 , 57.95 , 6.27 , 47.8
36.31 , 51.34 , 57.95 , 6.28 , 47.8
36.312 , 51.34 , 58.0 , 6.3 , 47.79
36.315 , 51.32 , 58.0 , 6.3 , 47.8
36.317 , 51.32 , 58.0 , 6.31 , 47.79
36.32 , 51.32 , 58.0 , 6.33 , 47.78
36.323 , 51.25 , 58.0 , 6.36 , 47.76
36.325 , 51.2 , 57.95 , 6.35 , 47.78
36.328 , 51.32 , 58.0 , 6.35 , 47.79
36.331 , 51.27 , 58.0 , 6.35 , 47.8
36.333 , 51.25 , 58.02 , 6.35 , 47.8
36.336 , 51.27 , 57.95 , 6.36 , 47.8
36.338 , 51.25 , 57.95 , 6.38 , 47.79
36.341 , 51.2 , 57.95 , 6.4 , 47.78
36.344 , 51.2 , 57.95 , 6.41 , 47.77
36.346 , 51.16 , 57.95 , 6.42 , 47.77
36.349 , 51.2 , 58.0 , 6.42 , 47.78
36.351 , 51.18 , 58.0 , 6.43 , 47.78
36.354 , 51.18 , 57.95 , 6.44 , 47.77
36.356 , 51.18 , 57.95 , 6.45 , 47.77
36.359 , 51.16 , 57.93 , 6.46 , 47.77
36.362 , 51.11 , 57.95 , 6.48 , 47.76
36.364 , 51.11 , 58.0 , 6.49 , 47.75
36.367 , 51.16 , 58.0 , 6.49 , 47.76
36.369 , 51.09 , 58.0 , 6.51 , 47.75
36.372 , 51.09 , 58.02 , 6.51 , 47.76
36.374 , 51.09 , 58.0 , 6.52 , 47.75
36.377 , 51.04 , 57.95 , 6.53 , 47.75
36.379 , 51.04 , 57.95 , 6.58 , 47.71
36.382 , 50.95 , 58.02 , 6.62 , 47.68
36.385 , 51.0 , 58.02 , 6.62 , 47.69
36.387 , 51.0 , 58.02 , 6.59 , 47.72
36.39 , 51.09 , 58.02 , 6.51 , 47.81
36.392 , 51.09 , 58.02 , 6.53 , 47.8
36.395 , 51.02 , 58.02 , 6.58 , 47.76
36.398 , 51.0 , 58.07 , 6.64 , 47.71
36.4 , 50.88 , 58.0 , 6.7 , 47.65
36.403 , 50.88 , 58.0 , 6.74 , 47.62
36.406 , 50.86 , 57.95 , 6.74 , 47.63
36.408 , 50.86 , 58.0 , 6.74 , 47.64
36.411 , 50.88 , 58.07 , 6.72 , 47.67
36.414 , 50.88 , 58.02 , 6.72 , 47.67
36.416 , 50.88 , 58.0 , 6.71 , 47.69
36.419 , 50.88 , 58.0 , 6.72 , 47.69
36.421 , 50.86 , 58.02 , 6.76 , 47.66
36.424 , 50.84 , 58.0 , 6.8 , 47.62
36.427 , 50.79 , 58.02 , 6.82 , 47.61
36.429 , 50.77 , 58.07 , 6.83 , 47.61
36.432 , 50.79 , 58.02 , 6.84 , 47.61
36.434 , 50.77 , 58.02 , 6.84 , 47.61
36.437 , 50.79 , 58.02 , 6.85 , 47.61
36.439 , 50.79 , 58.07 , 6.86 , 47.61
36.442 , 50.65 , 57.95 , 6.87 , 47.61
36.444 , 50.65 , 58.0 , 6.89 , 47.59
36.447 , 50.65 , 58.02 , 6.89 , 47.6
36.45 , 50.65 , 58.0 , 6.91 , 47.59
36.452 , 50.65 , 58.02 , 6.92 , 47.59
36.455 , 50.63 , 58.02 , 6.91 , 47.61
36.457 , 50.65 , 58.0 , 6.92 , 47.6
36.46 , 50.61 , 58.02 , 6.96 , 47.57
36.463 , 50.61 , 58.02 , 6.98 , 47.56
36.465 , 50.54 , 58.0 , 6.99 , 47.56
36.468 , 50.56 , 58.07 , 7.0 , 47.56
36.47 , 50.54 , 58.02 , 7.01 , 47.55
36.473 , 50.63 , 58.07 , 7.02 , 47.55
36.476 , 50.56 , 58.0 , 7.02 , 47.56
36.478 , 50.61 , 57.93 , 7.05 , 47.54
36.481 , 50.56 , 57.93 , 7.06 , 47.54
36.483 , 50.54 , 57.95 , 7.08 , 47.52
36.486 , 50.56 , 58.0 , 7.09 , 47.52
36.489 , 50.49 , 57.95 , 7.1 , 47.52
36.491 , 50.54 , 58.0 , 7.09 , 47.54
36.494 , 50.54 , 57.95 , 7.09 , 47.54
36.496 , 50.54 , 57.93 , 7.08 , 47.56
36.499 , 50.49 , 57.93 , 7.13 , 47.52
36.501 , 50.47 , 57.93 , 7.13 , 47.53
36.504 , 50.49 , 57.95 , 7.15 , 47.52
36.507 , 50.4 , 57.95 , 7.18 , 47.49
36.509 , 50.47 , 58.0 , 7.17 , 47.51
36.512 , 50.47 , 58.02 , 7.2 , 47.49
36.514 , 50.45 , 57.93 , 7.19 , 47.51
36.517 , 50.4 , 57.95 , 7.19 , 47.51
36.519 , 50.4 , 57.95 , 7.22 , 47.49
36.522 , 50.38 , 57.93 , 7.22 , 47.5
36.525 , 50.45 , 57.95 , 7.23 , 47.5
36.527 , 50.4 , 58.0 , 7.26 , 47.47
36.53 , 50.38 , 58.02 , 7.25 , 47.49
36.532 , 50.4 , 58.0 , 7.27 , 47.48
36.535 , 50.33 , 58.0 , 7.28 , 47.48
36.538 , 50.33 , 58.0 , 7.28 , 47.49
36.54 , 50.31 , 57.95 , 7.31 , 47.46
36.543 , 50.33 , 58.0 , 7.29 , 47.49
36.545 , 50.31 , 57.95 , 7.31 , 47.48
36.548 , 50.33 , 57.95 , 7.31 , 47.49
36.551 , 50.31 , 58.0 , 7.33 , 47.48
36.553 , 50.31 , 58.0 , 7.37 , 47.44
36.556 , 50.24 , 57.95 , 7.38 , 47.44
36.558 , 50.24 , 58.0 , 7.39 , 47.44
36.561 , 50.22 , 57.95 , 7.4 , 47.44
36.564 , 50.24 , 58.0 , 7.39 , 47.46
36.566 , 50.22 , 58.0 , 7.42 , 47.43
36.569 , 50.22 , 57.95 , 7.41 , 47.45
36.571 , 50.29 , 57.95 , 7.43 , 47.44
36.574 , 50.17 , 58.07 , 7.46 , 47.42
36.577 , 50.17 , 58.07 , 7.45 , 47.43
36.579 , 50.15 , 58.02 , 7.48 , 47.41
36.582 , 50.1 , 58.0 , 7.48 , 47.42
36.584 , 50.1 , 58.02 , 7.48 , 47.43
36.587 , 50.08 , 58.0 , 7.5 , 47.41
36.589 , 50.15 , 58.07 , 7.49 , 47.43
36.592 , 50.1 , 58.02 , 7.52 , 47.41
36.595 , 50.1 , 58.02 , 7.53 , 47.41
36.597 , 50.08 , 58.07 , 7.52 , 47.42
36.6 , 50.1 , 58.02 , 7.53 , 47.42
36.603 , 50.08 , 58.0 , 7.54 , 47.42
36.605 , 50.08 , 58.02 , 7.57 , 47.4
36.608 , 50.06 , 58.02 , 7.59 , 47.39
36.61 , 50.01 , 58.09 , 7.59 , 47.39
36.613 , 49.99 , 58.07 , 7.61 , 47.38
36.616 , 50.01 , 58.02 , 7.61 , 47.39
36.618 , 50.01 , 58.07 , 7.62 , 47.39
36.621 , 49.94 , 58.0 , 7.64 , 47.38
36.624 , 50.01 , 58.02 , 7.63 , 47.4
36.626 , 49.99 , 58.07 , 7.66 , 47.37
36.629 , 49.94 , 58.07 , 7.65 , 47.39
36.632 , 49.99 , 58.07 , 7.66 , 47.39
36.634 , 49.94 , 58.09 , 7.69 , 47.37
36.637 , 49.94 , 58.02 , 7.68 , 47.38
36.64 , 49.92 , 58.02 , 7.71 , 47.36
36.642 , 49.9 , 58.07 , 7.71 , 47.37
36.645 , 49.92 , 58.07 , 7.72 , 47.37
36.648 , 49.92 , 58.02 , 7.74 , 47.36
36.65 , 49.92 , 58.02 , 7.73 , 47.37
36.653 , 49.92 , 58.09 , 7.74 , 47.37
36.655 , 49.9 , 58.07 , 7.74 , 47.38
36.658 , 49.85 , 58.02 , 7.76 , 47.37
36.661 , 49.85 , 58.07 , 7.79 , 47.35
36.664 , 49.83 , 58.02 , 7.79 , 47.36
36.666 , 49.83 , 58.02 , 7.81 , 47.34
36.669 , 49.78 , 58.07 , 7.81 , 47.35
36.672 , 49.83 , 58.07 , 7.81 , 47.36
36.674 , 49.83 , 58.09 , 7.83 , 47.35
36.677 , 49.78 , 58.07 , 7.82 , 47.36
36.68 , 49.76 , 58.02 , 7.86 , 47.33
36.69 , 49.78 , 58.07 , 7.88 , 47.34
36.693 , 49.76 , 58.02 , 7.9 , 47.33
36.695 , 49.71 , 58.07 , 7.92 , 47.32
36.698 , 49.67 , 58.02 , 7.92 , 47.33
36.7 , 49.71 , 58.02 , 7.93 , 47.32
36.703 , 49.69 , 58.02 , 7.93 , 47.33
36.706 , 49.69 , 58.0 , 7.93 , 47.34
36.708 , 49.71 , 58.07 , 7.94 , 47.34
36.711 , 49.69 , 58.09 , 7.95 , 47.34
36.714 , 49.62 , 58.02 , 7.99 , 47.31
36.716 , 49.62 , 58.07 , 7.99 , 47.31
36.719 , 49.62 , 58.02 , 8.0 , 47.31
36.722 , 49.6 , 58.07 , 8.01 , 47.31
36.724 , 49.6 , 58.0 , 8.01 , 47.32
36.727 , 49.6 , 58.07 , 8.02 , 47.31
36.73 , 49.62 , 58.09 , 8.02 , 47.32
36.732 , 49.6 , 58.07 , 8.04 , 47.31
36.735 , 49.55 , 58.07 , 8.06 , 47.3
36.738 , 49.53 , 58.02 , 8.06 , 47.31
36.74 , 49.53 , 58.07 , 8.08 , 47.29
36.743 , 49.55 , 58.07 , 8.08 , 47.3
36.746 , 49.53 , 58.02 , 8.1 , 47.29
36.748 , 49.53 , 58.02 , 8.1 , 47.3
36.751 , 49.51 , 58.09 , 8.11 , 47.3
36.754 , 49.51 , 58.02 , 8.13 , 47.29
36.756 , 49.46 , 58.07 , 8.14 , 47.28
36.759 , 49.51 , 58.02 , 8.13 , 47.3
36.762 , 49.46 , 58.07 , 8.13 , 47.31
36.764 , 49.51 , 58.02 , 8.14 , 47.31
36.767 , 49.44 , 58.02 , 8.17 , 47.28
36.77 , 49.44 , 58.07 , 8.17 , 47.29
36.772 , 49.44 , 58.02 , 8.18 , 47.29
36.775 , 49.44 , 58.07 , 8.2 , 47.28
36.778 , 49.39 , 58.07 , 8.2 , 47.29
36.78 , 49.44 , 58.02 , 8.22 , 47.27
36.783 , 49.39 , 58.0 , 8.22 , 47.28
36.785 , 49.39 , 58.02 , 8.23 , 47.28
36.788 , 49.37 , 58.0 , 8.24 , 47.28
36.791 , 49.39 , 58.07 , 8.23 , 47.3
36.794 , 49.37 , 58.07 , 8.26 , 47.28
36.797 , 49.39 , 58.02 , 8.26 , 47.28
36.799 , 49.35 , 58.0 , 8.27 , 47.28
36.802 , 49.35 , 58.02 , 8.28 , 47.28
36.804 , 49.3 , 58.0 , 8.29 , 47.28
36.807 , 49.35 , 58.02 , 8.31 , 47.26
36.81 , 49.35 , 58.07 , 8.3 , 47.28
36.812 , 49.35 , 58.07 , 8.31 , 47.28
36.815 , 49.3 , 58.0 , 8.31 , 47.29
36.818 , 49.3 , 58.0 , 8.3 , 47.31
36.82 , 49.35 , 58.0 , 8.34 , 47.27
36.823 , 49.23 , 58.02 , 8.35 , 47.27
36.825 , 49.28 , 58.02 , 8.35 , 47.28
36.828 , 49.28 , 58.02 , 8.37 , 47.27
36.831 , 49.28 , 58.07 , 8.38 , 47.27
36.833 , 49.28 , 58.02 , 8.39 , 47.26
36.836 , 49.21 , 58.02 , 8.4 , 47.26
36.838 , 49.28 , 58.02 , 8.39 , 47.28
36.841 , 49.28 , 58.0 , 8.43 , 47.25
36.844 , 49.23 , 58.02 , 8.42 , 47.27
36.846 , 49.21 , 58.02 , 8.43 , 47.26
36.849 , 49.23 , 58.02 , 8.43 , 47.27
36.852 , 49.21 , 58.02 , 8.44 , 47.27
36.854 , 49.14 , 58.02 , 8.48 , 47.24
36.857 , 49.12 , 58.02 , 8.46 , 47.26
36.86 , 49.21 , 58.0 , 8.43 , 47.3
36.862 , 49.21 , 57.95 , 8.42 , 47.32
36.865 , 49.14 , 58.02 , 8.42 , 47.33
36.867 , 49.23 , 58.0 , 8.39 , 47.36
36.87 , 49.21 , 58.02 , 8.43 , 47.33
36.872 , 49.21 , 58.02 , 8.45 , 47.32
36.875 , 49.21 , 58.02 , 8.47 , 47.31
36.878 , 49.14 , 58.07 , 8.48 , 47.31
36.88 , 49.12 , 58.0 , 8.48 , 47.31
36.883 , 49.12 , 58.02 , 8.47 , 47.33
36.886 , 49.12 , 58.02 , 8.47 , 47.34
36.888 , 49.14 , 58.02 , 8.47 , 47.35
36.891 , 49.14 , 58.02 , 8.46 , 47.37
36.893 , 49.14 , 58.02 , 8.48 , 47.35
36.896 , 49.12 , 58.02 , 8.49 , 47.35
36.899 , 49.14 , 58.02 , 8.5 , 47.35
36.901 , 49.1 , 58.02 , 8.5 , 47.36
36.904 , 49.12 , 58.0 , 8.51 , 47.36
36.907 , 49.1 , 58.02 , 8.51 , 47.36
36.909 , 49.12 , 58.02 , 8.49 , 47.39
36.912 , 49.21 , 58.02 , 8.47 , 47.42
36.914 , 49.14 , 58.09 , 8.48 , 47.42
36.917 , 49.12 , 58.02 , 8.5 , 47.4
36.92 , 49.12 , 58.02 , 8.48 , 47.43
36.922 , 49.21 , 58.02 , 8.34 , 47.58
36.925 , 49.37 , 58.02 , 8.17 , 47.76
36.928 , 49.6 , 58.02 , 7.88 , 48.06
36.93 , 49.9 , 58.09 , 7.77 , 48.17
36.933 , 49.9 , 58.07 , 7.82 , 48.13
36.936 , 49.78 , 58.02 , 7.89 , 48.07
36.938 , 49.67 , 58.02 , 8.04 , 47.93
36.941 , 49.6 , 58.02 , 8.09 , 47.89
36.943 , 49.6 , 58.0 , 8.06 , 47.92
36.946 , 49.6 , 58.02 , 7.94 , 48.05
36.949 , 49.76 , 58.07 , 7.86 , 48.14
36.951 , 49.83 , 58.02 , 7.91 , 48.1
36.954 , 49.62 , 58.02 , 8.17 , 47.85
36.957 , 49.35 , 58.07 , 8.38 , 47.64
36.959 , 49.21 , 57.95 , 8.48 , 47.55
36.962 , 49.1 , 57.95 , 8.48 , 47.56
36.965 , 49.14 , 58.0 , 8.37 , 47.68
36.967 , 49.35 , 58.0 , 8.22 , 47.83
36.97 , 49.44 , 58.02 , 8.16 , 47.9
36.973 , 49.51 , 58.02 , 8.16 , 47.91
36.975 , 49.44 , 57.95 , 8.22 , 47.86
36.978 , 49.39 , 58.0 , 8.29 , 47.8
36.981 , 49.3 , 58.0 , 8.35 , 47.75
36.983 , 49.23 , 58.0 , 8.36 , 47.74
36.986 , 49.3 , 58.0 , 8.35 , 47.76
36.989 , 49.28 , 58.0 , 8.35 , 47.77
36.991 , 49.3 , 58.07 , 8.33 , 47.8
36.994 , 49.3 , 58.0 , 8.33 , 47.81
36.997 , 49.35 , 57.95 , 8.35 , 47.79
36.999 , 49.28 , 58.0 , 8.38 , 47.77
37.002 , 49.28 , 57.95 , 8.4 , 47.76
37.005 , 49.23 , 58.0 , 8.4 , 47.77
37.007 , 49.23 , 58.02 , 8.42 , 47.76
37.01 , 49.28 , 58.02 , 8.41 , 47.77
37.013 , 49.28 , 58.02 , 8.42 , 47.77
37.015 , 49.23 , 58.0 , 8.43 , 47.77
37.018 , 49.23 , 58.0 , 8.44 , 47.77
37.02 , 49.21 , 58.0 , 8.45 , 47.76
37.023 , 49.14 , 57.95 , 8.46 , 47.76
37.026 , 49.14 , 57.95 , 8.46 , 47.77
37.028 , 49.21 , 58.0 , 8.47 , 47.77
37.031 , 49.21 , 58.02 , 8.48 , 47.77
37.033 , 49.12 , 58.0 , 8.49 , 47.76
37.036 , 49.14 , 58.02 , 8.49 , 47.77
37.039 , 49.12 , 58.0 , 8.52 , 47.75
37.041 , 49.1 , 57.95 , 8.52 , 47.76
37.044 , 49.12 , 58.0 , 8.53 , 47.76
37.047 , 49.1 , 58.0 , 8.54 , 47.76
37.049 , 49.1 , 58.0 , 8.54 , 47.76
37.052 , 49.12 , 58.02 , 8.56 , 47.75
37.055 , 49.1 , 58.02 , 8.57 , 47.75
37.057 , 49.05 , 58.02 , 8.58 , 47.75
37.06 , 49.03 , 58.02 , 8.59 , 47.74
37.063 , 49.03 , 58.07 , 8.59 , 47.75
37.065 , 49.03 , 58.0 , 8.6 , 47.75
37.068 , 49.03 , 58.02 , 8.62 , 47.74
37.07 , 48.98 , 58.02 , 8.62 , 47.74
37.073 , 49.03 , 58.02 , 8.63 , 47.74
37.076 , 48.98 , 58.07 , 8.64 , 47.74
37.078 , 49.03 , 58.02 , 8.65 , 47.74
37.081 , 48.96 , 58.0 , 8.67 , 47.73
37.084 , 48.96 , 58.02 , 8.67 , 47.74
37.086 , 48.96 , 58.07 , 8.68 , 47.73
37.089 , 48.96 , 58.07 , 8.69 , 47.73
37.092 , 48.98 , 58.02 , 8.7 , 47.73
37.102 , 48.94 , 58.07 , 8.73 , 47.73
37.105 , 48.94 , 58.07 , 8.75 , 47.72
37.107 , 48.94 , 58.0 , 8.76 , 47.72
37.11 , 48.94 , 58.07 , 8.78 , 47.7
37.113 , 48.87 , 58.09 , 8.78 , 47.71
37.115 , 48.87 , 58.02 , 8.79 , 47.71
37.118 , 48.89 , 58.07 , 8.79 , 47.72
37.121 , 48.89 , 58.02 , 8.8 , 47.72
37.123 , 48.82 , 58.07 , 8.82 , 47.7
37.126 , 48.82 , 58.07 , 8.83 , 47.7
37.129 , 48.87 , 58.07 , 8.84 , 47.7
37.131 , 48.87 , 58.07 , 8.85 , 47.7
37.134 , 48.82 , 58.02 , 8.86 , 47.7
37.137 , 48.8 , 58.07 , 8.86 , 47.71
37.14 , 48.8 , 58.0 , 8.82 , 47.75
37.142 , 48.87 , 58.02 , 8.85 , 47.73
37.145 , 48.8 , 58.02 , 8.94 , 47.65
37.147 , 48.8 , 58.02 , 8.95 , 47.65
37.15 , 48.73 , 58.0 , 9.0 , 47.6
37.153 , 48.64 , 58.02 , 9.01 , 47.6
37.155 , 48.64 , 58.02 , 9.02 , 47.6
37.158 , 48.66 , 58.0 , 8.98 , 47.65
37.161 , 48.64 , 58.0 , 9.0 , 47.64
37.163 , 48.71 , 58.02 , 8.99 , 47.65
37.166 , 48.64 , 58.02 , 9.02 , 47.63
37.169 , 48.66 , 58.02 , 9.04 , 47.62
37.171 , 48.59 , 58.02 , 9.07 , 47.6
37.174 , 48.59 , 58.02 , 9.08 , 47.6
37.177 , 48.59 , 58.0 , 9.08 , 47.61
37.179 , 48.59 , 58.0 , 9.08 , 47.61
37.182 , 48.59 , 58.0 , 9.09 , 47.61
37.185 , 48.57 , 58.0 , 9.11 , 47.6
37.187 , 48.55 , 58.02 , 9.14 , 47.58
37.19 , 48.55 , 58.07 , 9.15 , 47.57
37.193 , 48.43 , 58.02 , 9.17 , 47.56
37.195 , 48.43 , 58.02 , 9.19 , 47.55
37.198 , 48.41 , 58.02 , 9.18 , 47.57
37.2 , 48.43 , 58.02 , 9.2 , 47.55
37.203 , 48.39 , 58.0 , 9.19 , 47.57
37.206 , 48.41 , 58.0 , 9.21 , 47.56
37.208 , 48.41 , 58.02 , 9.22 , 47.56
37.211 , 48.39 , 58.02 , 9.25 , 47.54
37.213 , 48.39 , 58.02 , 9.25 , 47.54
37.216 , 48.34 , 58.0 , 9.28 , 47.52
37.219 , 48.32 , 58.02 , 9.27 , 47.54
37.221 , 48.32 , 58.02 , 9.27 , 47.55
37.224 , 48.39 , 58.07 , 9.28 , 47.55
37.226 , 48.39 , 58.02 , 9.29 , 47.54
37.229 , 48.27 , 58.02 , 9.3 , 47.54
37.232 , 48.27 , 58.02 , 9.34 , 47.51
37.234 , 48.32 , 58.07 , 9.38 , 47.48
37.237 , 48.27 , 58.07 , 9.39 , 47.48
37.24 , 48.18 , 57.95 , 9.36 , 47.51
37.242 , 48.25 , 58.0 , 9.39 , 47.49
37.245 , 48.25 , 58.0 , 9.37 , 47.52
37.247 , 48.18 , 58.16 , 9.39 , 47.51
37.25 , 48.25 , 58.11 , 9.38 , 47.52
37.252 , 48.2 , 58.11 , 9.4 , 47.51
37.255 , 48.2 , 58.09 , 9.43 , 47.49
37.258 , 48.18 , 58.11 , 9.41 , 47.52
37.26 , 48.18 , 58.11 , 9.45 , 47.48
37.263 , 48.16 , 58.09 , 9.46 , 47.48
37.265 , 48.18 , 58.16 , 9.45 , 47.5
37.268 , 48.16 , 58.16 , 9.47 , 47.49
37.271 , 48.11 , 58.11 , 9.47 , 47.5
37.273 , 48.16 , 58.16 , 9.46 , 47.51
37.276 , 48.16 , 58.11 , 9.52 , 47.46
37.279 , 48.09 , 58.11 , 9.52 , 47.47
37.281 , 48.09 , 58.09 , 9.53 , 47.47
37.284 , 48.09 , 58.09 , 9.56 , 47.45
37.286 , 48.02 , 58.11 , 9.53 , 47.48
37.289 , 48.09 , 58.11 , 9.55 , 47.47
37.291 , 48.09 , 58.11 , 9.56 , 47.47
37.294 , 48.04 , 58.16 , 9.55 , 47.49
37.297 , 48.09 , 58.11 , 9.59 , 47.46
37.299 , 48.04 , 58.11 , 9.61 , 47.44
37.302 , 48.09 , 58.09 , 9.6 , 47.46
37.305 , 48.02 , 58.11 , 9.63 , 47.44
37.307 , 48.02 , 58.11 , 9.63 , 47.45
37.31 , 48.02 , 58.11 , 9.63 , 47.45
37.312 , 48.02 , 58.16 , 9.66 , 47.43
37.315 , 48.0 , 58.16 , 9.65 , 47.45
37.318 , 48.0 , 58.11 , 9.67 , 47.44
37.32 , 48.0 , 58.11 , 9.69 , 47.42
37.323 , 47.95 , 58.09 , 9.68 , 47.44
37.325 , 48.0 , 58.09 , 9.69 , 47.44
37.328 , 47.95 , 58.11 , 9.7 , 47.44
37.33 , 48.0 , 58.11 , 9.69 , 47.45
37.333 , 47.95 , 58.16 , 9.73 , 47.42
37.336 , 47.93 , 58.11 , 9.75 , 47.41
37.338 , 47.93 , 58.11 , 9.75 , 47.42
37.341 , 47.93 , 58.09 , 9.78 , 47.4
37.343 , 47.86 , 58.09 , 9.79 , 47.39
37.346 , 47.88 , 58.09 , 9.77 , 47.42
37.349 , 47.88 , 58.09 , 9.8 , 47.4
37.351 , 47.84 , 58.11 , 9.8 , 47.41
37.354 , 47.88 , 58.11 , 9.81 , 47.41
37.356 , 47.84 , 58.11 , 9.83 , 47.39
37.359 , 47.84 , 58.09 , 9.83 , 47.4
37.361 , 47.84 , 58.07 , 9.85 , 47.39
37.364 , 47.79 , 58.09 , 9.87 , 47.38
37.367 , 47.84 , 58.11 , 9.86 , 47.4
37.37 , 47.79 , 58.09 , 9.89 , 47.37
37.372 , 47.77 , 58.11 , 9.89 , 47.38
37.375 , 47.79 , 58.11 , 9.88 , 47.4
37.377 , 47.79 , 58.09 , 9.92 , 47.37
37.38 , 47.77 , 58.09 , 9.92 , 47.37
37.382 , 47.77 , 58.09 , 9.92 , 47.38
37.385 , 47.77 , 58.09 , 9.93 , 47.38
37.387 , 47.72 , 58.09 , 9.93 , 47.39
37.39 , 47.72 , 58.11 , 9.95 , 47.37
37.393 , 47.7 , 58.09 , 9.97 , 47.36
37.395 , 47.7 , 58.11 , 9.97 , 47.37
37.398 , 47.7 , 58.11 , 9.99 , 47.36
37.4 , 47.65 , 58.07 , 10.01 , 47.34
37.403 , 47.65 , 58.09 , 9.99 , 47.37
37.406 , 47.7 , 58.11 , 10.02 , 47.35
37.408 , 47.63 , 58.09 , 10.03 , 47.35
37.411 , 47.63 , 58.11 , 10.02 , 47.37
37.413 , 47.63 , 58.11 , 10.04 , 47.35
37.416 , 47.56 , 58.09 , 10.06 , 47.34
37.418 , 47.63 , 58.09 , 10.05 , 47.36
37.421 , 47.61 , 58.09 , 10.09 , 47.33
37.424 , 47.56 , 58.09 , 10.08 , 47.35
37.426 , 47.61 , 58.09 , 10.09 , 47.34
37.429 , 47.56 , 58.09 , 10.11 , 47.33
37.432 , 47.56 , 58.09 , 10.1 , 47.35
37.434 , 47.56 , 58.11 , 10.12 , 47.34
37.437 , 47.54 , 58.09 , 10.14 , 47.33
37.439 , 47.47 , 58.09 , 10.12 , 47.35
37.442 , 47.54 , 58.09 , 10.13 , 47.35
37.444 , 47.54 , 58.07 , 10.14 , 47.35
37.447 , 47.54 , 58.07 , 10.15 , 47.35
37.45 , 47.49 , 58.07 , 10.18 , 47.32
37.452 , 47.47 , 58.11 , 10.2 , 47.31
37.455 , 47.47 , 58.07 , 10.19 , 47.33
37.457 , 47.45 , 58.09 , 10.22 , 47.31
37.46 , 47.47 , 58.09 , 10.22 , 47.31
37.463 , 47.45 , 58.07 , 10.23 , 47.31
37.465 , 47.4 , 58.02 , 10.24 , 47.31
37.468 , 47.4 , 58.09 , 10.23 , 47.33
37.47 , 47.45 , 58.07 , 10.24 , 47.32
37.473 , 47.4 , 58.09 , 10.26 , 47.31
