t, OWM
31.223,47.65001
31.226,47.65001
31.228,47.65
31.231,47.64
31.233,47.63
31.236,47.63
31.238,47.6
31.241,47.59
31.244,47.59
31.246,47.62
31.249,47.62001
31.251,47.61
31.254,47.58
31.257,47.58
31.259,47.57001
31.262,47.56
31.264,47.55
31.267,47.55
31.269,47.55
31.272,47.55001
31.275,47.54
31.277,47.52
31.28,47.52
31.282,47.53001
31.285,47.55
31.288,47.54
31.29,47.51
31.293,47.5
31.296,47.50001
31.298,47.49
31.301,47.48
31.303,47.49
31.306,47.49001
31.308,47.49001
31.311,47.47
31.313,47.46
31.316,47.45
31.319,47.45
31.321,47.45
31.324,47.45
31.326,47.46
31.329,47.47001
31.331,47.45
31.334,47.43001
31.337,47.42
31.339,47.4
31.342,47.39001
31.344,47.39001
31.347,47.39
31.35,47.4
31.352,47.40001
31.355,47.39001
31.358,47.38
31.36,47.37
31.363,47.37
31.365,47.39001
31.368,47.4
31.37,47.4
31.373,47.38
31.376,47.36
31.378,47.35001
31.381,47.35
31.383,47.33
31.394,47.34001
31.396,47.32
31.399,47.33
31.402,47.31001
31.404,47.33001
31.407,47.34
31.409,47.36
31.412,47.34
31.415,47.34001
31.417,47.31001
31.42,47.31
31.423,47.27
31.425,47.29
31.428,47.29
31.43,47.29
31.433,47.29
31.435,47.3
31.438,47.29001
31.441,47.29
31.443,47.26
31.446,47.29
31.448,47.31001
31.451,47.31
31.454,47.29
31.456,47.3
31.459,47.27
31.461,47.27
31.464,47.27
31.467,47.28
31.469,47.28
31.472,47.3
31.474,47.28001
31.477,47.28001
31.48,47.26
31.483,47.27
31.485,47.26001
31.488,47.28
31.49,47.28
31.493,47.3
31.496,47.28001
31.498,47.27001
31.501,47.27
31.503,47.25
31.506,47.26
31.508,47.26001
31.511,47.26
31.514,47.27
31.516,47.25
31.519,47.26
31.521,47.26001
31.524,47.26
31.527,47.27
31.529,47.29
31.532,47.3
31.534,47.29
31.537,47.29
31.539,47.28
31.542,47.26
31.545,47.27
31.547,47.25001
31.55,47.27
31.552,47.27
31.555,47.28001
31.557,47.28001
31.56,47.27001
31.562,47.29
31.565,47.27
31.567,47.27
31.57,47.30001
31.573,47.31
31.575,47.3
31.578,47.3
31.58,47.27
31.583,47.28001
31.585,47.27
31.588,47.28
31.591,47.29
31.593,47.30001
31.596,47.3
31.598,47.3
31.601,47.26
31.604,47.30001
31.606,47.34001
31.609,47.36
31.611,47.39
31.614,47.41
31.617,47.39001
31.619,47.38
31.622,47.37
31.624,47.36
31.627,47.37
31.629,47.38
31.632,47.39
31.635,47.41
31.637,47.4
31.64,47.41
31.642,47.42001
31.645,47.43
31.647,47.42
31.65,47.43
31.653,47.43001
31.655,47.44
31.658,47.47
31.66,47.5
31.663,47.51001
31.666,47.49001
31.668,47.55
31.671,47.71
31.674,47.92001
31.676,48.21001
31.679,48.31
31.681,48.23
31.684,48.18
31.687,48.04
31.689,48.01001
31.692,48.1
31.695,48.23
31.697,48.31001
31.7,48.39001
31.702,48.45
31.705,48.61
31.707,48.74
31.71,48.85001
31.713,48.79
31.715,48.53
31.718,48.14
31.72,47.85
31.723,47.77
31.726,47.84001
31.728,48.04
31.731,48.22001
31.733,48.26
31.736,48.26001
31.739,48.19
31.741,48.13
31.744,48.09
31.747,48.08001
31.749,48.11001
31.752,48.13
31.754,48.14
31.757,48.13
31.759,48.11
31.762,48.08
31.764,48.07
31.767,48.07
31.769,48.08001
31.772,48.08001
31.775,48.1
31.777,48.08
31.78,48.07
31.782,48.06001
31.785,48.06
31.788,48.05
31.798,48.06
31.801,48.04
31.803,48.02
31.806,48.02
31.808,48.03001
31.811,48.03
31.813,48.02
31.816,48.02
31.819,48.00001
31.821,48
31.824,48
31.826,48
31.829,48
31.831,47.99001
31.834,47.99
31.837,47.98
31.839,47.98
31.842,47.98
31.844,47.98
31.847,47.96
31.85,47.96
31.852,47.96
31.855,47.96001
31.858,47.95
31.86,47.94
31.863,47.94
31.865,47.93
31.868,47.94
31.871,47.94
31.873,47.92
31.876,47.90001
31.879,47.80001
31.881,47.76
31.884,47.84
31.886,47.9
31.889,47.99001
31.891,47.96001
31.894,47.92
31.896,47.82
31.899,47.74001
31.902,47.71001
31.904,47.73
31.907,47.76
31.909,47.79
31.912,47.82
31.915,47.79001
31.917,47.76001
31.92,47.74
31.922,47.72
31.925,47.74001
31.928,47.74
31.93,47.72
31.933,47.72
31.936,47.69
31.938,47.67001
31.941,47.67
31.944,47.68
31.946,47.67
31.949,47.67001
31.951,47.67
31.954,47.67
31.957,47.66
31.959,47.64
31.962,47.62001
31.964,47.62
31.967,47.61
31.97,47.6
31.972,47.61
31.975,47.61001
31.977,47.59001
31.98,47.59
31.982,47.59
31.985,47.60001
31.988,47.58
31.991,47.57
31.993,47.55
31.996,47.55
31.998,47.54001
32.001,47.55
32.003,47.55
32.006,47.56001
32.009,47.52
32.011,47.54
32.014,47.52
32.016,47.51
32.019,47.5
32.021,47.51
32.024,47.52
32.026,47.52
32.029,47.5
32.032,47.5
32.034,47.49001
32.037,47.48
32.039,47.45
32.042,47.46
32.044,47.46
32.047,47.47001
32.049,47.46001
32.052,47.45
32.055,47.44001
32.057,47.43
32.06,47.43
32.062,47.43
32.065,47.45
32.068,47.45
32.07,47.45
32.073,47.42001
32.075,47.41
32.078,47.40001
32.08,47.38
32.083,47.39
32.085,47.40001
32.088,47.4
32.09,47.39
32.093,47.39
32.096,47.37
32.098,47.34
32.101,47.34
32.103,47.33001
32.106,47.35
32.108,47.36
32.111,47.37
32.113,47.35
32.116,47.32001
32.119,47.31001
32.121,47.31
32.124,47.32
32.126,47.31001
32.129,47.33
32.132,47.33001
32.134,47.32
32.137,47.31001
32.139,47.3
32.142,47.29
32.144,47.29
32.147,47.3
32.15,47.31001
32.152,47.32
32.155,47.29
32.157,47.3
32.16,47.28
32.162,47.28001
32.165,47.28
32.167,47.28001
32.17,47.27
32.173,47.27
32.175,47.27
32.178,47.28
32.181,47.28
32.183,47.26
32.186,47.27
32.188,47.25
32.198,47.25
32.201,47.25
32.204,47.25
32.206,47.24
32.209,47.25
32.211,47.26
32.214,47.26
32.216,47.25
32.219,47.24
32.221,47.25
32.224,47.27
32.226,47.26
32.229,47.25
32.232,47.24001
32.234,47.23
32.237,47.25
32.239,47.24001
32.242,47.25
32.245,47.25
32.247,47.26
32.25,47.24
32.252,47.25
32.255,47.26
32.257,47.25
32.26,47.25
32.263,47.26
32.265,47.25
32.268,47.24001
32.271,47.25
32.273,47.25
32.276,47.25
32.279,47.28
32.281,47.28001
32.284,47.27
32.286,47.26
32.289,47.25
32.291,47.25
32.294,47.25
32.297,47.26
32.299,47.24001
32.302,47.27
32.304,47.27
32.307,47.25
32.31,47.25
32.312,47.26
32.315,47.25
32.318,47.27
32.32,47.3
32.323,47.29
32.325,47.27
32.328,47.27
32.33,47.25
32.333,47.26
32.336,47.27
32.338,47.28
32.341,47.28
32.343,47.27
32.346,47.27
32.349,47.26
32.351,47.24001
32.354,47.26
32.356,47.3
32.359,47.35001
32.362,47.37
32.364,47.38
32.367,47.38
32.369,47.36
32.372,47.35
32.375,47.35001
32.377,47.36
32.38,47.35
32.383,47.37
32.385,47.4
32.388,47.39001
32.391,47.4
32.393,47.4
32.396,47.41
32.399,47.41
32.401,47.42
32.404,47.43
32.406,47.43
32.409,47.46
32.412,47.48
32.414,47.48
32.417,47.48
32.42,47.56001
32.422,47.75
32.425,48
32.428,48.25
32.43,48.26
32.433,48.18
32.435,48.08001
32.438,47.98
32.441,48.03001
32.443,48.09
32.446,48.24
32.448,48.33001
32.451,48.36
32.454,48.43
32.456,48.58
32.459,48.73
32.461,48.74
32.464,48.46001
32.467,48.07
32.469,47.82
32.472,47.69001
32.474,47.78
32.477,47.93
32.479,48.12
32.482,48.2
32.484,48.21
32.487,48.13
32.49,48.06001
32.492,48.01
32.495,48
32.497,48.02
32.5,48.04
32.503,48.07001
32.505,48.06001
32.508,48.04
32.51,48.03
32.513,48
32.516,47.99
32.518,48
32.521,48.01
32.523,48.02
32.526,48.02
32.528,48.02
32.531,48
32.533,47.98
32.536,47.98
32.539,47.97
32.541,47.99001
32.544,47.99
32.546,47.97
32.549,47.97001
32.552,47.97
32.554,47.95
32.557,47.97
32.559,47.95
32.562,47.95
32.565,47.95
32.568,47.95
32.57,47.94
32.573,47.92001
32.575,47.93
32.578,47.93
32.581,47.92
32.583,47.92
32.586,47.91
32.588,47.91
32.591,47.91
32.594,47.86
32.604,47.89
32.606,47.87
32.609,47.88
32.612,47.88
32.614,47.88
32.617,47.87
32.62,47.87
32.622,47.85
32.625,47.84
32.627,47.84
32.63,47.85001
32.633,47.84
32.635,47.84
32.638,47.89001
32.641,47.86
32.643,47.77
32.646,47.74
32.649,47.72001
32.651,47.71
32.654,47.72001
32.657,47.74
32.659,47.74
32.662,47.74001
32.664,47.73
32.667,47.74001
32.67,47.73
32.672,47.7
32.675,47.68
32.677,47.68
32.68,47.66
32.683,47.65
32.685,47.66
32.688,47.66
32.691,47.64001
32.694,47.65
32.696,47.64
32.699,47.65001
32.702,47.63
32.704,47.61
32.707,47.61
32.709,47.58
32.712,47.58
32.715,47.59
32.717,47.59
32.72,47.59
32.722,47.57
32.725,47.56001
32.728,47.57
32.73,47.58
32.733,47.55
32.736,47.54
32.738,47.55
32.741,47.53
32.743,47.51
32.746,47.52
32.748,47.53
32.751,47.53001
32.754,47.54
32.756,47.51
32.759,47.51
32.762,47.5
32.764,47.52
32.767,47.52
32.769,47.52
32.772,47.48
32.774,47.48
32.777,47.47
32.78,47.47001
32.782,47.46001
32.785,47.48
32.787,47.47
32.79,47.48
32.792,47.46
32.795,47.46
32.798,47.45
32.8,47.44
32.803,47.44
32.805,47.44001
32.808,47.45
32.81,47.46
32.813,47.45
32.816,47.43
32.818,47.42
32.821,47.41
32.823,47.41
32.826,47.4
32.829,47.43
32.831,47.43
32.834,47.43
32.837,47.4
32.839,47.39
32.842,47.38
32.844,47.4
32.847,47.4
32.85,47.40001
32.852,47.39
32.855,47.39
32.857,47.36
32.86,47.37
32.863,47.36
32.865,47.37001
32.868,47.37
32.87,47.36
32.873,47.35
32.875,47.33
32.878,47.34
32.881,47.33001
32.883,47.32
32.886,47.33
32.889,47.33001
32.891,47.33
32.894,47.34
32.896,47.33
32.899,47.33
32.902,47.3
32.904,47.31001
32.907,47.3
32.909,47.31
32.912,47.3
32.915,47.29
32.917,47.29
32.92,47.29
32.922,47.28
32.925,47.28
32.928,47.3
32.93,47.29
32.933,47.28
32.936,47.29
32.938,47.3
32.941,47.29
32.943,47.28001
32.946,47.27
32.949,47.28001
32.951,47.28
32.954,47.29
32.957,47.28
32.959,47.29
32.962,47.27
32.964,47.27
32.967,47.28
32.969,47.27
32.972,47.26001
32.975,47.27
32.977,47.26
32.98,47.28
32.982,47.29
32.985,47.3
32.988,47.29
32.99,47.26
32.993,47.24
32.995,47.24001
32.998,47.24
33.008,47.25
33.011,47.26
33.013,47.28
33.016,47.24
33.018,47.26
33.021,47.24
33.024,47.26001
33.026,47.26001
33.029,47.28
33.031,47.28001
33.034,47.28
33.037,47.25
33.039,47.24
33.042,47.24001
33.044,47.25
33.047,47.26
33.049,47.26
33.052,47.26
33.054,47.26001
33.057,47.27
33.059,47.25
33.062,47.24
33.065,47.24001
33.067,47.28
33.07,47.29
33.072,47.29
33.075,47.27
33.078,47.28001
33.08,47.25
33.083,47.26001
33.085,47.25
33.088,47.25
33.09,47.26
33.093,47.27
33.095,47.25
33.098,47.27
33.101,47.24001
33.103,47.24
33.106,47.28
33.108,47.32
33.111,47.35
33.113,47.36
33.116,47.35001
33.119,47.33
33.121,47.31
33.124,47.32
33.126,47.32
33.129,47.34
33.131,47.36
33.134,47.37
33.136,47.36
33.139,47.36
33.142,47.37
33.144,47.37
33.147,47.38
33.15,47.39
33.152,47.39
33.155,47.40001
33.157,47.4
33.16,47.44
33.163,47.45
33.165,47.45
33.168,47.44001
33.17,47.6
33.173,47.72
33.175,47.97
33.178,48.21
33.18,48.2
33.183,48.15001
33.186,48.04
33.188,47.94
33.191,47.97001
33.193,48.07
33.196,48.21
33.199,48.25
33.201,48.31001
33.204,48.37
33.206,48.51
33.209,48.63
33.212,48.51
33.214,48.27
33.217,47.99
33.219,47.74
33.222,47.67001
33.224,47.76
33.227,47.93
33.229,48.06
33.232,48.14
33.235,48.14
33.237,48.06001
33.24,48
33.242,47.95
33.245,47.94
33.248,47.97
33.25,48
33.253,48.01
33.255,47.99001
33.258,47.97
33.26,47.96
33.263,47.96
33.266,47.94
33.268,47.96
33.271,47.97
33.273,47.97001
33.276,47.96001
33.279,47.94
33.281,47.94001
33.284,47.94
33.286,47.94
33.289,47.93
33.292,47.93
33.294,47.93
33.297,47.92001
33.299,47.91
33.302,47.91
33.305,47.91
33.307,47.92
33.31,47.91
33.312,47.89
33.315,47.89
33.317,47.89
33.32,47.88
33.323,47.88
33.325,47.88
33.328,47.89
33.33,47.89
33.333,47.89001
33.336,47.86
33.338,47.86
33.341,47.86
33.343,47.86
33.346,47.85001
33.349,47.86
33.351,47.84
33.354,47.85
33.356,47.84
33.359,47.83001
33.361,47.82
33.364,47.83001
33.367,47.82
33.369,47.81001
33.372,47.81
33.374,47.81001
33.377,47.78
33.38,47.71001
33.382,47.69
33.385,47.75
33.387,47.83001
33.39,47.89
33.393,47.82
33.395,47.76
33.398,47.69
33.401,47.64
33.411,47.71001
33.413,47.73
33.416,47.68
33.418,47.67001
33.421,47.65
33.424,47.65
33.426,47.64
33.429,47.64
33.432,47.63
33.434,47.65001
33.437,47.65
33.439,47.61
33.442,47.60001
33.445,47.58
33.447,47.58001
33.45,47.59
33.452,47.56001
33.455,47.58
33.458,47.57
33.46,47.57
33.463,47.55
33.466,47.55
33.468,47.57
33.471,47.55
33.474,47.54
33.476,47.51
33.479,47.5
33.481,47.51
33.484,47.51
33.487,47.51
33.489,47.51
33.492,47.5
33.494,47.48
33.497,47.49
33.5,47.5
33.502,47.5
33.505,47.49001
33.508,47.47
33.51,47.48
33.513,47.45
33.515,47.44
33.518,47.43
33.521,47.45
33.523,47.43
33.526,47.44
33.529,47.43
33.531,47.44001
33.534,47.43
33.537,47.43
33.539,47.41
33.542,47.39
33.545,47.42
33.547,47.42001
33.55,47.43
33.552,47.39
33.555,47.40001
33.558,47.37
33.56,47.37
33.563,47.36
33.566,47.39
33.568,47.36
33.571,47.39
33.574,47.37
33.576,47.36
33.579,47.36
33.581,47.34
33.584,47.35001
33.587,47.36
33.589,47.37
33.592,47.37
33.595,47.37
33.597,47.32
33.6,47.33
33.603,47.31001
33.605,47.31001
33.608,47.32001
33.611,47.33
33.613,47.31001
33.616,47.32
33.618,47.31001
33.621,47.3
33.624,47.31001
33.626,47.29
33.629,47.3
33.631,47.28001
33.634,47.29
33.637,47.29
33.639,47.28001
33.642,47.26
33.645,47.26
33.647,47.26
33.65,47.26
33.653,47.24001
33.656,47.26
33.658,47.24
33.661,47.24001
33.663,47.25
33.666,47.24001
33.669,47.25001
33.671,47.24001
33.674,47.25
33.677,47.22
33.679,47.22
33.682,47.23
33.685,47.24001
33.687,47.23
33.69,47.24001
33.693,47.23
33.695,47.22
33.698,47.2
33.701,47.21
33.703,47.21
33.706,47.23
33.708,47.24001
33.711,47.21
33.714,47.23
33.716,47.22
33.719,47.21
33.722,47.2
33.724,47.23
33.727,47.22
33.729,47.23
33.732,47.22
33.735,47.22
33.737,47.21001
33.74,47.22
33.743,47.21001
33.745,47.2
33.748,47.21
33.75,47.22001
33.753,47.22
33.756,47.22
33.758,47.23
33.761,47.19
33.763,47.21
33.766,47.19
33.769,47.21001
33.771,47.21
33.774,47.24001
33.777,47.23
33.78,47.23
33.782,47.21001
33.785,47.22
33.787,47.21
33.79,47.21001
33.793,47.24
33.795,47.21
33.798,47.23
33.801,47.21
33.803,47.22001
33.806,47.22
33.809,47.21
33.811,47.21
33.821,47.23
33.824,47.23
33.827,47.23
33.829,47.21001
33.832,47.22
33.835,47.2
33.837,47.23
33.84,47.21
33.842,47.23
33.845,47.22
33.848,47.23
33.85,47.2
33.853,47.2
33.856,47.25
33.858,47.27
33.861,47.31001
33.863,47.32001
33.866,47.33
33.869,47.29
33.871,47.28
33.874,47.27
33.877,47.28
33.879,47.28
33.882,47.3
33.885,47.31001
33.887,47.32001
33.89,47.33
33.893,47.33
33.895,47.33
33.898,47.33
33.901,47.35
33.903,47.35001
33.906,47.35
33.909,47.37
33.911,47.39001
33.914,47.4
33.917,47.40001
33.919,47.44
33.922,47.62
33.924,47.77
33.927,48.09
33.93,48.2
33.932,48.12
33.935,48.07
33.937,47.94
33.94,47.90001
33.943,47.96
33.945,48.08
33.948,48.17001
33.951,48.23
33.953,48.28
33.956,48.41
33.958,48.39
33.961,48.15
33.964,47.95
33.966,47.79
33.969,47.66
33.972,47.7
33.974,47.83
33.977,47.96
33.98,48.01
33.982,48.01
33.985,47.99
33.988,47.92001
33.99,47.9
33.993,47.89001
33.995,47.88
33.998,47.89
34.001,47.92001
34.004,47.9
34.006,47.92
34.009,47.91
34.011,47.9
34.014,47.89
34.017,47.87
34.019,47.89
34.022,47.87
34.025,47.89001
34.027,47.89
34.03,47.88
34.033,47.88
34.035,47.87
34.038,47.85
34.04,47.86
34.043,47.86
34.046,47.86
34.048,47.85001
34.051,47.85
34.054,47.85001
34.056,47.85
34.059,47.85
34.061,47.84
34.064,47.84
34.067,47.84
34.069,47.84
34.072,47.82
34.074,47.82
34.077,47.82001
34.08,47.83
34.082,47.81001
34.085,47.81001
34.088,47.8
34.09,47.8
34.092,47.8
34.095,47.81001
34.098,47.8
34.1,47.81001
34.103,47.79
34.105,47.78
34.108,47.78001
34.111,47.78
34.113,47.79
34.116,47.77
34.118,47.77
34.121,47.76
34.123,47.76
34.126,47.77
34.129,47.78001
34.131,47.75
34.134,47.75
34.136,47.77
34.139,47.82
34.141,47.77
34.144,47.69
34.147,47.68
34.149,47.66
34.152,47.63
34.154,47.64
34.157,47.67
34.159,47.68
34.162,47.68
34.165,47.66
34.167,47.65001
34.17,47.65
34.172,47.64
34.175,47.62
34.178,47.61
34.18,47.61
34.183,47.60001
34.185,47.59
34.188,47.59
34.19,47.59
34.193,47.59
34.196,47.57001
34.198,47.56001
34.201,47.54
34.203,47.56
34.206,47.57
34.208,47.54
34.211,47.54
34.214,47.54
34.216,47.51
34.226,47.5
34.229,47.49001
34.232,47.5
34.234,47.49
34.237,47.49001
34.239,47.51
34.242,47.47
34.245,47.48
34.247,47.47
34.25,47.48
34.253,47.48
34.255,47.46
34.258,47.47
34.26,47.45
34.263,47.46
34.265,47.44
34.268,47.45
34.271,47.43
34.273,47.43
34.276,47.44
34.278,47.41
34.281,47.43001
34.283,47.44
34.286,47.45
34.289,47.43
34.291,47.41
34.294,47.4
34.297,47.40001
34.299,47.41
34.302,47.37
34.304,47.40001
34.307,47.38
34.31,47.4
34.312,47.38
34.315,47.39
34.317,47.39
34.32,47.36
34.323,47.37
34.325,47.35
34.328,47.38
34.33,47.38
34.333,47.39001
34.336,47.38
34.338,47.35001
34.341,47.35
34.343,47.33
34.346,47.36
34.349,47.35001
34.351,47.35001
34.354,47.35
34.356,47.34
34.359,47.33
34.362,47.32
34.364,47.33001
34.367,47.33
34.37,47.34
34.372,47.32
34.375,47.32
34.378,47.31
34.38,47.32
34.383,47.31001
34.385,47.31001
34.388,47.31001
34.391,47.31001
34.393,47.31
34.396,47.29
34.399,47.29
34.401,47.28
34.404,47.29
34.407,47.28
34.409,47.29
34.412,47.28001
34.415,47.26
34.417,47.26001
34.42,47.24001
34.423,47.25
34.425,47.26
34.428,47.27
34.43,47.27
34.433,47.25
34.436,47.25
34.438,47.21
34.441,47.22001
34.443,47.21
34.446,47.23
34.449,47.24001
34.451,47.23
34.454,47.23
34.457,47.22
34.459,47.23
34.462,47.2
34.464,47.23
34.467,47.21
34.47,47.23
34.472,47.23
34.475,47.23
34.478,47.22
34.48,47.22
34.483,47.2
34.486,47.21001
34.488,47.2
34.491,47.21
34.494,47.21001
34.496,47.21
34.499,47.21001
34.502,47.2
34.504,47.19
34.507,47.19
34.509,47.2
34.512,47.2
34.515,47.19
34.517,47.23
34.52,47.22
34.522,47.23
34.525,47.2
34.528,47.22
34.53,47.21001
34.533,47.2
34.535,47.2
34.538,47.2
34.541,47.21001
34.543,47.22
34.546,47.22001
34.549,47.22
34.552,47.21001
34.554,47.21001
34.557,47.2
34.559,47.21
34.562,47.21
34.565,47.21
34.567,47.23
34.57,47.24001
34.572,47.22
34.575,47.21
34.578,47.2
34.58,47.19
34.583,47.21001
34.585,47.21001
34.588,47.22
34.591,47.22
34.593,47.22
34.596,47.21
34.599,47.22001
34.601,47.21001
34.604,47.18
34.606,47.24001
34.609,47.27
34.612,47.3
34.614,47.3
34.617,47.31001
34.62,47.29
34.622,47.28001
34.625,47.25
34.635,47.3
34.638,47.29
34.64,47.31001
34.643,47.3
34.646,47.31001
34.648,47.3
34.651,47.32
34.654,47.33
34.656,47.34
34.659,47.35001
34.661,47.38
34.664,47.36
34.667,47.37
34.669,47.42001
34.672,47.57
34.675,47.77
34.677,48.08
34.68,48.14
34.683,48.09
34.685,48.01
34.688,47.89
34.691,47.86
34.693,47.94
34.696,48.08001
34.698,48.15001
34.701,48.2
34.704,48.24
34.706,48.29
34.709,48.17
34.711,47.99
34.714,47.83
34.717,47.74001
34.719,47.68
34.722,47.74001
34.724,47.83
34.727,47.91
34.73,47.95
34.733,47.92
34.735,47.9
34.738,47.88
34.74,47.86
34.743,47.86
34.746,47.87
34.748,47.87
34.751,47.88
34.754,47.86
34.756,47.87
34.759,47.86
34.761,47.84
34.764,47.85
34.767,47.85001
34.769,47.86
34.772,47.85001
34.774,47.84
34.777,47.84
34.78,47.83001
34.782,47.83
34.785,47.83
34.788,47.83
34.79,47.82
34.793,47.84
34.795,47.82
34.798,47.82
34.801,47.81001
34.803,47.82001
34.806,47.82
34.809,47.83
34.812,47.81001
34.814,47.81001
34.817,47.81
34.819,47.8
34.822,47.79
34.825,47.79
34.827,47.8
34.83,47.8
34.833,47.8
34.835,47.79
34.838,47.78
34.84,47.78
34.843,47.79
34.846,47.78
34.848,47.78
34.851,47.77
34.853,47.77
34.856,47.76
34.859,47.76
34.861,47.76
34.864,47.75001
34.867,47.75
34.869,47.76
34.872,47.75
34.875,47.74001
34.877,47.73
34.88,47.66
34.883,47.65
34.885,47.68
34.888,47.77
34.891,47.81001
34.893,47.76
34.896,47.73
34.898,47.65
34.901,47.59
34.904,47.59
34.906,47.64
34.909,47.67001
34.912,47.67
34.914,47.67
34.917,47.66
34.92,47.62
34.922,47.61
34.925,47.6
34.927,47.59
34.93,47.61
34.933,47.60001
34.936,47.6
34.938,47.58
34.941,47.59
34.943,47.59
34.946,47.57001
34.949,50.13
35.049,50.63
35.052,49.98
35.054,50.12
35.057,50.16
35.067,49.83
35.07,49.76
35.073,49.72
35.075,49.65
35.078,49.59
35.08,49.55
35.083,49.52
35.086,49.48
35.088,49.43
35.091,49.4
35.094,49.34
35.096,49.33
35.099,49.27
35.101,49.24
35.104,49.2
35.106,49.18
35.109,49.15
35.112,49.11
35.114,49.09
35.117,49.05
35.119,49.03
35.122,49
35.125,48.97
35.127,48.94
35.13,48.9
35.132,48.89
35.135,48.85
35.138,48.81
35.14,48.8
35.143,48.78
35.146,48.76
35.148,48.72
35.151,48.7
35.153,48.67
35.156,48.66
35.159,48.64
35.161,48.6
35.164,48.58
35.166,48.58
35.169,48.56
35.172,48.54
35.174,48.5
35.177,48.48
35.179,48.46
35.182,48.44
35.184,48.4
35.187,48.41
35.19,48.39
35.193,48.37
35.195,48.36
35.198,48.32
35.2,48.3
35.203,48.28
35.205,48.27
35.208,48.26
35.21,48.25
35.213,48.23
35.216,48.23
35.218,48.21
35.221,48.21
35.223,48.18
35.226,48.16
35.228,48.12
35.231,48.12
35.234,48.11
35.236,48.11
35.239,48.11
35.241,48.07
35.244,48.07
35.246,48.04
35.249,48.03
35.252,48.03
35.254,48.01
35.257,48.01
35.259,47.98
35.262,47.98
35.265,47.98
35.267,47.99
35.27,47.98
35.272,47.95
35.275,47.95
35.277,47.91
35.28,47.91
35.283,47.9
35.285,47.91
35.288,47.9
35.291,47.89
35.293,47.89
35.296,47.87
35.298,47.86
35.301,47.85
35.303,47.84
35.306,47.84
35.308,47.82
35.311,47.83
35.313,47.84
35.316,47.84
35.319,47.83
35.321,47.8
35.324,47.79
35.326,47.78
35.329,47.78
35.332,47.78
35.334,47.76
35.337,47.76
35.339,47.77
35.342,47.77
35.344,47.76
35.347,47.75
35.349,47.75
35.352,47.71
35.355,47.69
35.357,47.73
35.36,47.76
35.362,47.79
35.365,47.8
35.367,47.79
35.37,47.77
35.373,47.74
35.375,47.75
35.378,47.73
35.38,47.73
35.383,47.74
35.386,47.75
35.389,47.77
35.391,47.75
35.394,47.74
35.397,47.74
35.399,47.74
35.402,47.74
35.404,47.74
35.407,47.75
35.41,47.78
35.412,47.8
35.415,47.78
35.417,47.76
35.42,47.83
35.423,47.99
35.425,48.19
35.428,48.45
35.43,48.53
35.433,48.48
35.435,48.37
35.438,48.25
35.441,48.21
35.443,48.27
35.446,48.39
35.448,48.48
35.451,48.53
35.454,48.54
35.456,48.39
35.459,48.14
35.461,47.98
35.472,48.13
35.474,48.2
35.477,48.22
35.479,48.22
35.482,48.18
35.484,48.13
35.487,48.09
35.49,48.1
35.492,48.11
35.495,48.13
35.497,48.12
35.5,48.13
35.502,48.1
35.505,48.09
35.508,48.09
35.51,48.08
35.513,48.09
35.516,48.09
35.518,48.09
35.521,48.08
35.523,48.08
35.526,48.07
35.529,48.07
35.531,48.05
35.534,48.06
35.536,48.06
35.539,48.06
35.541,48.04
35.544,48.04
35.546,48.04
35.549,48.04
35.552,48.04
35.554,48.02
35.557,48.02
35.559,48.02
35.562,48.02
35.565,48.01
35.567,48
35.57,48
35.573,48
35.575,48
35.578,48
35.581,47.99
35.583,47.99
35.586,47.99
35.588,47.97
35.591,47.96
35.594,47.97
35.596,47.96
35.599,47.96
35.602,47.96
35.604,47.95
35.607,47.95
35.609,47.95
35.612,47.95
35.615,47.94
35.617,47.92
35.62,47.92
35.622,47.93
35.625,47.92
35.628,47.93
35.63,47.91
35.633,47.91
35.635,47.91
35.638,47.95
35.641,47.95
35.643,47.88
35.646,47.84
35.649,47.82
35.651,47.79
35.654,47.79
35.656,47.81
35.659,47.83
35.662,47.83
35.664,47.82
35.667,47.8
35.669,47.79
35.672,47.78
35.675,47.79
35.677,47.79
35.68,47.77
35.683,47.76
35.685,47.75
35.688,47.74
35.69,47.72
35.693,47.73
35.696,47.72
35.698,47.72
35.701,47.72
35.703,47.7
35.706,47.69
35.709,47.7
35.712,47.71
35.714,47.7
35.717,47.68
35.719,47.67
35.722,47.67
35.725,47.64
35.727,47.63
35.73,47.63
35.733,47.65
35.735,47.64
35.738,47.64
35.741,47.62
35.743,47.6
35.746,47.61
35.748,47.65
35.751,47.64
35.754,47.66
35.756,47.62
35.759,47.59
35.761,47.57
35.764,47.56
35.767,47.59
35.769,47.59
35.772,47.6
35.775,47.6
35.777,47.57
35.78,47.58
35.783,47.55
35.785,47.57
35.788,47.56
35.791,47.55
35.793,47.57
35.796,47.55
35.799,47.56
35.801,47.55
35.804,47.55
35.807,47.55
35.809,47.53
35.812,47.52
35.814,47.5
35.817,47.5
35.82,47.52
35.822,47.5
35.825,47.52
35.827,47.51
35.83,47.49
35.833,47.51
35.836,47.48
35.838,47.5
35.841,47.47
35.843,47.47
35.846,47.48
35.849,47.47
35.851,47.47
35.854,47.48
35.856,47.49
35.859,47.47
35.862,47.45
35.864,47.44
35.867,47.43
35.877,47.44
35.88,47.42
35.882,47.41
35.885,47.43
