t, OWM
13.456,46.41
13.459,46.41
13.462,46.41
13.464,46.4
13.467,46.42
13.469,46.43
13.472,46.43
13.475,46.43001
13.477,46.42
13.48,46.41
13.483,46.41
13.485,46.41
13.488,46.42001
13.491,46.43
13.493,46.44
13.496,46.44001
13.499,46.43
13.501,46.44
13.504,46.45
13.507,46.45
13.509,46.43
13.512,46.44001
13.514,46.41
13.517,46.43
13.52,46.43
13.522,46.43
13.525,46.45
13.528,46.44
13.53,46.44
13.533,46.47001
13.535,46.46001
13.538,46.46
13.541,46.48
13.543,46.47001
13.546,46.47
13.549,46.44
13.552,46.44
13.554,46.45
13.557,46.45
13.559,46.46001
13.562,46.47
13.565,46.46
13.567,46.48
13.57,46.49001
13.573,46.5
13.575,46.49
13.578,46.48
13.58,46.49001
13.583,46.49
13.586,46.49
13.588,46.48
13.591,46.49001
13.594,46.49001
13.597,46.46
13.599,46.51
13.602,46.57
13.605,46.59
13.607,46.63
13.61,46.57
13.62,46.58
13.623,46.6
13.625,46.6
13.628,46.63
13.631,46.65
13.633,46.67
13.636,46.67001
13.639,46.66
13.641,46.67001
13.644,46.67
13.647,46.68
13.649,46.69
13.652,46.71001
13.654,46.75001
13.657,46.76
13.66,46.76
13.662,46.78
13.665,46.97001
13.668,47.22
13.67,47.55
13.673,47.64
13.676,47.60001
13.679,47.46001
13.681,47.36
13.684,47.32
13.686,47.38
13.689,47.51001
13.692,47.61
13.694,47.69
13.697,47.78
13.7,47.95
13.702,48.09
13.705,48.25
13.708,48.31
13.71,48.31001
13.713,48.31
13.715,48.27
13.718,48.28
13.721,48.38
13.723,48.39001
13.726,48.1
13.729,47.69
13.731,47.47
13.734,47.36
13.737,47.49001
13.739,47.68001
13.742,47.84
13.745,47.86
13.747,47.80001
13.75,47.7
13.753,47.62
13.755,47.61
13.758,47.64
13.761,47.67001
13.763,47.69
13.766,47.66
13.769,47.58
13.771,47.59
13.774,47.56
13.777,47.57
13.779,47.6
13.782,47.60001
13.785,47.56001
13.787,47.55
13.79,47.52
13.793,47.48
13.795,47.48
13.798,47.46
13.801,47.48
13.804,47.46
13.806,47.46001
13.809,47.43001
13.812,47.43
13.814,47.41
13.817,47.40001
13.819,47.38
13.822,47.39001
13.824,47.38
13.827,47.37
13.83,47.37001
13.832,47.30001
13.835,47.34
13.838,47.3
13.84,47.29
13.843,47.29001
13.845,47.28001
13.848,47.24
13.851,47.24
13.853,47.24001
13.856,47.23
13.859,47.2
13.861,47.23
13.864,47.19
13.867,47.17001
13.87,47.17
13.872,47.1
13.875,47.07
13.877,47.07
13.88,47.11
13.883,47.2
13.885,47.12
13.888,47.05
13.891,46.97001
13.893,46.9
13.896,46.91
13.899,46.98
13.901,47
13.904,46.98001
13.907,46.95
13.909,46.88
13.912,46.87
13.914,46.88
13.917,46.88
13.92,46.88
13.922,46.87
13.925,46.85001
13.928,46.82001
13.93,46.79
13.933,46.81001
13.936,46.81001
13.938,46.79
13.941,46.78
13.944,46.77
13.946,46.73
13.949,46.71
13.952,46.72001
13.954,46.72
13.957,46.74
13.959,46.72
13.962,46.72001
13.965,46.71
13.967,46.68
13.97,46.64
13.973,46.64001
13.975,46.61
13.978,46.63
13.981,46.63
13.983,46.62
13.986,46.62001
13.989,46.59001
13.991,46.6
13.994,46.59
13.997,46.59
14,46.57
14.002,46.57
14.005,46.54
14.007,46.54
14.01,46.53001
14.013,46.52
14.015,46.51
14.018,46.56001
14.021,46.52
14.031,46.41
14.033,46.42001
14.036,46.47
14.039,46.47
14.041,46.48
14.044,46.47001
14.047,46.43
14.049,46.44
14.052,46.41
14.055,46.42001
14.057,46.44001
14.06,46.43
14.063,46.41
14.065,46.38
14.068,46.40001
14.071,46.38
14.073,46.4
14.076,46.41
14.079,46.44001
14.081,46.38
14.084,46.41
14.086,46.37
14.089,46.33001
14.092,46.35001
14.094,46.38
14.097,46.37
14.1,46.39
14.102,46.36
14.105,46.36
14.108,46.34
14.11,46.37
14.113,46.37
14.115,46.37
14.118,46.37001
14.121,46.36
14.124,46.34
14.126,46.32
14.129,46.32
14.132,46.32
14.134,46.35
14.137,46.36
14.139,46.39001
14.142,46.35001
14.145,46.34
14.147,46.33
14.15,46.32
14.153,46.33001
14.155,46.33001
14.158,46.34
14.161,46.34
14.163,46.34
14.166,46.34
14.168,46.33
14.171,46.36
14.174,46.36
14.176,46.33001
14.179,46.36
14.182,46.32
14.184,46.32
14.187,46.32001
14.19,46.34
14.192,46.33
14.195,46.35
14.198,46.36
14.2,46.36001
14.203,46.35
14.206,46.35
14.208,46.34
14.211,46.32
14.213,46.35
14.216,46.34
14.219,46.34
14.221,46.34
14.224,46.35001
14.227,46.34
14.229,46.35
14.232,46.37
14.235,46.35001
14.237,46.36001
14.24,46.36
14.243,46.34
14.245,46.34
14.248,46.36
14.251,46.34
14.253,46.36
14.256,46.36
14.259,46.37001
14.261,46.39001
14.264,46.38
14.267,46.38
14.269,46.38
14.272,46.35001
14.275,46.36
14.277,46.37
14.28,46.36
14.283,46.38
14.285,46.37001
14.288,46.37
14.291,46.38
14.293,46.40001
14.296,46.41
14.299,46.4
14.301,46.39
14.304,46.38
14.307,46.38
14.309,46.38
14.312,46.38
14.314,46.4
14.317,46.41
14.32,46.40001
14.322,46.41001
14.325,46.43
14.328,46.42
14.33,46.42001
14.333,46.41
14.336,46.4
14.338,46.39
14.341,46.40001
14.344,46.41001
14.346,46.37
14.349,46.41
14.352,46.47
14.354,46.51001
14.357,46.56
14.359,46.58
14.362,46.57
14.365,46.54
14.367,46.52
14.37,46.51
14.373,46.53
14.375,46.54
14.378,46.56001
14.381,46.6
14.383,46.6
14.386,46.61
14.389,46.60001
14.391,46.61
14.394,46.61
14.397,46.63
14.399,46.64
14.402,46.66
14.404,46.69001
14.407,46.7
14.41,46.7
14.412,46.71
14.415,46.87001
14.418,47.09
14.42,47.48
14.423,47.59
14.425,47.56001
14.428,47.46001
14.431,47.32
14.434,47.53
14.444,47.68
14.447,47.73
14.449,47.90001
14.452,48.06001
14.455,48.17
14.457,48.28
14.46,48.31001
14.463,48.31
14.465,48.27
14.468,48.32
14.471,48.36
14.473,48.44001
14.476,48.52
14.479,48.49
14.481,48.19
14.484,47.81001
14.487,47.56001
14.489,47.47
14.492,47.54
14.495,47.73
14.497,47.86
14.5,47.93
14.502,47.88
14.505,47.77
14.508,47.74001
14.51,47.7
14.513,47.71
14.516,47.74
14.518,47.74
14.521,47.72001
14.524,47.71
14.526,47.66
14.529,47.65001
14.532,47.66001
14.534,47.64001
14.537,47.66
14.54,47.64
14.542,47.64001
14.545,47.57
14.548,47.62
14.55,47.57
14.553,47.57
14.556,47.56001
14.558,47.53001
14.561,47.52
14.564,47.51
14.566,47.49001
14.569,47.48001
14.572,47.47
14.574,47.47
14.577,47.45
14.58,47.47001
14.582,47.47
14.585,47.41
14.588,47.39
14.59,47.39
14.593,47.39001
14.596,47.37
14.598,47.37
14.601,47.35
14.604,47.29
14.606,47.3
14.609,47.31
14.611,47.3
14.614,47.29
14.617,47.31001
14.619,47.28
14.622,47.16
14.625,47.09
14.627,47.15001
14.63,47.24
14.633,47.31
14.635,47.27
14.638,47.17001
14.641,47.06001
14.643,46.97
14.646,46.95
14.649,47
14.651,47.05
14.654,47.07001
14.657,47.09
14.659,47.02
14.662,46.96001
14.665,46.91
14.667,46.89
14.67,46.9
14.673,46.92001
14.675,46.92001
14.678,46.93001
14.68,46.88
14.683,46.87
14.686,46.82001
14.688,46.8
14.691,46.81
14.694,46.82
14.696,46.86
14.699,46.84
14.702,46.83
14.705,46.77
14.707,46.74
14.71,46.72001
14.712,46.73
14.715,46.74
14.718,46.76
14.72,46.71
14.723,46.65001
14.726,46.6
14.728,46.55
14.731,46.59
14.734,46.63
14.736,46.65001
14.739,46.66
14.742,46.61
14.744,46.55
14.747,46.52
14.749,46.52
14.752,46.55
14.755,46.56
14.757,46.57
14.76,46.56001
14.763,46.51
14.766,46.53
14.768,46.47
14.771,46.52
14.774,46.51
14.776,46.52
14.779,46.5
14.781,46.46
14.784,46.43001
14.787,46.44
14.789,46.44
14.792,46.49001
14.795,46.47001
14.797,46.47
14.8,46.45
14.802,46.41
14.805,46.39
14.808,46.38
14.81,46.41
14.813,46.4
14.816,46.40001
14.818,46.39
14.821,46.41001
14.824,46.39
14.826,46.4
14.829,46.40001
14.832,46.39
14.834,46.36
14.837,46.36
14.84,46.37
14.842,46.36001
14.845,46.34001
14.855,46.32001
14.858,46.33
14.86,46.33
14.863,46.32
14.866,46.32001
14.868,46.32001
14.871,46.33
14.874,46.32
14.876,46.36
14.879,46.36
14.881,46.33
14.884,46.32
14.887,46.3
14.89,46.29
14.892,46.31
14.895,46.3
14.898,46.31
14.9,46.29
14.903,46.31001
14.906,46.31
14.908,46.3
14.911,46.3
14.914,46.30001
14.916,46.31
14.919,46.29
14.922,46.3
14.924,46.29
14.927,46.28001
14.929,46.28
14.932,46.29
14.935,46.31001
14.937,46.31001
14.94,46.3
14.943,46.29
14.945,46.27
14.948,46.29
14.951,46.28001
14.953,46.28
14.956,46.3
14.959,46.31001
14.962,46.32
14.964,46.32
14.967,46.29
14.97,46.3
14.972,46.29
14.975,46.26001
14.977,46.28
14.98,46.3
14.983,46.29
14.985,46.3
14.988,46.29001
14.991,46.32
14.993,46.32
14.996,46.30001
14.999,46.3
15.001,46.29
15.004,46.29
15.007,46.29
15.009,46.30001
15.012,46.31
15.015,46.3
15.017,46.3
15.02,46.33001
15.022,46.33
15.025,46.32
15.028,46.3
15.031,46.28
15.033,46.29
15.036,46.3
15.038,46.29
15.041,46.31
15.044,46.31001
15.046,46.33
15.049,46.34
15.051,46.32
15.054,46.33
15.057,46.32001
15.059,46.3
15.062,46.31
15.065,46.31001
15.067,46.31001
15.07,46.32001
15.072,46.33
15.075,46.36
15.078,46.35
15.08,46.35001
15.083,46.34
15.086,46.34
15.088,46.32
15.091,46.32
15.093,46.33001
15.096,46.3
15.099,46.34
15.101,46.41
15.104,46.46001
15.107,46.5
15.109,46.52
15.112,46.51
15.114,46.47001
15.117,46.46001
15.12,46.45
15.122,46.46
15.125,46.48
15.127,46.5
15.13,46.51
15.133,46.54
15.135,46.54
15.138,46.54
15.141,46.54
15.143,46.55
15.146,46.57
15.149,46.58001
15.151,46.57
15.154,46.62001
15.156,46.64
15.159,46.65
15.162,46.65001
15.164,46.77
15.167,46.94
15.17,47.28
15.172,47.53001
15.175,47.53001
15.178,47.45
15.18,47.33
15.183,47.22
15.185,47.24001
15.188,47.35001
15.191,47.46
15.193,47.58
15.196,47.66
15.199,47.80001
15.201,47.96001
15.204,48.07
15.206,48.2
15.209,48.25
15.212,48.26
15.215,48.25
15.217,48.27
15.22,48.32
15.222,48.38
15.225,48.44
15.228,48.48
15.23,48.51
15.233,48.55
15.236,48.56001
15.238,48.30001
15.241,47.88
15.244,47.61
15.246,47.47001
15.249,47.52
15.251,47.69
15.254,47.88
15.257,47.98
15.267,47.79
15.269,47.76001
15.272,47.78
15.275,47.75
15.278,47.74
15.28,47.73
15.283,47.72001
15.286,47.67
15.288,47.68
15.291,47.66
15.293,47.64001
15.296,47.64
15.299,47.63
15.301,47.61
15.304,47.62
15.307,47.59
15.309,47.56
15.312,47.58
15.315,47.55
15.317,47.54
15.32,47.53001
15.323,47.51
15.325,47.48
15.328,47.46
15.33,47.43
15.333,47.43
15.336,47.43
15.338,47.45
15.341,47.42001
15.344,47.43001
15.346,47.39
15.349,47.36
15.352,47.34
15.354,47.33001
15.357,47.34
15.36,47.32
15.362,47.31001
15.365,47.27
15.368,47.25001
15.37,47.24
15.373,47.12
15.375,47.07
15.378,47.15001
15.381,47.25
15.383,47.27
15.386,47.22001
15.389,47.13
15.391,46.97001
15.394,46.93
15.397,46.96
15.399,46.97001
15.402,47.03001
15.405,47.02
15.407,47
15.41,46.92
15.412,46.91
15.415,46.89
15.418,46.87
15.42,46.9
15.423,46.92001
15.426,46.87001
15.428,46.83001
15.431,46.8
15.434,46.76
15.436,46.78001
15.439,46.79
15.442,46.84
15.444,46.76
15.447,46.74001
15.45,46.71001
15.452,46.7
15.455,46.68
15.458,46.7
15.46,46.7
15.463,46.65
15.465,46.6
15.468,46.56
15.471,46.52
15.474,46.51001
15.476,46.59
15.479,46.57
15.482,46.55
15.484,46.51001
15.487,46.47001
15.489,46.43
15.492,46.5
15.495,46.51001
15.497,46.55001
15.5,46.54
15.503,46.51
15.505,46.45
15.508,46.43001
15.51,46.42001
15.513,46.43
15.516,46.44
15.518,46.44001
15.521,46.43
15.524,46.44
15.526,46.41
15.529,46.41
15.531,46.39
15.534,46.39001
15.537,46.37
15.539,46.39
15.542,46.36
15.545,46.38
15.547,46.39
15.55,46.39
15.553,46.37
15.555,46.37001
15.558,46.35
15.561,46.31
15.563,46.32
15.566,46.33001
15.569,46.32001
15.571,46.35001
15.574,46.38
15.577,46.33
15.579,46.32001
15.582,46.3
15.585,46.28
15.587,46.27
15.59,46.31001
15.592,46.30001
15.595,46.33
15.598,46.33
15.6,46.3
15.603,46.29
15.606,46.3
15.608,46.28
15.611,46.28
15.613,46.26
15.616,46.27
15.619,46.28
15.621,46.27
15.624,46.29
15.627,46.3
15.629,46.28
15.632,46.27
15.635,46.27
15.637,46.24001
15.64,46.25001
15.643,46.26
15.645,46.26
15.648,46.26001
15.65,46.29
15.653,46.28001
15.656,46.27
15.658,46.26
15.661,46.24001
15.664,46.24001
15.667,46.25
15.669,46.25
15.679,46.25
15.682,46.25
15.685,46.25
15.687,46.22001
15.69,46.24
15.692,46.23
15.695,46.24001
15.698,46.27
15.7,46.27
15.703,46.27
15.706,46.26
15.708,46.25
15.711,46.24001
15.713,46.24
15.716,46.24
15.719,46.26
15.721,46.26
15.724,46.26001
15.727,46.28
15.73,46.28
15.732,46.27
15.735,46.26001
15.738,46.24
15.74,46.23
15.743,46.25
15.746,46.25001
15.748,46.27
15.751,46.28
15.754,46.29
15.756,46.28001
15.759,46.26001
15.762,46.25
15.764,46.25
15.767,46.26
15.77,46.25
15.772,46.26
15.775,46.28
15.777,46.29
15.78,46.3
15.783,46.29
15.785,46.28
15.788,46.28
15.791,46.24
15.793,46.25
15.796,46.26
15.799,46.28
15.801,46.3
15.804,46.29
15.807,46.29
15.809,46.28
15.812,46.28
15.815,46.28001
15.817,46.26001
15.82,46.27001
15.822,46.27
15.825,46.3
15.828,46.31001
15.83,46.31001
15.833,46.31
15.836,46.29
15.838,46.28001
15.841,46.26
15.843,46.27
15.846,46.24
15.849,46.28
15.851,46.37
15.854,46.42001
15.857,46.48
15.859,46.5
15.862,46.47001
15.865,46.44001
15.867,46.41001
15.87,46.41
15.873,46.42
15.875,46.45
15.878,46.48
15.881,46.49
15.883,46.51
15.886,46.51
15.889,46.52
15.891,46.51001
15.894,46.54
15.897,46.54
15.899,46.56001
15.902,46.58001
15.904,46.60001
15.907,46.63
15.91,46.62
15.912,46.63
15.915,46.8
15.918,47.03
15.921,47.41
15.923,47.53001
15.926,47.54001
15.929,47.44
15.931,47.28
15.934,47.21
15.936,47.27
15.939,47.4
15.942,47.53
15.944,47.64
15.947,47.75
15.949,47.90001
15.952,48.08
15.955,48.19
15.958,48.26001
15.96,48.31001
15.963,48.32
15.965,48.31
15.968,48.33
15.971,48.4
15.973,48.45
15.976,48.52
15.979,48.57
15.981,48.59
15.984,48.62
15.987,48.69001
15.989,48.72
15.992,48.7
15.995,48.34
15.997,47.82001
16,47.58
16.003,47.57
16.005,47.7
16.008,47.94001
16.011,48.1
16.013,48.1
16.016,48
16.018,47.93
16.021,47.82
16.024,47.81
16.026,47.84
16.029,47.87
16.032,47.88
16.034,47.85001
16.037,47.81
16.039,47.73
16.042,47.73
16.045,47.75
16.047,47.75
16.05,47.73
16.053,47.76
16.055,47.71001
16.058,47.68
16.06,47.64
16.063,47.65
16.066,47.62
16.068,47.61001
16.071,47.61
16.074,47.59
16.076,47.56001
16.079,47.56001
16.089,47.51
16.092,47.48001
16.094,47.49001
16.097,47.47
16.1,47.47
16.102,47.45
16.105,47.42
16.108,47.38
16.11,47.37
16.113,47.37
16.116,47.36001
16.118,47.37
16.121,47.33
16.123,47.25
16.126,47.21001
16.129,47.23
16.132,47.29
16.134,47.36
16.137,47.24001
16.139,47.14001
16.142,47.04
16.145,47
16.147,47.01
16.15,47.05
16.153,47.04001
16.155,47.05
16.158,47.01
16.16,46.94
16.163,46.96001
16.166,46.93
16.169,46.94
16.171,46.93
16.174,46.90001
16.177,46.88
16.179,46.87
16.182,46.83
16.184,46.79
16.187,46.8
16.19,46.81
16.192,46.79
16.195,46.82
16.198,46.78001
16.2,46.76001
16.203,46.68
16.205,46.67
16.208,46.64001
16.211,46.62
16.213,46.62
16.216,46.62
16.219,46.59
16.221,46.58001
16.224,46.56001
16.226,46.52
16.229,46.56
16.232,46.52
16.234,46.5
16.237,46.52001
16.24,46.5
16.242,46.54
16.245,46.53001
16.248,46.55
16.25,46.52
16.253,46.5
16.256,46.49001
16.258,46.48001
16.261,46.45
16.264,46.44
16.266,46.44
16.269,46.44001
16.272,46.48
16.274,46.46
16.277,46.45
16.28,46.44
16.282,46.40001
16.285,46.4
16.287,46.38
16.29,46.39
16.293,46.38
16.295,46.41
16.298,46.41
16.301,46.38
16.303,46.35
16.306,46.36
16.309,46.31
16.311,46.32
16.314,46.35
16.317,46.34
16.319,46.35001
16.322,46.38
16.324,46.31
16.327,46.29
16.33,46.29
16.332,46.28
16.335,46.3
16.338,46.29
16.34,46.31001
16.343,46.31001
16.345,46.32
16.348,46.29
16.351,46.29
16.353,46.27
16.356,46.27
16.359,46.26
16.361,46.28
16.364,46.26
16.367,46.29
16.369,46.27
16.372,46.29
16.375,46.26001
16.377,46.22001
16.38,46.23
16.383,46.22
16.385,46.23
16.388,46.26001
16.39,46.26001
16.393,46.24
16.396,46.26
16.398,46.24001
16.401,46.21001
16.404,46.19001
16.406,46.2
16.409,46.18
16.411,46.22001
16.414,46.24001
16.416,46.25
16.419,46.24
16.422,46.23
16.424,46.2
16.427,46.18001
16.429,46.18
16.432,46.21
16.435,46.21001
16.437,46.24001
16.44,46.24
16.442,46.21
16.445,46.22
16.448,46.19001
16.45,46.18001
16.453,46.19
16.456,46.2
16.458,46.23
16.461,46.24
16.464,46.23
16.466,46.22
16.469,46.2
16.472,46.18001
16.474,46.18001
16.477,46.18
16.48,46.19
16.482,46.21001
16.485,46.24001
16.488,46.23
16.49,46.14
16.501,46.18
16.503,46.18
16.506,46.21001
16.509,46.23001
16.511,46.23
16.514,46.23
16.516,46.18
16.519,46.18001
16.522,46.18
16.524,46.18
16.527,46.19
16.53,46.22
16.532,46.23
16.535,46.23
16.537,46.22
16.54,46.21
16.543,46.19
16.545,46.18
16.548,46.18
16.551,46.2
16.553,46.21
16.556,46.24001
16.559,46.24
16.562,46.25
16.564,46.22001
16.567,46.19
16.57,46.18001
16.572,46.19
16.575,46.2
16.577,46.22
16.58,46.24001
16.583,46.26
16.585,46.24
16.588,46.23
16.591,46.22001
16.593,46.19001
16.596,46.17
16.599,46.18
16.601,46.28001
16.604,46.36
16.606,46.4
16.609,46.43
16.612,46.43
16.614,46.39001
16.617,46.35001
16.62,46.34
16.622,46.35
16.625,46.37
16.628,46.4
16.63,46.42
16.633,46.44
16.636,46.45
16.639,46.45
16.641,46.46
16.644,46.47
16.647,46.46
16.649,46.48
16.652,46.50001
16.655,46.54
16.657,46.56
16.66,46.56001
16.663,46.56001
16.665,46.72
16.668,46.89
16.67,47.27
16.673,47.46
16.676,47.47001
16.678,47.42
16.681,47.26
16.684,47.16
16.687,47.21001
16.689,47.33
16.692,47.48
16.694,47.61
16.697,47.74001
16.7,47.90001
16.702,48.04
16.705,48.13
16.708,48.2
16.71,48.23
16.713,48.24
16.716,48.26
16.718,48.3
16.721,48.38
16.724,48.43
16.726,48.48
16.729,48.5
16.732,48.52
16.734,48.59001
16.737,48.63
16.74,48.69
16.742,48.72
16.745,48.74001
16.748,48.69
16.75,48.32
16.753,47.85
16.756,47.62
16.758,47.61001
16.761,47.77
16.764,47.96
16.766,48.12
16.769,48.11
16.771,48.01
16.774,47.93
16.777,47.82
16.779,47.82
16.782,47.90001
16.785,47.89
16.787,47.88
16.79,47.87
16.793,47.8
16.795,47.75
16.798,47.78
16.801,47.76
16.803,47.75
16.806,47.76001
16.809,47.72
16.811,47.69
16.814,47.66
16.817,47.64
16.819,47.63
16.822,47.64
16.825,47.65
16.827,47.61
16.83,47.58001
16.833,47.55
16.835,47.54
16.838,47.53001
16.841,47.52
16.843,47.49001
16.846,47.47
16.848,47.46
16.851,47.44
16.854,47.44
16.856,47.43
16.859,47.43
16.862,47.39
16.864,47.28001
16.867,47.27
16.87,47.3
16.872,47.3
16.875,47.16
16.878,47.25
16.88,47.26
16.883,47.32
16.886,47.26
16.889,47.17001
16.891,47.04
16.894,46.97
16.897,46.95
16.899,47.02
16.902,47.07001
16.912,46.90001
16.915,46.81
16.917,46.87
16.92,46.9
16.923,46.89001
16.925,46.88
16.928,46.85
16.931,46.77
16.933,46.77
16.936,46.78001
16.938,46.75
16.941,46.73
16.944,46.7
16.947,46.65
16.949,46.67001
16.952,46.64
16.955,46.62
16.957,46.57
16.96,46.56001
16.963,46.56
16.965,46.57
16.968,46.57
16.971,46.55
16.973,46.53001
16.976,46.48
16.979,46.45
16.981,46.48
16.984,46.49001
16.987,46.46001
16.989,46.46
16.992,46.46
16.995,46.45
16.997,46.47001
17,46.5
17.002,46.49
17.005,46.44
17.008,46.43001
17.01,46.37001
17.013,46.38
17.016,46.4
17.018,46.41
17.021,46.42
17.024,46.43
17.026,46.36
17.029,46.35001
17.032,46.32001
17.034,46.32
17.037,46.32
17.04,46.33
17.042,46.34
17.045,46.35
17.047,46.34
17.05,46.28
17.053,46.29
17.055,46.26001
17.058,46.27
17.061,46.3
17.063,46.29
17.066,46.31001
17.069,46.32001
17.072,46.26
17.074,46.26
17.077,46.22001
17.08,46.21001
17.082,46.26
17.085,46.24
17.088,46.28001
17.09,46.25
17.093,46.24001
17.095,46.21
17.098,46.2
17.101,46.21001
17.103,46.19
17.106,46.2
17.109,46.24
17.111,46.21001
17.114,46.22001
17.117,46.21
17.119,46.18
17.122,46.21
17.124,46.19
17.127,46.19
17.13,46.18
17.132,46.23
17.135,46.21
17.138,46.21001
17.14,46.21001
17.143,46.17
17.146,46.15
17.148,46.17001
17.151,46.17001
17.153,46.19001
17.156,46.21
17.159,46.19
17.161,46.17001
17.164,46.17
17.167,46.14
17.169,46.12
17.172,46.14001
17.175,46.18001
17.177,46.19
17.18,46.18
17.182,46.2
17.185,46.16
17.188,46.16
17.19,46.14
17.193,46.14
17.196,46.17001
17.198,46.2
17.201,46.19
17.204,46.19
17.206,46.17
17.209,46.15001
17.212,46.13
17.214,46.14
17.217,46.15
17.22,46.18
17.222,46.19001
17.225,46.18
17.227,46.17
17.23,46.14
17.233,46.14001
17.236,46.12001
17.238,46.14
17.241,46.17001
17.244,46.19001
17.246,46.19001
17.249,46.18
17.252,46.16
17.254,46.15
17.257,46.14001
17.26,46.13
17.262,46.16
17.265,46.19
17.268,46.19
17.27,46.18001
17.273,46.18
17.275,46.16
17.278,46.16
17.281,46.15001
17.283,46.16
17.286,46.19
17.288,46.19
17.291,46.18
17.294,46.17
17.296,46.16
17.299,46.15
17.302,46.14
17.304,46.15001
17.307,46.18
